"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"VALLEY VIEW ISD (049903)","Spring 2016","3","49","1476","78","33","22","49","1457","84","6","16","","","","","","","","","","","","","","","",
"VALLEY VIEW ISD (049903)","Spring 2016","4","58","1537","88","17","12","58","1597","88","24","12","59","4071","83","22","17","","","","","","","","","","",
"VALLEY VIEW ISD (049903)","Spring 2016","5","51","1503","61","6","39","51","1507","57","4","43","","","","","","50","3475","38","2","62","","","","","",
"VALLEY VIEW ISD (049903)","Spring 2016","6","50","1609","86","14","14","49","1624","84","12","16","","","","","","","","","","","","","","","",
"VALLEY VIEW ISD (049903)","Spring 2016","7","52","1666","83","19","17","51","1680","82","16","18","51","3879","80","4","20","","","","","","","","","","",
"VALLEY VIEW ISD (049903)","Spring 2016","8","52","1706","92","17","8","52","1714","85","17","15","","","","","","52","3950","83","12","17","52","3503","44","2","56",
"VALLEY VIEW ISD (049903)","May 2016","5","19","1452","42","0","58","21","1498","57","0","43","","","","","","","","","","","","","","","",
"VALLEY VIEW ISD (049903)","May 2016","8","4","-","-","-","-","8","1631","75","0","25","","","","","","","","","","","","","","","",
"VALLEY VIEW ISD (108916)","Spring 2016","3","217","1500","94","35","6","238","1534","96","28","4","","","","","","","","","","","","","","","",
"VALLEY VIEW ISD (108916)","Spring 2016","4","247","1573","92","30","8","281","1621","92","34","8","245","4297","95","34","5","","","","","","","","","","",
"VALLEY VIEW ISD (108916)","Spring 2016","5","258","1616","89","35","11","276","1644","95","21","5","","","","","","276","4082","95","19","5","","","","","",
"VALLEY VIEW ISD (108916)","Spring 2016","6","305","1612","79","19","21","298","1667","88","19","12","","","","","","","","","","","","","","","",
"VALLEY VIEW ISD (108916)","Spring 2016","7","302","1637","75","18","25","287","1702","87","23","13","301","3959","83","14","17","","","","","","","","","","",
"VALLEY VIEW ISD (108916)","Spring 2016","8","273","1659","80","8","20","268","1714","89","8","11","","","","","","311","3974","86","16","14","313","3642","61","6","39",
"VALLEY VIEW ISD (108916)","May 2016","5","30","1449","37","0","63","15","1491","53","0","47","","","","","","","","","","","","","","","",
"VALLEY VIEW ISD (108916)","May 2016","8","53","1532","28","0","72","31","1578","39","0","61","","","","","","","","","","","","","","","",
"VAN ALSTYNE ISD","Spring 2016","3","106","1432","75","24","25","106","1446","72","14","28","","","","","","","","","","","","","","","",
"VAN ALSTYNE ISD","Spring 2016","4","2","-","-","-","-","2","-","-","-","-","1","-","-","-","-","","","","","","","","","","",
"VAN ALSTYNE ISD","Spring 2016","5","124","1602","85","32","15","124","1609","77","15","23","","","","","","125","4093","91","26","9","","","","","",
"VAN ALSTYNE ISD","Spring 2016","6","104","1631","91","24","9","104","1618","81","8","19","","","","","","","","","","","","","","","",
"VAN ALSTYNE ISD","Spring 2016","7","100","1680","78","27","22","99","1747","87","34","13","103","4112","85","24","15","","","","","","","","","","",
"VAN ALSTYNE ISD","Spring 2016","8","121","1723","93","26","7","94","1742","95","11","5","","","","","","122","4296","96","40","4","122","3905","74","25","26",
"VAN ALSTYNE ISD","May 2016","5","19","1440","58","0","42","29","1508","59","0","41","","","","","","","","","","","","","","","",
"VAN ALSTYNE ISD","May 2016","8","10","1569","50","0","50","6","1613","67","0","33","","","","","","","","","","","","","","","",
"VAN ISD","Spring 2016","3","164","1449","75","27","25","164","1471","80","25","20","","","","","","","","","","","","","","","",
"VAN ISD","Spring 2016","4","145","1490","67","14","33","145","1510","63","12","37","146","3797","66","14","34","","","","","","","","","","",
"VAN ISD","Spring 2016","5","155","1577","77","32","23","153","1623","81","22","19","","","","","","152","4021","87","21","13","","","","","",
"VAN ISD","Spring 2016","6","165","1609","78","24","22","168","1667","80","23","20","","","","","","","","","","","","","","","",
"VAN ISD","Spring 2016","7","165","1651","74","24","26","161","1653","68","20","32","165","4036","81","18","19","","","","","","","","","","",
"VAN ISD","Spring 2016","8","186","1684","84","15","16","142","1679","85","2","15","","","","","","187","3846","72","16","28","187","3735","66","11","34",
"VAN ISD","May 2016","5","35","1402","23","0","77","29","1505","62","0","38","","","","","","","","","","","","","","","",
"VAN ISD","May 2016","8","32","1565","47","0","53","24","1591","46","0","54","","","","","","","","","","","","","","",""
