"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"REFUGIO ISD","Spring 2016","6","52","1597","73","17","27","54","1676","93","24","7","","","","","","","","","","","","","","","",
"REFUGIO ISD","Spring 2016","7","46","1585","54","7","46","46","1584","48","4","52","46","3695","65","4","35","","","","","","","","","","",
"REFUGIO ISD","Spring 2016","8","57","1667","77","19","23","46","1609","52","0","48","","","","","","56","3877","77","13","23","55","3808","65","20","35",
"REFUGIO ISD","May 2016","5","11","1398","36","0","64","14","1470","36","0","64","","","","","","","","","","","","","","","",
"REFUGIO ISD","May 2016","8","14","1559","29","7","71","21","1580","48","0","52","","","","","","","","","","","","","","","",
"RICARDO ISD","Spring 2016","3","70","1486","86","33","14","70","1479","80","23","20","","","","","","","","","","","","","","","",
"RICARDO ISD","Spring 2016","4","65","1587","92","35","8","65","1616","94","31","6","67","4031","81","18","19","","","","","","","","","","",
"RICARDO ISD","Spring 2016","5","60","1590","87","27","13","60","1627","88","20","12","","","","","","59","3819","75","7","25","","","","","",
"RICARDO ISD","Spring 2016","6","59","1635","78","29","22","59","1652","81","22","19","","","","","","","","","","","","","","","",
"RICARDO ISD","Spring 2016","7","53","1648","74","23","26","53","1725","87","36","13","53","3956","92","11","8","","","","","","","","","","",
"RICARDO ISD","Spring 2016","8","59","1712","95","20","5","38","1802","92","39","8","","","","","","56","4301","89","43","11","56","3907","79","16","21",
"RICARDO ISD","May 2016","5","8","1451","50","0","50","7","1489","57","0","43","","","","","","","","","","","","","","","",
"RICARDO ISD","May 2016","8","3","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"RICE CISD","Spring 2016","3","90","1408","70","12","30","90","1458","82","17","18","","","","","","","","","","","","","","","",
"RICE CISD","Spring 2016","4","83","1478","72","5","28","83","1541","65","18","35","83","3703","63","8","37","","","","","","","","","","",
"RICE CISD","Spring 2016","5","77","1556","71","23","29","77","1616","83","19","17","","","","","","77","3831","75","8","25","","","","","",
"RICE CISD","Spring 2016","6","63","1531","59","5","41","66","1565","61","3","39","","","","","","","","","","","","","","","",
"RICE CISD","Spring 2016","7","84","1632","71","14","29","80","1576","50","0","50","85","3830","69","8","31","","","","","","","","","","",
"RICE CISD","Spring 2016","8","65","1669","75","15","25","60","1660","72","5","28","","","","","","65","3897","85","14","15","63","3519","41","10","59",
"RICE CISD","May 2016","5","22","1433","36","0","64","13","1456","23","0","77","","","","","","","","","","","","","","","",
"RICE CISD","May 2016","8","16","1565","38","0","63","17","1609","59","0","41","","","","","","","","","","","","","","","",
"RICE ISD","Spring 2016","3","69","1385","67","9","33","69","1380","54","4","46","","","","","","","","","","","","","","","",
"RICE ISD","Spring 2016","4","63","1468","62","5","38","63","1447","41","5","59","58","3715","69","7","31","","","","","","","","","","",
"RICE ISD","Spring 2016","5","61","1530","67","18","33","64","1514","48","9","52","","","","","","61","3693","64","5","36","","","","","",
"RICE ISD","Spring 2016","6","62","1595","76","19","24","62","1576","60","8","40","","","","","","","","","","","","","","","",
"RICE ISD","Spring 2016","7","75","1617","63","11","37","74","1666","80","15","20","75","3776","72","4","28","","","","","","","","","","",
"RICE ISD","Spring 2016","8","62","1667","84","13","16","62","1675","71","5","29","","","","","","61","3865","74","15","26","59","3823","75","15","25",
"RICE ISD","May 2016","5","20","1436","40","0","60","29","1463","31","0","69","","","","","","","","","","","","","","","",
"RICE ISD","May 2016","8","10","1559","50","0","50","18","1604","72","0","28","","","","","","","","","","","","","","","",
"RICHARDS ISD","Spring 2016","3","12","1556","100","58","0","12","1566","100","25","0","","","","","","","","","","","","","","","",
"RICHARDS ISD","Spring 2016","4","11","1498","73","27","27","11","1452","45","0","55","11","3690","73","0","27","","","","","","","","","","",
"RICHARDS ISD","Spring 2016","5","10","1556","80","20","20","10","1593","80","20","20","","","","","","10","3669","50","0","50","","","","","",
"RICHARDS ISD","Spring 2016","6","7","1557","57","14","43","7","1580","57","0","43","","","","","","","","","","","","","","","",
"RICHARDS ISD","Spring 2016","7","8","1578","63","0","38","8","1627","63","0","38","8","3823","75","13","25","","","","","","","","","","",
"RICHARDS ISD","Spring 2016","8","11","1647","73","18","27","11","1588","45","0","55","","","","","","11","3434","64","0","36","11","3395","18","0","82",
"RICHARDS ISD","May 2016","5","2","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"RICHARDS ISD","May 2016","8","3","-","-","-","-","6","1593","50","0","50","","","","","","","","","","","","","","","",
"RICHARDSON ISD","Spring 2016","3","2969","1454","75","29","25","2876","1497","82","27","18","","","","","","","","","","","","","","","",
"RICHARDSON ISD","Spring 2016","4","2760","1525","77","23","23","2731","1591","80","31","20","2811","3816","67","15","33","","","","","","","","","","",
"RICHARDSON ISD","Spring 2016","5","2602","1576","75","30","25","2571","1650","84","32","16","","","","","","2534","3911","83","13","17","","","","","",
"RICHARDSON ISD","Spring 2016","6","2543","1620","76","26","24","2502","1693","82","31","18","","","","","","","","","","","","","","","",
"RICHARDSON ISD","Spring 2016","7","2546","1667","77","30","23","1486","1653","73","12","27","2570","3952","75","17","25","","","","","","","","","","",
"RICHARDSON ISD","Spring 2016","8","2610","1691","82","24","18","2548","1728","83","20","17","","","","","","2676","4171","87","33","13","2486","3960","79","28","21",
"RICHARDSON ISD","May 2016","5","640","1417","29","1","71","390","1483","47","1","53","","","","","","","","","","","","","","","",
"RICHARDSON ISD","May 2016","8","471","1544","34","1","66","401","1578","41","0","59","","","","","","","","","","","","","","","",
"RICHLAND SPRINGS ISD","Spring 2016","3","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"RICHLAND SPRINGS ISD","Spring 2016","4","8","1512","88","0","13","8","1582","88","25","13","8","3852","88","0","13","","","","","","","","","","",
"RICHLAND SPRINGS ISD","Spring 2016","5","4","-","-","-","-","4","-","-","-","-","","","","","","4","-","-","-","-","","","","","",
"RICHLAND SPRINGS ISD","Spring 2016","6","12","1562","75","8","25","12","1570","67","0","33","","","","","","","","","","","","","","","",
"RICHLAND SPRINGS ISD","Spring 2016","7","10","1614","60","10","40","10","1589","50","0","50","10","3635","50","0","50","","","","","","","","","","",
"RICHLAND SPRINGS ISD","Spring 2016","8","11","1689","91","9","9","11","1629","73","0","27","","","","","","11","3917","91","0","9","11","3895","73","27","27",
"RICHLAND SPRINGS ISD","May 2016","5","3","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"RICHLAND SPRINGS ISD","May 2016","8","1","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"RIESEL ISD","Spring 2016","3","36","1425","69","22","31","36","1471","81","25","19","","","","","","","","","","","","","","","",
"RIESEL ISD","Spring 2016","4","31","1576","94","29","6","31","1567","87","10","13","30","4234","90","23","10","","","","","","","","","","",
"RIESEL ISD","Spring 2016","5","36","1565","83","14","17","36","1572","72","8","28","","","","","","36","4002","92","17","8","","","","","",
"RIESEL ISD","Spring 2016","6","43","1593","72","19","28","43","1653","74","23","26","","","","","","","","","","","","","","","",
"RIESEL ISD","Spring 2016","7","63","1638","71","16","29","63","1689","86","17","14","63","3803","70","10","30","","","","","","","","","","",
"RIESEL ISD","Spring 2016","8","51","1684","90","14","10","29","1681","90","0","10","","","","","","51","3985","86","10","14","51","3678","73","6","27",
"RIESEL ISD","May 2016","5","6","1437","33","0","67","10","1474","50","0","50","","","","","","","","","","","","","","","",
"RIESEL ISD","May 2016","8","5","1563","20","0","80","3","-","-","-","-","","","","","","","","","","","","","","","",
"RIO GRANDE CITY CISD","Spring 2016","3","729","1393","60","14","40","732","1440","72","14","28","","","","","","","","","","","","","","","",
"RIO GRANDE CITY CISD","Spring 2016","4","703","1495","72","14","28","701","1557","81","16","19","735","3779","66","13","34","","","","","","","","","","",
"RIO GRANDE CITY CISD","Spring 2016","5","651","1527","68","16","32","648","1598","80","14","20","","","","","","667","3803","74","9","26","","","","","",
"RIO GRANDE CITY CISD","Spring 2016","6","630","1545","60","8","40","618","1613","74","8","26","","","","","","","","","","","","","","","",
"RIO GRANDE CITY CISD","Spring 2016","7","666","1601","62","12","38","640","1623","63","10","37","667","3739","68","6","32","","","","","","","","","","",
"RIO GRANDE CITY CISD","Spring 2016","8","662","1646","72","12","28","548","1625","61","2","39","","","","","","630","3745","65","10","35","628","3636","54","13","46",
"RIO GRANDE CITY CISD","May 2016","5","206","1426","32","0","68","127","1503","48","2","52","","","","","","","","","","","","","","","",
"RIO GRANDE CITY CISD","May 2016","8","180","1537","29","0","71","208","1582","42","0","58","","","","","","","","","","","","","","","",
"RIO HONDO ISD","Spring 2016","3","153","1383","60","10","40","153","1420","63","14","37","","","","","","","","","","","","","","","",
"RIO HONDO ISD","Spring 2016","4","138","1466","63","7","37","138","1515","66","12","34","140","3620","55","3","45","","","","","","","","","","",
"RIO HONDO ISD","Spring 2016","5","138","1517","60","18","40","138","1573","71","13","29","","","","","","138","3797","78","9","22","","","","","",
"RIO HONDO ISD","Spring 2016","6","134","1534","51","12","49","134","1546","46","2","54","","","","","","","","","","","","","","","",
"RIO HONDO ISD","Spring 2016","7","150","1587","53","8","47","150","1608","59","6","41","150","3622","59","2","41","","","","","","","","","","",
"RIO HONDO ISD","Spring 2016","8","153","1649","73","12","27","152","1666","70","7","30","","","","","","154","3823","73","10","27","154","3562","53","6","47",
"RIO HONDO ISD","May 2016","5","55","1405","15","0","85","40","1457","30","0","70","","","","","","","","","","","","","","","",
"RIO HONDO ISD","May 2016","8","44","1537","27","0","73","45","1592","51","0","49","","","","","","","","","","","","","","","",
"RIO VISTA ISD","Spring 2016","3","53","1432","77","23","23","53","1412","64","2","36","","","","","","","","","","","","","","","",
"RIO VISTA ISD","Spring 2016","4","32","1462","69","9","31","32","1540","69","19","31","33","3617","58","6","42","","","","","","","","","","",
"RIO VISTA ISD","Spring 2016","5","70","1540","73","13","27","70","1553","66","4","34","","","","","","69","3807","80","10","20","","","","","",
"RIO VISTA ISD","Spring 2016","6","45","1570","64","7","36","45","1563","53","4","47","","","","","","","","","","","","","","","",
"RIO VISTA ISD","Spring 2016","7","54","1622","72","15","28","56","1602","57","5","43","53","3791","75","8","25","","","","","","","","","","",
"RIO VISTA ISD","Spring 2016","8","39","1658","82","10","18","29","1572","28","0","72","","","","","","39","3793","64","15","36","39","3566","59","3","41",
"RIO VISTA ISD","May 2016","5","19","1460","58","0","42","24","1502","54","0","46","","","","","","","","","","","","","","","",
"RIO VISTA ISD","May 2016","8","7","1577","43","0","57","20","1593","50","0","50","","","","","","","","","","","","","","","",
"RISE ACADEMY (152802)","Spring 2016","3","20","1506","90","50","10","20","1514","95","20","5","","","","","","","","","","","","","","","",
"RISE ACADEMY (152802)","Spring 2016","4","16","1569","94","19","6","16","1618","94","19","6","16","4105","94","25","6","","","","","","","","","","",
"RISE ACADEMY (152802)","Spring 2016","5","17","1617","88","35","12","17","1654","100","18","0","","","","","","17","3858","82","6","18","","","","","",
"RISE ACADEMY (152802)","Spring 2016","6","8","1720","100","25","0","8","1769","100","50","0","","","","","","","","","","","","","","","",
"RISE ACADEMY (152802)","Spring 2016","7","7","1712","100","43","0","7","1768","86","57","14","6","4730","100","67","0","","","","","","","","","","",
"RISE ACADEMY (152802)","Spring 2016","8","10","1790","100","60","0","10","1779","100","30","0","","","","","","10","4288","100","30","0","10","4301","90","50","10",
"RISING STAR ISD","Spring 2016","3","10","1425","80","10","20","10","1485","80","10","20","","","","","","","","","","","","","","","",
"RISING STAR ISD","Spring 2016","4","10","1589","90","20","10","10","1506","60","0","40","10","4207","90","30","10","","","","","","","","","","",
"RISING STAR ISD","Spring 2016","5","5","1581","80","20","20","5","1551","80","0","20","","","","","","5","3471","60","0","40","","","","","",
"RISING STAR ISD","Spring 2016","6","9","1610","89","0","11","9","1592","78","0","22","","","","","","","","","","","","","","","",
"RISING STAR ISD","Spring 2016","7","16","1667","88","19","13","16","1683","75","25","25","16","3837","75","13","25","","","","","","","","","","",
"RISING STAR ISD","Spring 2016","8","11","1724","100","18","0","11","1746","91","27","9","","","","","","11","3889","91","9","9","11","3774","73","18","27",
"RISING STAR ISD","May 2016","5","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"RISING STAR ISD","May 2016","8","","","","","","1","-","-","-","-","","","","","","","","","","","","","","","",
"RIVER ROAD ISD","Spring 2016","3","80","1408","66","18","34","79","1437","73","15","27","","","","","","","","","","","","","","","",
"RIVER ROAD ISD","Spring 2016","4","88","1514","75","19","25","89","1570","80","25","20","88","3939","76","14","24","","","","","","","","","","",
"RIVER ROAD ISD","Spring 2016","5","94","1545","72","22","28","92","1541","66","5","34","","","","","","93","3645","59","1","41","","","","","",
"RIVER ROAD ISD","Spring 2016","6","85","1581","74","12","26","85","1653","86","12","14","","","","","","","","","","","","","","","",
"RIVER ROAD ISD","Spring 2016","7","96","1643","76","20","24","97","1673","85","13","15","98","3887","79","9","21","","","","","","","","","","",
"RIVER ROAD ISD","Spring 2016","8","83","1699","94","14","6","63","1676","83","2","17","","","","","","85","4084","89","22","11","85","3773","68","16","32",
"RIVER ROAD ISD","May 2016","5","26","1435","35","0","65","31","1488","55","0","45","","","","","","","","","","","","","","","",
"RIVER ROAD ISD","May 2016","8","7","1559","57","0","43","13","1571","54","0","46","","","","","","","","","","","","","","","",
"RIVERCREST ISD","Spring 2016","3","47","1435","79","13","21","47","1458","74","11","26","","","","","","","","","","","","","","","",
"RIVERCREST ISD","Spring 2016","4","50","1512","78","16","22","50","1612","92","30","8","51","3825","71","12","29","","","","","","","","","","",
"RIVERCREST ISD","Spring 2016","5","38","1593","89","32","11","38","1653","89","26","11","","","","","","38","4063","100","18","0","","","","","",
"RIVERCREST ISD","Spring 2016","6","46","1579","74","11","26","46","1648","89","11","11","","","","","","","","","","","","","","","",
"RIVERCREST ISD","Spring 2016","7","46","1626","72","13","28","47","1710","91","23","9","47","3840","77","11","23","","","","","","","","","","",
"RIVERCREST ISD","Spring 2016","8","51","1704","90","16","10","51","1789","94","29","6","","","","","","52","3458","40","2","60","52","3658","52","12","48",
"RIVERCREST ISD","May 2016","5","4","-","-","-","-","5","1550","60","0","40","","","","","","","","","","","","","","","",
"RIVERCREST ISD","May 2016","8","6","1653","100","0","0","4","-","-","-","-","","","","","","","","","","","","","","","",
"RIVIERA ISD","Spring 2016","3","27","1473","81","37","19","27","1537","96","30","4","","","","","","","","","","","","","","","",
"RIVIERA ISD","Spring 2016","4","29","1556","97","31","3","29","1588","86","24","14","30","4057","80","17","20","","","","","","","","","","",
"RIVIERA ISD","Spring 2016","5","29","1589","83","38","17","29","1626","76","21","24","","","","","","29","3816","72","10","28","","","","","",
"RIVIERA ISD","Spring 2016","6","24","1631","75","25","25","24","1689","75","38","25","","","","","","","","","","","","","","","",
"RIVIERA ISD","Spring 2016","7","28","1589","54","7","46","26","1584","54","8","46","30","3724","60","17","40","","","","","","","","","","",
"RIVIERA ISD","Spring 2016","8","38","1657","82","8","18","37","1589","43","3","57","","","","","","36","3538","47","6","53","37","3238","16","0","84",
"RIVIERA ISD","May 2016","5","5","1380","0","0","100","7","1515","86","0","14","","","","","","","","","","","","","","","",
"RIVIERA ISD","May 2016","8","7","1580","43","0","57","21","1589","48","0","52","","","","","","","","","","","","","","","",
"ROBERT LEE ISD","Spring 2016","3","21","1391","62","14","38","21","1346","33","5","67","","","","","","","","","","","","","","","",
"ROBERT LEE ISD","Spring 2016","4","22","1494","68","18","32","22","1535","82","14","18","22","3746","73","5","27","","","","","","","","","","",
"ROBERT LEE ISD","Spring 2016","5","15","1646","87","47","13","15","1642","93","20","7","","","","","","15","3972","87","13","13","","","","","",
"ROBERT LEE ISD","Spring 2016","6","20","1585","75","20","25","20","1618","65","25","35","","","","","","","","","","","","","","","",
"ROBERT LEE ISD","Spring 2016","7","15","1700","100","33","0","15","1718","93","13","7","15","3997","93","7","7","","","","","","","","","","",
"ROBERT LEE ISD","Spring 2016","8","15","1655","80","13","20","15","1684","87","7","13","","","","","","16","3691","69","13","31","16","3885","56","19","44",
"ROBERT LEE ISD","May 2016","5","2","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"ROBERT LEE ISD","May 2016","8","4","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"ROBINSON ISD","Spring 2016","3","155","1480","84","28","16","155","1498","88","24","12","","","","","","","","","","","","","","","",
"ROBINSON ISD","Spring 2016","4","150","1511","78","15","22","150","1554","79","17","21","149","3860","76","14","24","","","","","","","","","","",
"ROBINSON ISD","Spring 2016","5","162","1578","85","23","15","161","1613","87","17","13","","","","","","159","3834","82","9","18","","","","","",
"ROBINSON ISD","Spring 2016","6","165","1602","73","22","27","165","1586","68","5","32","","","","","","","","","","","","","","","",
"ROBINSON ISD","Spring 2016","7","172","1667","80","22","20","171","1642","73","11","27","166","4057","85","18","15","","","","","","","","","","",
"ROBINSON ISD","Spring 2016","8","160","1668","86","10","14","129","1600","45","1","55","","","","","","155","3586","57","5","43","156","3577","49","6","51",
"ROBINSON ISD","May 2016","5","22","1450","41","5","59","19","1501","68","0","32","","","","","","","","","","","","","","","",
"ROBINSON ISD","May 2016","8","21","1566","38","0","62","71","1587","45","0","55","","","","","","","","","","","","","","",""
