"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"ALLEN ISD","May 2016","5","126","1453","45","5","55","94","1506","62","2","38","","","","","","","","","","","","","","","",
"ALLEN ISD","May 2016","8","67","1600","63","7","37","75","1605","61","0","39","","","","","","","","","","","","","","","",
"ALPHA CHARTER SCHOOL (057832)","Spring 2016","3","3","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"ALPHA CHARTER SCHOOL (057832)","Spring 2016","4","4","-","-","-","-","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","",
"ALPHA CHARTER SCHOOL (057832)","Spring 2016","5","2","-","-","-","-","2","-","-","-","-","","","","","","2","-","-","-","-","","","","","",
"ALPHA CHARTER SCHOOL (057832)","Spring 2016","6","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"ALPHA CHARTER SCHOOL (057832)","Spring 2016","7","2","-","-","-","-","2","-","-","-","-","2","-","-","-","-","","","","","","","","","","",
"ALPHA CHARTER SCHOOL (057832)","May 2016","5","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"ALPINE ISD","Spring 2016","3","76","1415","68","17","32","76","1431","63","16","37","","","","","","","","","","","","","","","",
"ALPINE ISD","Spring 2016","4","97","1542","81","26","19","97","1487","55","8","45","97","3957","73","22","27","","","","","","","","","","",
"ALPINE ISD","Spring 2016","5","66","1564","74","18","26","65","1576","71","11","29","","","","","","64","3799","78","3","22","","","","","",
"ALPINE ISD","Spring 2016","6","77","1610","82","21","18","76","1601","71","5","29","","","","","","","","","","","","","","","",
"ALPINE ISD","Spring 2016","7","83","1608","61","18","39","84","1634","63","12","37","86","3817","65","12","35","","","","","","","","","","",
"ALPINE ISD","Spring 2016","8","62","1692","89","19","11","59","1744","95","15","5","","","","","","62","4022","81","18","19","62","3816","68","18","32",
"ALPINE ISD","May 2016","5","17","1446","53","6","47","18","1465","39","0","61","","","","","","","","","","","","","","","",
"ALPINE ISD","May 2016","8","9","1604","33","22","67","4","-","-","-","-","","","","","","","","","","","","","","","",
"ALTO ISD","Spring 2016","3","26","1382","65","8","35","26","1485","88","12","12","","","","","","","","","","","","","","","",
"ALTO ISD","Spring 2016","4","46","1478","65","7","35","46","1547","83","13","17","46","3546","54","0","46","","","","","","","","","","",
"ALTO ISD","Spring 2016","5","48","1552","60","23","40","47","1622","79","21","21","","","","","","45","3627","58","4","42","","","","","",
"ALTO ISD","Spring 2016","6","28","1606","86","11","14","28","1642","82","18","18","","","","","","","","","","","","","","","",
"ALTO ISD","Spring 2016","7","35","1664","83","23","17","35","1700","89","23","11","35","3957","86","6","14","","","","","","","","","","",
"ALTO ISD","Spring 2016","8","32","1706","97","22","3","29","1730","97","17","3","","","","","","32","3755","63","13","38","32","3622","53","9","47",
"ALTO ISD","May 2016","5","18","1415","22","0","78","10","1454","30","0","70","","","","","","","","","","","","","","","",
"ALTO ISD","May 2016","8","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"ALVARADO ISD","Spring 2016","3","229","1431","76","20","24","240","1451","78","16","22","","","","","","","","","","","","","","","",
"ALVARADO ISD","Spring 2016","4","249","1490","73","11","27","258","1496","59","10","41","246","3719","63","7","37","","","","","","","","","","",
"ALVARADO ISD","Spring 2016","5","256","1529","68","19","32","254","1530","57","6","43","","","","","","257","3705","68","6","32","","","","","",
"ALVARADO ISD","Spring 2016","6","294","1533","51","11","49","292","1550","45","6","55","","","","","","","","","","","","","","","",
"ALVARADO ISD","Spring 2016","7","254","1589","56","11","44","186","1573","44","0","56","260","3525","45","3","55","","","","","","","","","","",
"ALVARADO ISD","Spring 2016","8","260","1651","72","13","28","241","1622","62","1","38","","","","","","254","3734","65","11","35","254","3511","44","5","56",
"ALVARADO ISD","May 2016","5","80","1400","19","0","81","110","1466","40","0","60","","","","","","","","","","","","","","","",
"ALVARADO ISD","May 2016","8","74","1536","22","1","78","90","1543","22","0","78","","","","","","","","","","","","","","","",
"ALVIN ISD","Spring 2016","3","1512","1454","78","26","22","1666","1486","81","24","19","","","","","","","","","","","","","","","",
"ALVIN ISD","Spring 2016","4","1494","1537","81","24","19","1647","1592","81","31","19","1479","3889","72","16","28","","","","","","","","","","",
"ALVIN ISD","Spring 2016","5","1462","1576","79","27","21","1544","1633","83","26","17","","","","","","1514","3951","84","16","16","","","","","",
"ALVIN ISD","Spring 2016","6","1495","1590","71","18","29","1346","1601","68","8","32","","","","","","","","","","","","","","","",
"ALVIN ISD","Spring 2016","7","1530","1639","70","21","30","1073","1599","60","3","40","1548","3738","63","8","37","","","","","","","","","","",
"ALVIN ISD","Spring 2016","8","1433","1681","82","17","18","1689","1720","82","17","18","","","","","","1424","3952","77","20","23","1415","3699","59","14","41",
"ALVIN ISD","May 2016","5","317","1427","34","2","66","274","1487","48","0","52","","","","","","","","","","","","","","","",
"ALVIN ISD","May 2016","8","268","1562","41","0","59","305","1580","46","0","54","","","","","","","","","","","","","","","",
"ALVORD ISD","Spring 2016","3","42","1474","88","26","12","42","1493","95","14","5","","","","","","","","","","","","","","","",
"ALVORD ISD","Spring 2016","4","54","1529","85","22","15","54","1526","72","11","28","54","3954","74","20","26","","","","","","","","","","",
"ALVORD ISD","Spring 2016","5","64","1621","97","39","3","64","1636","95","19","5","","","","","","63","3921","95","10","5","","","","","",
"ALVORD ISD","Spring 2016","6","53","1610","83","23","17","53","1618","79","9","21","","","","","","","","","","","","","","","",
"ALVORD ISD","Spring 2016","7","57","1653","81","19","19","58","1670","84","9","16","58","4108","90","17","10","","","","","","","","","","",
"ALVORD ISD","Spring 2016","8","43","1714","98","23","2","43","1728","98","7","2","","","","","","45","3898","73","18","27","45","3796","80","9","20",
"ALVORD ISD","May 2016","5","3","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"ALVORD ISD","May 2016","8","2","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"AMARILLO ISD","Spring 2016","3","2504","1434","74","21","26","2490","1479","82","19","18","","","","","","","","","","","","","","","",
"AMARILLO ISD","Spring 2016","4","2344","1516","78","19","22","2367","1564","79","21","21","2346","3823","69","12","31","","","","","","","","","","",
"AMARILLO ISD","Spring 2016","5","2407","1558","76","23","24","2396","1624","86","21","14","","","","","","2379","3830","78","9","22","","","","","",
"AMARILLO ISD","Spring 2016","6","2292","1578","67","16","33","2270","1628","74","14","26","","","","","","","","","","","","","","","",
"AMARILLO ISD","Spring 2016","7","2192","1624","67","17","33","1482","1610","65","4","35","2216","3776","65","10","35","","","","","","","","","","",
"AMARILLO ISD","Spring 2016","8","2155","1677","81","17","19","2206","1712","82","14","18","","","","","","2111","3951","77","21","23","2095","3742","65","15","35",
"AMARILLO ISD","May 2016","5","593","1421","34","0","66","340","1493","53","0","47","","","","","","","","","","","","","","","",
"AMARILLO ISD","May 2016","8","422","1544","32","0","68","359","1589","49","0","51","","","","","","","","","","","","","","","",
"AMBASSADORS PREPARATORY ACADEMY (084804)","Spring 2016","3","22","1335","36","9","64","22","1400","77","5","23","","","","","","","","","","","","","","","",
"AMBASSADORS PREPARATORY ACADEMY (084804)","Spring 2016","4","23","1475","74","4","26","23","1404","22","4","78","23","3700","65","4","35","","","","","","","","","","",
"AMBASSADORS PREPARATORY ACADEMY (084804)","Spring 2016","5","21","1484","57","5","43","21","1505","62","0","38","","","","","","21","3527","52","5","48","","","","","",
"AMBASSADORS PREPARATORY ACADEMY (084804)","Spring 2016","6","14","1561","93","7","7","14","1522","36","0","64","","","","","","","","","","","","","","","",
"AMBASSADORS PREPARATORY ACADEMY (084804)","Spring 2016","7","19","1596","58","5","42","19","1611","68","0","32","19","3585","58","0","42","","","","","","","","","","",
"AMBASSADORS PREPARATORY ACADEMY (084804)","Spring 2016","8","10","1704","100","10","0","","","","","","","","","","","10","4204","100","20","0","10","4104","100","30","0",
"AMBASSADORS PREPARATORY ACADEMY (084804)","May 2016","5","9","1490","56","0","44","8","1422","13","0","88","","","","","","","","","","","","","","","",
"AMHERST ISD","Spring 2016","3","12","1363","58","8","42","10","1365","70","10","30","","","","","","","","","","","","","","","",
"AMHERST ISD","Spring 2016","4","10","1476","70","0","30","10","1501","70","0","30","10","3582","50","0","50","","","","","","","","","","",
"AMHERST ISD","Spring 2016","5","6","1520","83","0","17","6","1558","83","17","17","","","","","","6","3455","33","0","67","","","","","",
"AMHERST ISD","Spring 2016","6","11","1522","45","0","55","11","1548","36","0","64","","","","","","","","","","","","","","","",
"AMHERST ISD","Spring 2016","7","12","1537","42","8","58","11","1558","27","0","73","12","3401","50","0","50","","","","","","","","","","",
"AMHERST ISD","Spring 2016","8","9","1621","78","0","22","8","1589","25","0","75","","","","","","8","3354","25","0","75","8","3658","63","13","38",
"AMHERST ISD","May 2016","5","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"AMHERST ISD","May 2016","8","2","-","-","-","-","6","1559","33","0","67","","","","","","","","","","","","","","","",
"AMIGOS POR VIDA-FRIENDS FOR LIFE","Spring 2016","3","44","1358","48","11","52","43","1452","79","16","21","","","","","","","","","","","","","","","",
"AMIGOS POR VIDA-FRIENDS FOR LIFE","Spring 2016","4","42","1476","62","7","38","42","1587","83","17","17","50","3604","52","10","48","","","","","","","","","","",
"AMIGOS POR VIDA-FRIENDS FOR LIFE","Spring 2016","5","45","1487","58","13","42","44","1640","91","25","9","","","","","","44","3854","80","9","20","","","","","",
"AMIGOS POR VIDA-FRIENDS FOR LIFE","Spring 2016","6","46","1569","70","9","30","46","1707","96","28","4","","","","","","","","","","","","","","","",
"AMIGOS POR VIDA-FRIENDS FOR LIFE","Spring 2016","7","50","1634","76","14","24","48","1746","94","29","6","50","3940","80","10","20","","","","","","","","","","",
"AMIGOS POR VIDA-FRIENDS FOR LIFE","Spring 2016","8","44","1643","77","11","23","44","1763","93","16","7","","","","","","47","3797","77","6","23","47","3525","45","2","55",
"AMIGOS POR VIDA-FRIENDS FOR LIFE","May 2016","5","20","1419","35","0","65","6","1437","17","0","83","","","","","","","","","","","","","","","",
"AMIGOS POR VIDA-FRIENDS FOR LIFE","May 2016","8","14","1531","29","0","71","5","1601","20","0","80","","","","","","","","","","","","","","","",
"ANAHUAC ISD","Spring 2016","3","97","1437","75","19","25","94","1465","81","15","19","","","","","","","","","","","","","","","",
"ANAHUAC ISD","Spring 2016","4","94","1499","74","14","26","93","1576","86","23","14","95","3580","58","4","42","","","","","","","","","","",
"ANAHUAC ISD","Spring 2016","5","88","1573","75","25","25","86","1589","83","13","17","","","","","","87","3813","76","7","24","","","","","",
"ANAHUAC ISD","Spring 2016","6","83","1612","77","17","23","82","1652","84","12","16","","","","","","","","","","","","","","","",
"ANAHUAC ISD","Spring 2016","7","95","1639","72","14","28","95","1692","84","15","16","94","3780","69","5","31","","","","","","","","","","",
"ANAHUAC ISD","Spring 2016","8","74","1690","88","16","12","57","1750","98","14","2","","","","","","76","3928","78","17","22","80","3875","80","19","20",
"ANAHUAC ISD","May 2016","5","22","1431","27","0","73","16","1466","44","0","56","","","","","","","","","","","","","","","",
"ANAHUAC ISD","May 2016","8","13","1559","38","0","62","3","-","-","-","-","","","","","","","","","","","","","","","",
"ANDERSON-SHIRO CISD","Spring 2016","3","56","1439","80","23","20","56","1508","84","29","16","","","","","","","","","","","","","","","",
"ANDERSON-SHIRO CISD","Spring 2016","4","58","1519","79","24","21","58","1589","88","22","12","58","3978","81","16","19","","","","","","","","","","",
"ANDERSON-SHIRO CISD","Spring 2016","5","53","1584","79","32","21","53","1587","81","15","19","","","","","","53","3946","81","15","19","","","","","",
"ANDERSON-SHIRO CISD","Spring 2016","6","54","1597","76","19","24","52","1653","87","17","13","","","","","","","","","","","","","","","",
"ANDERSON-SHIRO CISD","Spring 2016","7","67","1694","90","30","10","66","1676","74","23","26","66","4027","83","12","17","","","","","","","","","","",
"ANDERSON-SHIRO CISD","Spring 2016","8","59","1681","90","12","10","59","1717","85","10","15","","","","","","59","3786","78","5","22","59","3623","54","3","46",
"ANDERSON-SHIRO CISD","May 2016","5","11","1402","9","0","91","10","1468","20","0","80","","","","","","","","","","","","","","","",
"ANDERSON-SHIRO CISD","May 2016","8","6","1542","33","0","67","9","1591","44","0","56","","","","","","","","","","","","","","","",
"ANDREWS ISD","Spring 2016","3","325","1421","69","20","31","325","1408","59","8","41","","","","","","","","","","","","","","","",
"ANDREWS ISD","Spring 2016","4","263","1492","70","15","30","268","1515","63","13","37","263","3677","56","9","44","","","","","","","","","","",
"ANDREWS ISD","Spring 2016","5","281","1559","74","27","26","286","1590","71","20","29","","","","","","278","3763","67","9","33","","","","","",
"ANDREWS ISD","Spring 2016","6","283","1567","63","14","37","275","1594","66","9","34","","","","","","","","","","","","","","","",
"ANDREWS ISD","Spring 2016","7","279","1629","71","17","29","268","1640","68","12","32","279","3820","70","11","30","","","","","","","","","","",
"ANDREWS ISD","Spring 2016","8","258","1675","83","16","17","252","1679","76","9","24","","","","","","251","3766","71","10","29","251","3757","67","12","33",
"ANDREWS ISD","May 2016","5","74","1405","22","0","78","86","1464","30","0","70","","","","","","","","","","","","","","","",
"ANDREWS ISD","May 2016","8","43","1547","33","0","67","59","1594","49","0","51","","","","","","","","","","","","","","","",
"ANGLETON ISD","Spring 2016","3","519","1424","74","18","26","533","1438","72","12","28","","","","","","","","","","","","","","","",
"ANGLETON ISD","Spring 2016","4","465","1530","86","18","14","454","1562","81","18","19","460","3834","72","11","28","","","","","","","","","","",
"ANGLETON ISD","Spring 2016","5","457","1567","82","24","18","461","1618","87","19","13","","","","","","463","3928","86","12","14","","","","","",
"ANGLETON ISD","Spring 2016","6","459","1571","66","13","34","457","1614","78","8","22","","","","","","","","","","","","","","","",
"ANGLETON ISD","Spring 2016","7","472","1624","69","13","31","490","1655","78","11","22","542","3818","70","8","30","","","","","","","","","","",
"ANGLETON ISD","Spring 2016","8","487","1681","85","20","15","473","1677","78","8","22","","","","","","480","3869","76","12","24","484","3563","53","5","47",
"ANGLETON ISD","May 2016","5","83","1440","35","0","65","59","1519","68","0","32","","","","","","","","","","","","","","","",
"ANGLETON ISD","May 2016","8","77","1544","29","1","71","108","1582","44","0","56","","","","","","","","","","","","","","","",
"ANNA ISD","Spring 2016","3","238","1466","82","35","18","236","1500","87","24","13","","","","","","","","","","","","","","","",
"ANNA ISD","Spring 2016","4","232","1527","87","18","13","226","1543","76","14","24","234","3975","80","17","20","","","","","","","","","","",
"ANNA ISD","Spring 2016","5","218","1559","80","20","20","218","1592","78","16","22","","","","","","223","3802","77","6","23","","","","","",
"ANNA ISD","Spring 2016","6","229","1595","76","16","24","228","1594","70","6","30","","","","","","","","","","","","","","","",
"ANNA ISD","Spring 2016","7","196","1639","72","19","28","196","1643","69","11","31","199","3916","80","14","20","","","","","","","","","","",
"ANNA ISD","Spring 2016","8","196","1669","84","10","16","130","1607","58","0","42","","","","","","194","3917","80","19","20","193","3729","65","10","35",
"ANNA ISD","May 2016","5","54","1454","46","2","54","56","1483","41","0","59","","","","","","","","","","","","","","","",
"ANNA ISD","May 2016","8","33","1576","45","0","55","53","1599","58","0","42","","","","","","","","","","","","","","","",
"ANSON ISD","Spring 2016","3","44","1414","84","16","16","46","1364","48","4","52","","","","","","","","","","","","","","","",
"ANSON ISD","Spring 2016","4","44","1496","73","14","27","56","1502","61","9","39","45","3713","73","7","27","","","","","","","","","","",
"ANSON ISD","Spring 2016","5","48","1555","75","19","25","54","1530","59","2","41","","","","","","50","3768","74","6","26","","","","","",
"ANSON ISD","Spring 2016","6","37","1585","65","22","35","40","1652","85","20","15","","","","","","","","","","","","","","","",
"ANSON ISD","Spring 2016","7","45","1673","87","27","13","44","1651","77","14","23","46","4269","91","37","9","","","","","","","","","","",
"ANSON ISD","Spring 2016","8","40","1711","90","30","10","32","1655","81","3","19","","","","","","38","3794","68","11","32","38","3590","53","5","47",
"ANSON ISD","May 2016","5","14","1455","50","0","50","24","1497","46","0","54","","","","","","","","","","","","","","","",
"ANSON ISD","May 2016","8","4","-","-","-","-","6","1612","83","0","17","","","","","","","","","","","","","","","",
"ANTHONY ISD","Spring 2016","3","47","1414","64","21","36","47","1456","64","21","36","","","","","","","","","","","","","","","",
"ANTHONY ISD","Spring 2016","4","53","1511","79","19","21","53","1553","77","15","23","53","3832","72","13","28","","","","","","","","","","",
"ANTHONY ISD","Spring 2016","5","57","1544","74","16","26","57","1589","79","19","21","","","","","","58","3728","74","3","26","","","","","",
"ANTHONY ISD","Spring 2016","6","65","1535","60","5","40","65","1568","65","0","35","","","","","","","","","","","","","","","",
"ANTHONY ISD","Spring 2016","7","63","1602","59","11","41","66","1653","74","8","26","65","3622","60","3","40","","","","","","","","","","",
"ANTHONY ISD","Spring 2016","8","64","1634","69","2","31","46","1619","59","2","41","","","","","","64","3557","48","3","52","64","3373","28","2","72",
"ANTHONY ISD","May 2016","5","16","1381","13","0","88","13","1441","23","0","77","","","","","","","","","","","","","","","",
"ANTHONY ISD","May 2016","8","20","1564","35","0","65","19","1594","58","0","42","","","","","","","","","","","","","","","",
"ANTON ISD","Spring 2016","3","21","1383","62","14","38","21","1362","38","5","62","","","","","","","","","","","","","","","",
"ANTON ISD","Spring 2016","4","14","1475","64","14","36","14","1546","86","21","14","14","3623","50","0","50","","","","","","","","","","",
"ANTON ISD","Spring 2016","5","16","1496","63","6","38","16","1648","94","19","6","","","","","","15","3759","73","0","27","","","","","",
"ANTON ISD","Spring 2016","6","20","1531","45","5","55","20","1594","55","10","45","","","","","","","","","","","","","","","",
"ANTON ISD","Spring 2016","7","15","1606","53","13","47","15","1611","47","7","53","15","3535","53","7","47","","","","","","","","","","",
"ANTON ISD","Spring 2016","8","8","1769","88","38","13","7","1750","86","29","14","","","","","","8","4162","75","50","25","8","3837","63","13","38",
"ANTON ISD","May 2016","5","6","1410","0","0","100","1","-","-","-","-","","","","","","","","","","","","","","","",
"ANTON ISD","May 2016","8","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","",""
