"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"DILLEY ISD","Spring 2016","7","63","1596","59","11","41","63","1583","54","2","46","64","3644","59","0","41","","","","","","","","","","",
"DILLEY ISD","Spring 2016","8","67","1653","81","7","19","55","1564","35","0","65","","","","","","68","3606","50","7","50","68","3368","29","3","71",
"DILLEY ISD","May 2016","5","27","1390","19","0","81","38","1446","29","0","71","","","","","","","","","","","","","","","",
"DILLEY ISD","May 2016","8","14","1544","29","0","71","36","1556","31","0","69","","","","","","","","","","","","","","","",
"DIME BOX ISD","Spring 2016","3","10","1409","70","10","30","10","1362","40","0","60","","","","","","","","","","","","","","","",
"DIME BOX ISD","Spring 2016","4","9","1390","44","0","56","7","1398","0","0","100","8","3191","25","0","75","","","","","","","","","","",
"DIME BOX ISD","Spring 2016","5","10","1461","30","10","70","8","1543","25","13","75","","","","","","10","3364","50","0","50","","","","","",
"DIME BOX ISD","Spring 2016","6","11","1496","55","0","45","9","1551","44","0","56","","","","","","","","","","","","","","","",
"DIME BOX ISD","Spring 2016","7","10","1623","70","10","30","10","1619","60","20","40","10","3458","20","0","80","","","","","","","","","","",
"DIME BOX ISD","Spring 2016","8","12","1639","67","8","33","12","1663","50","8","50","","","","","","12","3562","50","0","50","12","3467","42","0","58",
"DIME BOX ISD","May 2016","5","7","1382","14","0","86","6","1476","33","0","67","","","","","","","","","","","","","","","",
"DIME BOX ISD","May 2016","8","4","-","-","-","-","5","1602","60","0","40","","","","","","","","","","","","","","","",
"DIMMITT ISD","Spring 2016","3","93","1386","60","12","40","93","1425","68","13","32","","","","","","","","","","","","","","","",
"DIMMITT ISD","Spring 2016","4","72","1475","65","14","35","72","1511","65","14","35","72","3603","63","3","38","","","","","","","","","","",
"DIMMITT ISD","Spring 2016","5","84","1502","62","8","38","85","1516","59","4","41","","","","","","85","3687","69","4","31","","","","","",
"DIMMITT ISD","Spring 2016","6","91","1525","51","7","49","91","1542","49","1","51","","","","","","","","","","","","","","","",
"DIMMITT ISD","Spring 2016","7","84","1583","56","5","44","83","1570","48","1","52","83","3595","55","1","45","","","","","","","","","","",
"DIMMITT ISD","Spring 2016","8","86","1626","70","7","30","69","1593","42","0","58","","","","","","84","3464","44","2","56","84","3446","37","2","63",
"DIMMITT ISD","May 2016","5","33","1413","27","0","73","23","1451","22","0","78","","","","","","","","","","","","","","","",
"DIMMITT ISD","May 2016","8","24","1564","46","0","54","38","1575","37","0","63","","","","","","","","","","","","","","","",
"DIVIDE ISD","Spring 2016","3","2","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"DIVIDE ISD","Spring 2016","4","2","-","-","-","-","2","-","-","-","-","2","-","-","-","-","","","","","","","","","","",
"DIVIDE ISD","Spring 2016","5","2","-","-","-","-","2","-","-","-","-","","","","","","1","-","-","-","-","","","","","",
"DIVIDE ISD","Spring 2016","6","2","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"DODD CITY ISD","Spring 2016","3","25","1455","80","24","20","26","1520","81","42","19","","","","","","","","","","","","","","","",
"DODD CITY ISD","Spring 2016","4","33","1534","82","27","18","33","1600","91","24","9","33","3892","82","9","18","","","","","","","","","","",
"DODD CITY ISD","Spring 2016","5","36","1559","92","6","8","36","1608","94","11","6","","","","","","35","3770","71","11","29","","","","","",
"DODD CITY ISD","Spring 2016","6","32","1615","69","22","31","32","1620","81","9","19","","","","","","","","","","","","","","","",
"DODD CITY ISD","Spring 2016","7","26","1677","81","31","19","26","1671","81","12","19","26","4144","88","12","12","","","","","","","","","","",
"DODD CITY ISD","Spring 2016","8","30","1711","90","23","10","30","1768","87","30","13","","","","","","30","4041","97","20","3","30","3874","77","23","23",
"DODD CITY ISD","May 2016","5","3","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"DODD CITY ISD","May 2016","8","3","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"DONNA ISD","Spring 2016","3","1039","1359","52","9","48","1085","1404","62","7","38","","","","","","","","","","","","","","","",
"DONNA ISD","Spring 2016","4","974","1463","60","10","40","1017","1519","66","12","34","1065","3658","60","7","40","","","","","","","","","","",
"DONNA ISD","Spring 2016","5","1111","1489","56","10","44","1146","1561","69","10","31","","","","","","1082","3707","66","5","34","","","","","",
"DONNA ISD","Spring 2016","6","1045","1522","49","7","51","1023","1581","63","7","37","","","","","","","","","","","","","","","",
"DONNA ISD","Spring 2016","7","1044","1570","52","7","48","1013","1607","59","6","41","1055","3683","59","7","41","","","","","","","","","","",
"DONNA ISD","Spring 2016","8","1071","1631","67","10","33","928","1643","68","2","32","","","","","","1019","3836","72","13","28","1017","3756","66","16","34",
"DONNA ISD","May 2016","5","486","1396","21","0","79","359","1485","49","0","51","","","","","","","","","","","","","","","",
"DONNA ISD","May 2016","8","350","1537","28","0","72","291","1580","44","0","56","","","","","","","","","","","","","","","",
"DOSS CONSOLIDATED CSD","Spring 2016","3","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"DOSS CONSOLIDATED CSD","Spring 2016","4","1","-","-","-","-","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","",
"DOSS CONSOLIDATED CSD","Spring 2016","6","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"DOSS CONSOLIDATED CSD","Spring 2016","7","1","-","-","-","-","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","",
"DOUGLASS ISD","Spring 2016","3","42","1447","71","26","29","42","1447","79","17","21","","","","","","","","","","","","","","","",
"DOUGLASS ISD","Spring 2016","4","42","1545","86","19","14","43","1567","81","23","19","42","3964","74","19","26","","","","","","","","","","",
"DOUGLASS ISD","Spring 2016","5","32","1567","78","28","22","32","1564","78","9","22","","","","","","32","3643","59","6","41","","","","","",
"DOUGLASS ISD","Spring 2016","6","38","1650","89","29","11","38","1684","92","24","8","","","","","","","","","","","","","","","",
"DOUGLASS ISD","Spring 2016","7","34","1682","76","29","24","33","1694","82","12","18","35","4096","69","29","31","","","","","","","","","","",
"DOUGLASS ISD","Spring 2016","8","36","1720","97","33","3","23","1608","61","0","39","","","","","","36","3993","86","19","14","36","3704","64","11","36",
"DOUGLASS ISD","May 2016","5","7","1395","14","0","86","7","1464","43","0","57","","","","","","","","","","","","","","","",
"DOUGLASS ISD","May 2016","8","1","-","-","-","-","9","1581","22","0","78","","","","","","","","","","","","","","","",
"DR M L GARZA-GONZALEZ CHARTER SC","Spring 2016","3","16","1292","31","0","69","16","1318","31","0","69","","","","","","","","","","","","","","","",
"DR M L GARZA-GONZALEZ CHARTER SC","Spring 2016","4","16","1452","56","6","44","16","1486","50","13","50","16","3593","44","6","56","","","","","","","","","","",
"DR M L GARZA-GONZALEZ CHARTER SC","Spring 2016","5","6","1498","67","17","33","6","1478","33","17","67","","","","","","6","3461","33","0","67","","","","","",
"DR M L GARZA-GONZALEZ CHARTER SC","Spring 2016","6","16","1529","56","6","44","16","1505","38","0","63","","","","","","","","","","","","","","","",
"DR M L GARZA-GONZALEZ CHARTER SC","Spring 2016","7","12","1606","58","8","42","12","1534","25","0","75","13","3601","62","0","38","","","","","","","","","","",
"DR M L GARZA-GONZALEZ CHARTER SC","Spring 2016","8","13","1629","77","8","23","13","1561","31","0","69","","","","","","11","3952","91","0","9","11","3504","55","0","45",
"DR M L GARZA-GONZALEZ CHARTER SC","May 2016","5","2","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"DR M L GARZA-GONZALEZ CHARTER SC","May 2016","8","1","-","-","-","-","7","1598","43","0","57","","","","","","","","","","","","","","","",
"DRAW ACADEMY (101856)","Spring 2016","3","60","1327","40","2","60","60","1362","47","3","53","","","","","","","","","","","","","","","",
"DRAW ACADEMY (101856)","Spring 2016","4","32","1412","41","3","59","32","1415","22","0","78","32","3259","19","0","81","","","","","","","","","","",
"DRAW ACADEMY (101856)","Spring 2016","5","34","1489","59","6","41","35","1511","49","3","51","","","","","","35","3695","60","9","40","","","","","",
"DRAW ACADEMY (101856)","Spring 2016","6","37","1510","54","5","46","31","1549","61","0","39","","","","","","","","","","","","","","","",
"DRAW ACADEMY (101856)","Spring 2016","7","28","1541","43","11","57","20","1576","50","0","50","28","3404","32","0","68","","","","","","","","","","",
"DRAW ACADEMY (101856)","Spring 2016","8","23","1640","70","4","30","22","1677","77","9","23","","","","","","22","3704","68","5","32","22","3610","59","9","41",
"DRAW ACADEMY (101856)","May 2016","5","14","1427","43","0","57","18","1476","50","0","50","","","","","","","","","","","","","","","",
"DRAW ACADEMY (101856)","May 2016","8","7","1538","29","0","71","5","1566","20","0","80","","","","","","","","","","","","","","","",
"DRIPPING SPRINGS ISD","Spring 2016","3","420","1511","91","43","9","400","1516","91","26","10","","","","","","","","","","","","","","","",
"DRIPPING SPRINGS ISD","Spring 2016","4","401","1571","90","32","10","415","1606","88","29","12","406","4066","84","20","16","","","","","","","","","","",
"DRIPPING SPRINGS ISD","Spring 2016","5","448","1654","92","49","8","451","1665","90","36","10","","","","","","452","4011","87","17","13","","","","","",
"DRIPPING SPRINGS ISD","Spring 2016","6","414","1683","93","41","7","370","1716","94","34","6","","","","","","","","","","","","","","","",
"DRIPPING SPRINGS ISD","Spring 2016","7","406","1708","90","39","10","406","1756","93","38","7","405","4159","85","25","15","","","","","","","","","","",
"DRIPPING SPRINGS ISD","Spring 2016","8","390","1759","96","38","4","379","1805","97","38","3","","","","","","389","4346","94","44","6","388","3990","84","27","16",
"DRIPPING SPRINGS ISD","May 2016","5","31","1466","45","3","55","40","1493","45","5","55","","","","","","","","","","","","","","","",
"DRIPPING SPRINGS ISD","May 2016","8","18","1632","78","6","22","13","1602","31","0","69","","","","","","","","","","","","","","","",
"DRISCOLL ISD","Spring 2016","3","26","1484","81","35","19","26","1467","81","15","19","","","","","","","","","","","","","","","",
"DRISCOLL ISD","Spring 2016","4","29","1547","93","28","7","29","1578","90","21","10","29","3844","76","3","24","","","","","","","","","","",
"DRISCOLL ISD","Spring 2016","5","26","1600","81","38","19","26","1623","85","19","15","","","","","","26","3966","85","15","15","","","","","",
"DRISCOLL ISD","Spring 2016","6","24","1573","83","4","17","26","1609","81","4","19","","","","","","","","","","","","","","","",
"DRISCOLL ISD","Spring 2016","7","29","1685","97","28","3","27","1741","89","33","11","28","3998","89","11","11","","","","","","","","","","",
"DRISCOLL ISD","Spring 2016","8","15","1732","93","13","7","7","1701","100","0","0","","","","","","15","4530","100","40","0","15","4079","87","27","13",
"DRISCOLL ISD","May 2016","5","5","1490","60","0","40","4","-","-","-","-","","","","","","","","","","","","","","","",
"DRISCOLL ISD","May 2016","8","1","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"DUBLIN ISD","Spring 2016","3","91","1450","86","22","14","91","1562","97","38","3","","","","","","","","","","","","","","","",
"DUBLIN ISD","Spring 2016","4","86","1516","79","17","21","87","1593","92","23","8","89","3768","67","11","33","","","","","","","","","","",
"DUBLIN ISD","Spring 2016","5","73","1570","81","26","19","74","1651","92","27","8","","","","","","72","3813","78","4","22","","","","","",
"DUBLIN ISD","Spring 2016","6","77","1594","69","21","31","78","1689","85","24","15","","","","","","","","","","","","","","","",
"DUBLIN ISD","Spring 2016","7","79","1611","62","15","38","79","1667","68","19","32","79","3864","68","13","32","","","","","","","","","","",
"DUBLIN ISD","Spring 2016","8","86","1656","74","9","26","74","1639","64","5","36","","","","","","87","3812","68","14","32","87","3531","54","3","46",
"DUBLIN ISD","May 2016","5","13","1435","31","0","69","11","1509","55","0","45","","","","","","","","","","","","","","","",
"DUBLIN ISD","May 2016","8","23","1549","17","0","83","28","1572","36","0","64","","","","","","","","","","","","","","","",
"DUMAS ISD","Spring 2016","3","342","1402","67","14","33","328","1437","70","12","30","","","","","","","","","","","","","","","",
"DUMAS ISD","Spring 2016","4","325","1486","69","12","31","313","1531","75","13","25","322","3694","62","8","38","","","","","","","","","","",
"DUMAS ISD","Spring 2016","5","346","1510","64","13","36","331","1576","76","9","24","","","","","","332","3797","73","9","27","","","","","",
"DUMAS ISD","Spring 2016","6","322","1568","65","14","35","314","1641","80","16","20","","","","","","","","","","","","","","","",
"DUMAS ISD","Spring 2016","7","318","1586","58","12","42","307","1643","67","13","33","313","3635","56","4","44","","","","","","","","","","",
"DUMAS ISD","Spring 2016","8","316","1648","77","10","23","244","1627","64","1","36","","","","","","307","3799","70","11","30","306","3601","56","6","44",
"DUMAS ISD","May 2016","5","125","1412","27","0","73","81","1486","48","0","52","","","","","","","","","","","","","","","",
"DUMAS ISD","May 2016","8","78","1529","26","0","74","94","1583","46","0","54","","","","","","","","","","","","","","","",
"DUNCANVILLE ISD (057907)","Spring 2016","3","754","1418","69","19","31","757","1457","75","18","25","","","","","","","","","","","","","","","",
"DUNCANVILLE ISD (057907)","Spring 2016","4","907","1490","72","12","28","914","1519","67","13","33","906","3640","59","7","41","","","","","","","","","","",
"DUNCANVILLE ISD (057907)","Spring 2016","5","910","1512","64","13","36","906","1543","63","9","37","","","","","","912","3624","59","4","41","","","","","",
"DUNCANVILLE ISD (057907)","Spring 2016","6","839","1557","63","10","37","822","1586","64","7","36","","","","","","","","","","","","","","","",
"DUNCANVILLE ISD (057907)","Spring 2016","7","933","1610","66","11","34","915","1635","65","14","35","929","3707","62","5","38","","","","","","","","","","",
"DUNCANVILLE ISD (057907)","Spring 2016","8","983","1656","77","13","23","796","1620","58","1","42","","","","","","984","3709","62","10","38","979","3611","52","10","48",
"DUNCANVILLE ISD (057907)","May 2016","5","333","1416","29","0","71","336","1469","39","0","61","","","","","","","","","","","","","","","",
"DUNCANVILLE ISD (057907)","May 2016","8","246","1555","37","1","63","354","1577","41","0","59","","","","","","","","","","","","","","","",
"EAGLE MT-SAGINAW ISD","Spring 2016","3","1446","1453","79","26","21","1490","1468","80","19","20","","","","","","","","","","","","","","","",
"EAGLE MT-SAGINAW ISD","Spring 2016","4","1406","1511","77","17","23","1403","1542","73","19","27","1405","3761","65","11","35","","","","","","","","","","",
"EAGLE MT-SAGINAW ISD","Spring 2016","5","1410","1571","79","26","21","1412","1603","77","19","23","","","","","","1409","3839","76","11","24","","","","","",
"EAGLE MT-SAGINAW ISD","Spring 2016","6","1388","1615","81","23","19","1379","1635","77","15","23","","","","","","","","","","","","","","","",
"EAGLE MT-SAGINAW ISD","Spring 2016","7","1452","1654","77","22","23","1433","1666","75","17","25","1459","3959","79","14","21","","","","","","","","","","",
"EAGLE MT-SAGINAW ISD","Spring 2016","8","1407","1699","88","22","12","1073","1667","76","5","24","","","","","","1396","3964","79","20","21","1393","3868","73","23","27",
"EAGLE MT-SAGINAW ISD","May 2016","5","300","1418","34","1","66","324","1476","41","0","59","","","","","","","","","","","","","","","",
"EAGLE MT-SAGINAW ISD","May 2016","8","164","1564","44","1","56","265","1568","40","0","60","","","","","","","","","","","","","","","",
"EAGLE PASS ISD","Spring 2016","3","1005","1419","68","18","32","1024","1454","77","14","23","","","","","","","","","","","","","","","",
"EAGLE PASS ISD","Spring 2016","4","959","1519","80","19","20","970","1569","81","21","19","959","3893","74","14","26","","","","","","","","","","",
"EAGLE PASS ISD","Spring 2016","5","986","1556","75","22","25","1014","1621","86","19","14","","","","","","1006","3838","81","8","19","","","","","",
"EAGLE PASS ISD","Spring 2016","6","1019","1595","73","16","27","1016","1662","81","23","19","","","","","","","","","","","","","","","",
"EAGLE PASS ISD","Spring 2016","7","1047","1615","66","14","34","1002","1649","70","14","30","1063","3724","63","8","37","","","","","","","","","","",
"EAGLE PASS ISD","Spring 2016","8","1158","1669","81","14","19","1102","1674","75","10","25","","","","","","1091","3948","81","18","19","1093","3805","69","18","31",
"EAGLE PASS ISD","May 2016","5","249","1434","37","1","63","139","1480","47","1","53","","","","","","","","","","","","","","","",
"EAGLE PASS ISD","May 2016","8","230","1541","32","0","68","285","1595","52","0","48","","","","","","","","","","","","","","","",
"EANES ISD","Spring 2016","3","600","1554","96","56","4","601","1564","94","43","6","","","","","","","","","","","","","","","",
"EANES ISD","Spring 2016","4","593","1619","96","49","4","589","1662","94","50","6","585","4272","91","32","9","","","","","","","","","","",
"EANES ISD","Spring 2016","5","618","1680","95","56","5","610","1723","96","49","4","","","","","","617","4111","94","23","6","","","","","",
"EANES ISD","Spring 2016","6","658","1709","96","48","4","201","1638","87","8","13","","","","","","","","","","","","","","","",
"EANES ISD","Spring 2016","7","633","1761","95","57","5","591","1780","99","42","1","627","4533","96","49","4","","","","","","","","","","",
"EANES ISD","Spring 2016","8","658","1795","98","54","2","613","1827","97","42","3","","","","","","656","4451","97","49","3","646","4336","95","55","5",
"EANES ISD","May 2016","5","18","1536","61","17","39","15","1573","87","7","13","","","","","","","","","","","","","","","",
"EANES ISD","May 2016","8","8","1629","63","0","38","16","1643","81","6","19","","","","","","","","","","","","","","",""
