"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"TOMBALL ISD","Spring 2016","7","1015","1707","89","37","11","977","1761","94","41","6","1022","4154","87","25","13","","","","","","","","","","",
"TOMBALL ISD","Spring 2016","8","1011","1729","93","29","7","773","1730","90","14","10","","","","","","946","4126","91","28","9","988","3998","84","27","16",
"TOMBALL ISD","May 2016","5","91","1454","44","2","56","66","1505","61","2","39","","","","","","","","","","","","","","","",
"TOMBALL ISD","May 2016","8","73","1583","47","3","53","77","1619","66","1","34","","","","","","","","","","","","","","","",
"TORNILLO ISD","Spring 2016","3","80","1332","46","4","54","80","1396","61","3","39","","","","","","","","","","","","","","","",
"TORNILLO ISD","Spring 2016","4","87","1470","62","7","38","88","1497","60","9","40","88","3723","74","3","26","","","","","","","","","","",
"TORNILLO ISD","Spring 2016","5","83","1511","67","11","33","83","1563","78","10","22","","","","","","82","3766","76","6","24","","","","","",
"TORNILLO ISD","Spring 2016","6","90","1536","58","6","42","90","1585","64","6","36","","","","","","","","","","","","","","","",
"TORNILLO ISD","Spring 2016","7","88","1583","51","9","49","86","1601","55","6","45","88","3747","63","11","38","","","","","","","","","","",
"TORNILLO ISD","Spring 2016","8","110","1613","65","7","35","103","1626","60","0","40","","","","","","101","3575","59","0","41","100","3440","39","1","61",
"TORNILLO ISD","May 2016","5","26","1390","8","0","92","17","1457","24","0","76","","","","","","","","","","","","","","","",
"TORNILLO ISD","May 2016","8","38","1545","34","0","66","42","1599","55","0","45","","","","","","","","","","","","","","","",
"TREETOPS SCHOOL INTERNATIONAL (220801)","Spring 2016","3","31","1501","100","42","0","31","1507","97","19","3","","","","","","","","","","","","","","","",
"TREETOPS SCHOOL INTERNATIONAL (220801)","Spring 2016","4","38","1519","76","18","24","38","1554","76","13","24","38","3804","63","11","37","","","","","","","","","","",
"TREETOPS SCHOOL INTERNATIONAL (220801)","Spring 2016","5","31","1542","68","32","32","31","1552","58","23","42","","","","","","31","3854","77","23","23","","","","","",
"TREETOPS SCHOOL INTERNATIONAL (220801)","Spring 2016","6","44","1614","84","18","16","44","1613","77","2","23","","","","","","","","","","","","","","","",
"TREETOPS SCHOOL INTERNATIONAL (220801)","Spring 2016","7","30","1664","90","23","10","30","1678","87","13","13","29","3939","83","3","17","","","","","","","","","","",
"TREETOPS SCHOOL INTERNATIONAL (220801)","Spring 2016","8","22","1740","95","36","5","22","1741","100","14","0","","","","","","22","4046","95","14","5","22","3866","77","14","23",
"TREETOPS SCHOOL INTERNATIONAL (220801)","May 2016","5","10","1386","30","0","70","13","1452","31","0","69","","","","","","","","","","","","","","","",
"TREETOPS SCHOOL INTERNATIONAL (220801)","May 2016","8","1","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"TRENT ISD","Spring 2016","3","11","1381","64","0","36","11","1359","36","0","64","","","","","","","","","","","","","","","",
"TRENT ISD","Spring 2016","4","16","1481","69","13","31","16","1483","63","13","38","16","3981","81","19","19","","","","","","","","","","",
"TRENT ISD","Spring 2016","5","14","1585","86","21","14","14","1557","71","7","29","","","","","","14","3732","64","14","36","","","","","",
"TRENT ISD","Spring 2016","6","14","1601","79","21","21","14","1578","50","7","50","","","","","","","","","","","","","","","",
"TRENT ISD","Spring 2016","7","20","1638","80","10","20","20","1625","65","10","35","20","3709","70","0","30","","","","","","","","","","",
"TRENT ISD","Spring 2016","8","6","1715","100","17","0","6","1651","67","0","33","","","","","","6","4187","100","50","0","6","3864","83","17","17",
"TRENT ISD","May 2016","5","2","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"TRENT ISD","May 2016","8","","","","","","2","-","-","-","-","","","","","","","","","","","","","","","",
"TRENTON ISD","Spring 2016","3","41","1460","85","22","15","41","1493","93","15","7","","","","","","","","","","","","","","","",
"TRENTON ISD","Spring 2016","4","36","1524","81","19","19","36","1603","89","31","11","37","3915","78","11","22","","","","","","","","","","",
"TRENTON ISD","Spring 2016","5","34","1562","79","24","21","34","1520","59","0","41","","","","","","34","3553","56","0","44","","","","","",
"TRENTON ISD","Spring 2016","6","52","1601","77","10","23","52","1591","63","8","37","","","","","","","","","","","","","","","",
"TRENTON ISD","Spring 2016","7","34","1661","82","15","18","34","1650","82","12","18","33","3905","79","6","21","","","","","","","","","","",
"TRENTON ISD","Spring 2016","8","36","1668","86","11","14","36","1613","67","3","33","","","","","","35","3566","49","0","51","35","3606","54","11","46",
"TRENTON ISD","May 2016","5","6","1485","67","0","33","14","1439","21","0","79","","","","","","","","","","","","","","","",
"TRENTON ISD","May 2016","8","4","-","-","-","-","11","1543","27","0","73","","","","","","","","","","","","","","","",
"TRINIDAD ISD","Spring 2016","3","6","1428","83","33","17","6","1346","33","0","67","","","","","","","","","","","","","","","",
"TRINIDAD ISD","Spring 2016","4","12","1435","67","0","33","12","1387","17","0","83","12","3398","42","0","58","","","","","","","","","","",
"TRINIDAD ISD","Spring 2016","5","9","1632","89","56","11","9","1744","100","67","0","","","","","","9","4441","100","78","0","","","","","",
"TRINIDAD ISD","Spring 2016","6","11","1609","82","27","18","10","1696","90","40","10","","","","","","","","","","","","","","","",
"TRINIDAD ISD","Spring 2016","7","8","1657","75","25","25","8","1629","50","25","50","8","3834","75","0","25","","","","","","","","","","",
"TRINIDAD ISD","Spring 2016","8","12","1655","83","0","17","13","1598","69","0","31","","","","","","13","3587","54","8","46","13","3382","31","0","69",
"TRINIDAD ISD","May 2016","5","1","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"TRINIDAD ISD","May 2016","8","2","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"TRINITY BASIN PREPARATORY (057813)","Spring 2016","3","187","1373","58","11","42","189","1407","62","7","38","","","","","","","","","","","","","","","",
"TRINITY BASIN PREPARATORY (057813)","Spring 2016","4","176","1465","66","7","34","177","1495","59","8","41","181","3627","55","7","45","","","","","","","","","","",
"TRINITY BASIN PREPARATORY (057813)","Spring 2016","5","170","1505","63","11","37","168","1558","66","12","34","","","","","","171","3740","73","6","27","","","","","",
"TRINITY BASIN PREPARATORY (057813)","Spring 2016","6","222","1554","59","9","41","222","1616","73","10","27","","","","","","","","","","","","","","","",
"TRINITY BASIN PREPARATORY (057813)","Spring 2016","7","128","1607","61","9","39","128","1665","70","16","30","123","3752","66","7","34","","","","","","","","","","",
"TRINITY BASIN PREPARATORY (057813)","Spring 2016","8","113","1659","84","7","16","73","1668","79","1","21","","","","","","106","3978","81","20","19","106","3747","63","13","37",
"TRINITY BASIN PREPARATORY (057813)","May 2016","5","66","1424","35","0","65","59","1469","39","0","61","","","","","","","","","","","","","","","",
"TRINITY BASIN PREPARATORY (057813)","May 2016","8","18","1554","39","0","61","14","1584","36","0","64","","","","","","","","","","","","","","","",
"TRINITY CHARTER SCHOOL (046802)","Spring 2016","3","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"TRINITY CHARTER SCHOOL (046802)","Spring 2016","4","4","-","-","-","-","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","",
"TRINITY CHARTER SCHOOL (046802)","Spring 2016","5","8","1328","0","0","100","9","1398","0","0","100","","","","","","11","3217","27","0","73","","","","","",
"TRINITY CHARTER SCHOOL (046802)","Spring 2016","6","24","1468","33","0","67","24","1498","21","0","79","","","","","","","","","","","","","","","",
"TRINITY CHARTER SCHOOL (046802)","Spring 2016","7","52","1505","27","0","73","50","1506","20","0","80","52","3332","27","0","73","","","","","","","","","","",
"TRINITY CHARTER SCHOOL (046802)","Spring 2016","8","60","1624","67","3","33","62","1553","27","0","73","","","","","","65","3550","51","11","49","67","3344","28","1","72",
"TRINITY CHARTER SCHOOL (046802)","May 2016","5","11","1301","0","0","100","11","1371","9","0","91","","","","","","","","","","","","","","","",
"TRINITY CHARTER SCHOOL (046802)","May 2016","8","23","1542","22","0","78","46","1542","17","0","83","","","","","","","","","","","","","","","",
"TRINITY ENVIRONMENTAL ACADEMY (057849)","Spring 2016","6","71","1505","46","3","54","71","1504","30","0","70","","","","","","","","","","","","","","","",
"TRINITY ISD","Spring 2016","3","82","1351","50","6","50","75","1363","47","7","53","","","","","","","","","","","","","","","",
"TRINITY ISD","Spring 2016","4","97","1446","59","7","41","96","1429","32","3","68","100","3528","51","3","49","","","","","","","","","","",
"TRINITY ISD","Spring 2016","5","85","1497","56","14","44","85","1498","44","7","56","","","","","","84","3451","37","2","63","","","","","",
"TRINITY ISD","Spring 2016","6","79","1532","56","6","44","78","1545","54","4","46","","","","","","","","","","","","","","","",
"TRINITY ISD","Spring 2016","7","91","1585","56","14","44","89","1604","52","11","48","91","3458","42","0","58","","","","","","","","","","",
"TRINITY ISD","Spring 2016","8","83","1642","70","12","30","60","1646","77","0","23","","","","","","80","3659","60","3","40","79","3518","43","4","57",
"TRINITY ISD","May 2016","5","39","1411","28","0","72","49","1447","20","0","80","","","","","","","","","","","","","","","",
"TRINITY ISD","May 2016","8","26","1564","46","0","54","14","1562","43","0","57","","","","","","","","","","","","","","","",
"TROUP ISD","Spring 2016","3","78","1451","83","21","17","76","1476","76","21","24","","","","","","","","","","","","","","","",
"TROUP ISD","Spring 2016","4","82","1567","91","29","9","81","1601","89","33","11","82","4060","89","21","11","","","","","","","","","","",
"TROUP ISD","Spring 2016","5","67","1599","82","30","18","68","1624","84","22","16","","","","","","71","4062","83","25","17","","","","","",
"TROUP ISD","Spring 2016","6","82","1632","82","24","18","82","1635","78","10","22","","","","","","","","","","","","","","","",
"TROUP ISD","Spring 2016","7","81","1655","79","17","21","83","1673","83","14","17","85","3804","76","7","24","","","","","","","","","","",
"TROUP ISD","Spring 2016","8","80","1682","81","18","19","80","1699","85","8","15","","","","","","79","4039","85","28","15","79","3876","73","20","27",
"TROUP ISD","May 2016","5","15","1477","47","7","53","13","1511","62","8","38","","","","","","","","","","","","","","","",
"TROUP ISD","May 2016","8","16","1604","69","0","31","14","1606","71","0","29","","","","","","","","","","","","","","","",
"TROY ISD","Spring 2016","3","104","1407","68","13","32","104","1433","68","12","32","","","","","","","","","","","","","","","",
"TROY ISD","Spring 2016","4","111","1494","70","14","30","111","1486","55","11","45","111","3741","60","10","40","","","","","","","","","","",
"TROY ISD","Spring 2016","5","112","1572","78","25","22","112","1640","86","30","14","","","","","","112","3824","71","12","29","","","","","",
"TROY ISD","Spring 2016","6","107","1573","64","15","36","108","1581","62","6","38","","","","","","","","","","","","","","","",
"TROY ISD","Spring 2016","7","107","1622","65","17","35","106","1630","68","8","32","105","3821","70","11","30","","","","","","","","","","",
"TROY ISD","Spring 2016","8","106","1702","92","19","8","78","1650","78","1","22","","","","","","105","4049","86","25","14","105","3820","70","15","30",
"TROY ISD","May 2016","5","26","1393","15","0","85","17","1468","41","0","59","","","","","","","","","","","","","","","",
"TROY ISD","May 2016","8","8","1574","38","0","63","16","1595","44","0","56","","","","","","","","","","","","","","","",
"TULIA ISD","Spring 2016","3","75","1369","56","7","44","77","1391","62","5","38","","","","","","","","","","","","","","","",
"TULIA ISD","Spring 2016","4","68","1495","79","12","21","68","1460","44","6","56","68","3723","74","7","26","","","","","","","","","","",
"TULIA ISD","Spring 2016","5","87","1527","80","13","20","85","1607","92","9","8","","","","","","87","3820","78","7","22","","","","","",
"TULIA ISD","Spring 2016","6","71","1561","66","11","34","71","1584","72","3","28","","","","","","","","","","","","","","","",
"TULIA ISD","Spring 2016","7","56","1677","82","23","18","56","1633","66","9","34","57","3968","81","14","19","","","","","","","","","","",
"TULIA ISD","Spring 2016","8","62","1669","85","8","15","58","1661","79","2","21","","","","","","60","3894","82","8","18","60","3694","62","10","38",
"TULIA ISD","May 2016","5","19","1446","32","5","68","9","1590","100","11","0","","","","","","","","","","","","","","","",
"TULIA ISD","May 2016","8","9","1570","67","0","33","11","1567","27","0","73","","","","","","","","","","","","","","","",
"TULOSO-MIDWAY ISD","Spring 2016","3","279","1432","75","18","25","280","1423","72","8","28","","","","","","","","","","","","","","","",
"TULOSO-MIDWAY ISD","Spring 2016","4","270","1540","85","21","15","271","1571","85","23","15","271","3873","73","15","27","","","","","","","","","","",
"TULOSO-MIDWAY ISD","Spring 2016","5","288","1558","74","22","26","290","1599","82","16","18","","","","","","292","3880","79","12","21","","","","","",
"TULOSO-MIDWAY ISD","Spring 2016","6","269","1566","67","12","33","267","1582","61","7","39","","","","","","","","","","","","","","","",
"TULOSO-MIDWAY ISD","Spring 2016","7","286","1639","72","20","28","283","1657","69","16","31","286","3823","75","9","25","","","","","","","","","","",
"TULOSO-MIDWAY ISD","Spring 2016","8","287","1666","82","13","18","254","1643","69","3","31","","","","","","282","3982","82","19","18","281","3714","65","12","35",
"TULOSO-MIDWAY ISD","May 2016","5","77","1428","32","3","68","54","1442","19","0","81","","","","","","","","","","","","","","","",
"TULOSO-MIDWAY ISD","May 2016","8","57","1542","37","0","63","79","1567","37","0","63","","","","","","","","","","","","","","","",
"TURKEY-QUITAQUE ISD","Spring 2016","3","11","1439","64","27","36","11","1478","73","27","27","","","","","","","","","","","","","","","",
"TURKEY-QUITAQUE ISD","Spring 2016","4","19","1517","79","21","21","19","1598","74","32","26","20","3924","65","25","35","","","","","","","","","","",
"TURKEY-QUITAQUE ISD","Spring 2016","5","13","1547","85","8","15","13","1572","100","0","0","","","","","","13","3541","54","0","46","","","","","",
"TURKEY-QUITAQUE ISD","Spring 2016","6","16","1640","88","13","13","16","1671","88","25","13","","","","","","","","","","","","","","","",
"TURKEY-QUITAQUE ISD","Spring 2016","7","19","1629","74","11","26","18","1672","94","11","6","19","4046","84","11","16","","","","","","","","","","",
"TURKEY-QUITAQUE ISD","Spring 2016","8","14","1692","86","29","14","14","1713","64","29","36","","","","","","14","3964","79","36","21","14","3471","36","0","64",
"TURKEY-QUITAQUE ISD","May 2016","5","2","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"TURKEY-QUITAQUE ISD","May 2016","8","2","-","-","-","-","5","1638","60","0","40","","","","","","","","","","","","","","",""
