"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"PLEMONS-STINNETT-PHILLIPS CISD","Spring 2016","5","36","1568","94","17","6","37","1634","100","22","0","","","","","","37","3828","81","8","19","","","","","",
"PLEMONS-STINNETT-PHILLIPS CISD","Spring 2016","6","36","1609","78","22","22","36","1659","83","22","17","","","","","","","","","","","","","","","",
"PLEMONS-STINNETT-PHILLIPS CISD","Spring 2016","7","65","1654","78","22","22","66","1682","74","21","26","66","3991","80","18","20","","","","","","","","","","",
"PLEMONS-STINNETT-PHILLIPS CISD","Spring 2016","8","57","1680","89","12","11","50","1710","88","6","12","","","","","","61","3770","67","10","33","61","3551","46","7","54",
"PLEMONS-STINNETT-PHILLIPS CISD","May 2016","5","2","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"PLEMONS-STINNETT-PHILLIPS CISD","May 2016","8","8","1549","38","0","63","6","1625","83","0","17","","","","","","","","","","","","","","","",
"POINT ISABEL ISD","Spring 2016","3","171","1396","65","15","35","195","1461","77","17","23","","","","","","","","","","","","","","","",
"POINT ISABEL ISD","Spring 2016","4","177","1502","72","16","28","184","1548","71","18","29","172","3847","76","15","24","","","","","","","","","","",
"POINT ISABEL ISD","Spring 2016","5","161","1551","78","20","22","155","1613","87","15","13","","","","","","156","3803","77","8","23","","","","","",
"POINT ISABEL ISD","Spring 2016","6","163","1581","64","18","36","161","1599","67","11","33","","","","","","","","","","","","","","","",
"POINT ISABEL ISD","Spring 2016","7","179","1618","67","18","33","175","1609","59","8","41","177","3784","65","11","35","","","","","","","","","","",
"POINT ISABEL ISD","Spring 2016","8","183","1648","72","15","28","129","1566","37","0","63","","","","","","174","3761","60","16","40","174","3614","50","12","50",
"POINT ISABEL ISD","May 2016","5","37","1423","27","5","73","27","1489","41","7","59","","","","","","","","","","","","","","","",
"POINT ISABEL ISD","May 2016","8","51","1540","33","0","67","81","1553","27","0","73","","","","","","","","","","","","","","","",
"PONDER ISD","Spring 2016","3","75","1477","89","28","11","76","1514","88","20","12","","","","","","","","","","","","","","","",
"PONDER ISD","Spring 2016","4","103","1520","83","17","17","102","1597","88","32","12","103","3919","80","13","20","","","","","","","","","","",
"PONDER ISD","Spring 2016","5","76","1578","78","34","22","76","1595","72","16","28","","","","","","74","3761","68","7","32","","","","","",
"PONDER ISD","Spring 2016","6","90","1623","80","26","20","90","1680","87","22","13","","","","","","","","","","","","","","","",
"PONDER ISD","Spring 2016","7","74","1670","76","27","24","74","1701","82","23","18","75","4091","77","28","23","","","","","","","","","","",
"PONDER ISD","Spring 2016","8","93","1698","94","16","6","90","1793","94","28","6","","","","","","94","4077","85","22","15","93","4063","83","33","17",
"PONDER ISD","May 2016","5","16","1425","25","0","75","20","1497","50","0","50","","","","","","","","","","","","","","","",
"PONDER ISD","May 2016","8","6","1589","50","0","50","4","-","-","-","-","","","","","","","","","","","","","","","",
"POOLVILLE ISD","Spring 2016","3","29","1440","79","24","21","29","1452","76","21","24","","","","","","","","","","","","","","","",
"POOLVILLE ISD","Spring 2016","4","29","1529","86","21","14","29","1646","97","41","3","29","3961","90","14","10","","","","","","","","","","",
"POOLVILLE ISD","Spring 2016","5","34","1510","65","12","35","36","1586","92","3","8","","","","","","32","3636","66","0","34","","","","","",
"POOLVILLE ISD","Spring 2016","6","36","1588","67","6","33","36","1606","75","14","25","","","","","","","","","","","","","","","",
"POOLVILLE ISD","Spring 2016","7","41","1620","56","20","44","42","1690","81","29","19","39","3909","79","15","21","","","","","","","","","","",
"POOLVILLE ISD","Spring 2016","8","42","1689","88","21","12","42","1712","86","12","14","","","","","","42","4244","93","43","7","42","3876","81","19","19",
"POOLVILLE ISD","May 2016","5","12","1442","50","0","50","3","-","-","-","-","","","","","","","","","","","","","","","",
"POOLVILLE ISD","May 2016","8","4","-","-","-","-","6","1572","17","0","83","","","","","","","","","","","","","","","",
"PORT ARANSAS ISD","Spring 2016","3","35","1436","74","23","26","36","1470","83","17","17","","","","","","","","","","","","","","","",
"PORT ARANSAS ISD","Spring 2016","4","27","1579","89","41","11","27","1637","93","41","7","28","3963","75","21","25","","","","","","","","","","",
"PORT ARANSAS ISD","Spring 2016","5","43","1619","95","42","5","43","1650","86","28","14","","","","","","44","3953","86","14","14","","","","","",
"PORT ARANSAS ISD","Spring 2016","6","35","1703","97","46","3","35","1687","91","23","9","","","","","","","","","","","","","","","",
"PORT ARANSAS ISD","Spring 2016","7","41","1744","93","46","7","41","1717","93","29","7","41","4315","90","34","10","","","","","","","","","","",
"PORT ARANSAS ISD","Spring 2016","8","40","1744","93","33","8","23","1615","65","0","35","","","","","","40","3994","80","25","20","40","4004","83","28","18",
"PORT ARANSAS ISD","May 2016","5","3","-","-","-","-","7","1491","43","0","57","","","","","","","","","","","","","","","",
"PORT ARANSAS ISD","May 2016","8","5","1652","80","0","20","9","1632","100","0","0","","","","","","","","","","","","","","","",
"PORT ARTHUR ISD","Spring 2016","3","765","1370","58","10","42","752","1405","63","10","37","","","","","","","","","","","","","","","",
"PORT ARTHUR ISD","Spring 2016","4","650","1467","62","10","38","651","1480","51","7","49","650","3638","59","9","41","","","","","","","","","","",
"PORT ARTHUR ISD","Spring 2016","5","643","1489","55","11","45","641","1531","59","8","41","","","","","","649","3638","59","5","41","","","","","",
"PORT ARTHUR ISD","Spring 2016","6","481","1527","54","5","46","467","1583","63","7","37","","","","","","","","","","","","","","","",
"PORT ARTHUR ISD","Spring 2016","7","502","1576","51","9","49","479","1615","62","8","38","496","3572","52","3","48","","","","","","","","","","",
"PORT ARTHUR ISD","Spring 2016","8","525","1628","67","7","33","387","1615","61","1","39","","","","","","501","3740","68","9","32","501","3584","56","6","44",
"PORT ARTHUR ISD","May 2016","5","293","1413","31","1","69","274","1468","37","0","63","","","","","","","","","","","","","","","",
"PORT ARTHUR ISD","May 2016","8","170","1529","20","0","80","147","1580","39","0","61","","","","","","","","","","","","","","","",
"PORT NECHES-GROVES ISD","Spring 2016","3","425","1472","88","28","12","422","1494","85","22","15","","","","","","","","","","","","","","","",
"PORT NECHES-GROVES ISD","Spring 2016","4","380","1539","90","18","10","377","1591","85","28","15","374","4039","85","20","15","","","","","","","","","","",
"PORT NECHES-GROVES ISD","Spring 2016","5","378","1591","84","30","16","371","1616","82","18","18","","","","","","359","3994","88","16","12","","","","","",
"PORT NECHES-GROVES ISD","Spring 2016","6","352","1592","76","14","24","348","1629","80","12","20","","","","","","","","","","","","","","","",
"PORT NECHES-GROVES ISD","Spring 2016","7","347","1658","81","22","19","336","1674","81","15","19","356","3858","77","10","23","","","","","","","","","","",
"PORT NECHES-GROVES ISD","Spring 2016","8","377","1689","88","18","12","326","1667","83","2","17","","","","","","373","3894","77","14","23","373","3638","55","6","45",
"PORT NECHES-GROVES ISD","May 2016","5","44","1452","45","0","55","48","1508","58","0","42","","","","","","","","","","","","","","","",
"PORT NECHES-GROVES ISD","May 2016","8","37","1590","57","0","43","45","1588","51","0","49","","","","","","","","","","","","","","","",
"POST ISD","Spring 2016","3","73","1313","36","4","64","73","1367","48","1","52","","","","","","","","","","","","","","","",
"POST ISD","Spring 2016","4","51","1431","45","8","55","54","1467","44","4","56","55","3567","55","4","45","","","","","","","","","","",
"POST ISD","Spring 2016","5","40","1517","73","10","28","40","1590","90","8","10","","","","","","41","3682","66","5","34","","","","","",
"POST ISD","Spring 2016","6","56","1537","57","5","43","56","1530","48","4","52","","","","","","","","","","","","","","","",
"POST ISD","Spring 2016","7","72","1624","68","14","32","70","1575","47","3","53","70","3814","67","9","33","","","","","","","","","","",
"POST ISD","Spring 2016","8","41","1701","83","20","17","28","1664","75","0","25","","","","","","43","3724","63","12","37","43","3777","67","19","33",
"POST ISD","May 2016","5","11","1411","18","0","82","4","-","-","-","-","","","","","","","","","","","","","","","",
"POST ISD","May 2016","8","9","1589","67","0","33","9","1607","56","0","44","","","","","","","","","","","","","","","",
"POTEET ISD","Spring 2016","3","131","1375","53","9","47","134","1403","61","10","39","","","","","","","","","","","","","","","",
"POTEET ISD","Spring 2016","4","123","1486","68","12","32","127","1548","75","21","25","126","3726","60","14","40","","","","","","","","","","",
"POTEET ISD","Spring 2016","5","134","1498","57","12","43","135","1546","60","9","40","","","","","","135","3640","56","2","44","","","","","",
"POTEET ISD","Spring 2016","6","106","1563","60","15","40","105","1569","59","5","41","","","","","","","","","","","","","","","",
"POTEET ISD","Spring 2016","7","124","1621","65","17","35","126","1646","71","11","29","125","3828","73","8","27","","","","","","","","","","",
"POTEET ISD","Spring 2016","8","130","1642","69","7","31","103","1583","40","0","60","","","","","","128","3529","51","3","49","128","3462","41","3","59",
"POTEET ISD","May 2016","5","56","1391","21","0","79","51","1457","37","0","63","","","","","","","","","","","","","","","",
"POTEET ISD","May 2016","8","38","1546","18","0","82","60","1568","37","0","63","","","","","","","","","","","","","","","",
"POTH ISD","Spring 2016","3","67","1484","91","30","9","63","1477","76","17","24","","","","","","","","","","","","","","","",
"POTH ISD","Spring 2016","4","60","1549","95","27","5","60","1544","77","20","23","60","3983","87","15","13","","","","","","","","","","",
"POTH ISD","Spring 2016","5","53","1623","96","32","4","53","1671","98","26","2","","","","","","53","3936","91","15","9","","","","","",
"POTH ISD","Spring 2016","6","61","1645","85","30","15","60","1669","85","25","15","","","","","","","","","","","","","","","",
"POTH ISD","Spring 2016","7","48","1703","81","42","19","48","1759","90","35","10","48","4030","81","23","19","","","","","","","","","","",
"POTH ISD","Spring 2016","8","69","1750","91","39","9","50","1785","92","34","8","","","","","","68","4181","87","34","13","67","3977","84","34","16",
"POTH ISD","May 2016","5","2","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"POTH ISD","May 2016","8","6","1567","33","0","67","4","-","-","-","-","","","","","","","","","","","","","","","",
"POTTSBORO ISD","Spring 2016","3","99","1450","78","22","22","99","1456","76","15","24","","","","","","","","","","","","","","","",
"POTTSBORO ISD","Spring 2016","4","116","1534","84","21","16","116","1515","65","13","35","114","3930","77","18","23","","","","","","","","","","",
"POTTSBORO ISD","Spring 2016","5","109","1625","88","39","12","111","1608","86","14","14","","","","","","106","3877","82","9","18","","","","","",
"POTTSBORO ISD","Spring 2016","6","77","1659","86","34","14","79","1650","89","15","11","","","","","","","","","","","","","","","",
"POTTSBORO ISD","Spring 2016","7","90","1718","90","44","10","90","1715","97","17","3","89","3982","85","12","15","","","","","","","","","","",
"POTTSBORO ISD","Spring 2016","8","101","1722","92","24","8","82","1690","89","4","11","","","","","","102","4159","91","27","9","102","3807","74","17","26",
"POTTSBORO ISD","May 2016","5","14","1435","43","0","57","14","1527","64","0","36","","","","","","","","","","","","","","","",
"POTTSBORO ISD","May 2016","8","9","1612","44","11","56","9","1615","56","0","44","","","","","","","","","","","","","","","",
"PRAIRIE LEA ISD","Spring 2016","3","15","1363","53","13","47","15","1325","40","0","60","","","","","","","","","","","","","","","",
"PRAIRIE LEA ISD","Spring 2016","4","13","1410","46","0","54","13","1428","46","0","54","13","3288","23","0","77","","","","","","","","","","",
"PRAIRIE LEA ISD","Spring 2016","5","11","1541","73","18","27","11","1453","36","0","64","","","","","","11","3378","45","0","55","","","","","",
"PRAIRIE LEA ISD","Spring 2016","6","14","1591","64","14","36","14","1570","71","0","29","","","","","","","","","","","","","","","",
"PRAIRIE LEA ISD","Spring 2016","7","11","1611","64","9","36","11","1553","45","0","55","11","3595","64","0","36","","","","","","","","","","",
"PRAIRIE LEA ISD","Spring 2016","8","9","1693","89","22","11","9","1616","56","0","44","","","","","","8","3785","75","0","25","8","3717","75","13","25",
"PRAIRIE LEA ISD","May 2016","5","2","-","-","-","-","6","1431","17","0","83","","","","","","","","","","","","","","","",
"PRAIRIE LEA ISD","May 2016","8","2","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"PRAIRIE VALLEY ISD","Spring 2016","3","9","1471","78","22","22","9","1490","89","22","11","","","","","","","","","","","","","","","",
"PRAIRIE VALLEY ISD","Spring 2016","4","4","-","-","-","-","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","",
"PRAIRIE VALLEY ISD","Spring 2016","5","9","1579","78","22","22","9","1600","78","11","22","","","","","","9","3754","67","11","33","","","","","",
"PRAIRIE VALLEY ISD","Spring 2016","6","16","1680","100","31","0","16","1627","88","13","13","","","","","","","","","","","","","","","",
"PRAIRIE VALLEY ISD","Spring 2016","7","13","1662","62","46","38","13","1647","69","15","31","13","4097","85","31","15","","","","","","","","","","",
"PRAIRIE VALLEY ISD","Spring 2016","8","12","1708","83","42","17","12","1659","67","8","33","","","","","","12","3705","50","8","50","12","3380","25","0","75",
"PRAIRIE VALLEY ISD","May 2016","5","2","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"PRAIRIE VALLEY ISD","May 2016","8","2","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"PRAIRILAND ISD","Spring 2016","3","85","1431","72","20","28","85","1435","81","8","19","","","","","","","","","","","","","","","",
"PRAIRILAND ISD","Spring 2016","4","81","1530","81","21","19","81","1489","52","10","48","81","3898","75","17","25","","","","","","","","","","",
"PRAIRILAND ISD","Spring 2016","5","89","1596","81","29","19","87","1604","78","15","22","","","","","","91","3832","82","7","18","","","","","",
"PRAIRILAND ISD","Spring 2016","6","78","1559","62","13","38","78","1598","77","8","23","","","","","","","","","","","","","","","",
"PRAIRILAND ISD","Spring 2016","7","74","1620","65","16","35","74","1655","76","12","24","72","3730","67","3","33","","","","","","","","","","",
"PRAIRILAND ISD","Spring 2016","8","88","1683","82","14","18","85","1670","79","5","21","","","","","","83","3735","66","7","34","85","3672","66","4","34",
"PRAIRILAND ISD","May 2016","5","19","1458","47","0","53","24","1505","67","0","33","","","","","","","","","","","","","","","",
"PRAIRILAND ISD","May 2016","8","16","1588","56","0","44","19","1640","68","0","32","","","","","","","","","","","","","","","",
"PREMIER HIGH SCHOOLS","Spring 2016","6","5","1557","60","0","40","5","1519","40","0","60","","","","","","","","","","","","","","","",
"PREMIER HIGH SCHOOLS","Spring 2016","7","12","1526","25","8","75","12","1531","33","0","67","12","3370","50","0","50","","","","","","","","","","",
"PREMIER HIGH SCHOOLS","Spring 2016","8","26","1600","58","4","42","26","1547","23","4","77","","","","","","20","3421","35","0","65","20","3281","15","0","85",
"PREMIER HIGH SCHOOLS","May 2016","8","8","1506","13","0","88","15","1518","7","0","93","","","","","","","","","","","","","","","",
"PREMIER LEARNING ACADEMY (084805)","Spring 2016","3","47","1309","28","6","72","48","1349","42","2","58","","","","","","","","","","","","","","","",
"PREMIER LEARNING ACADEMY (084805)","Spring 2016","4","38","1429","45","13","55","38","1452","37","13","63","37","3559","46","14","54","","","","","","","","","","",
"PREMIER LEARNING ACADEMY (084805)","Spring 2016","5","38","1469","42","5","58","38","1487","50","3","50","","","","","","38","3407","39","0","61","","","","","",
"PREMIER LEARNING ACADEMY (084805)","Spring 2016","6","42","1525","55","7","45","42","1545","40","7","60","","","","","","","","","","","","","","","",
"PREMIER LEARNING ACADEMY (084805)","Spring 2016","7","35","1597","54","11","46","35","1605","54","9","46","35","3677","54","9","46","","","","","","","","","","",
"PREMIER LEARNING ACADEMY (084805)","Spring 2016","8","28","1653","75","14","25","28","1651","68","7","32","","","","","","28","3682","64","7","36","27","3591","44","7","56",
"PREMIER LEARNING ACADEMY (084805)","May 2016","5","22","1399","23","0","77","19","1434","37","0","63","","","","","","","","","","","","","","","",
"PREMIER LEARNING ACADEMY (084805)","May 2016","8","7","1527","29","0","71","9","1559","22","0","78","","","","","","","","","","","","","","","",
"PREMONT ISD","Spring 2016","3","41","1403","59","24","41","41","1414","56","12","44","","","","","","","","","","","","","","","",
"PREMONT ISD","Spring 2016","4","33","1454","61","6","39","33","1475","58","9","42","32","3568","59","6","41","","","","","","","","","","",
"PREMONT ISD","Spring 2016","5","45","1477","56","9","44","45","1509","44","2","56","","","","","","46","3618","61","2","39","","","","","",
"PREMONT ISD","Spring 2016","6","29","1486","41","3","59","29","1541","55","0","45","","","","","","","","","","","","","","","",
"PREMONT ISD","Spring 2016","7","35","1535","40","6","60","35","1548","40","3","60","28","3624","57","4","43","","","","","","","","","","",
"PREMONT ISD","Spring 2016","8","32","1609","59","3","41","31","1639","71","0","29","","","","","","35","3541","46","0","54","36","3234","17","0","83",
"PREMONT ISD","May 2016","5","20","1339","0","0","100","25","1459","40","0","60","","","","","","","","","","","","","","","",
"PREMONT ISD","May 2016","8","17","1558","47","0","53","12","1570","25","0","75","","","","","","","","","","","","","","","",
"PRESIDIO ISD","Spring 2016","3","85","1392","60","15","40","73","1431","77","7","23","","","","","","","","","","","","","","","",
"PRESIDIO ISD","Spring 2016","4","61","1497","77","13","23","61","1503","61","13","39","61","3852","70","15","30","","","","","","","","","","",
"PRESIDIO ISD","Spring 2016","5","94","1558","77","27","23","91","1557","67","11","33","","","","","","91","3656","62","2","38","","","","","",
"PRESIDIO ISD","Spring 2016","6","91","1535","57","9","43","87","1615","69","8","31","","","","","","","","","","","","","","","",
"PRESIDIO ISD","Spring 2016","7","109","1585","57","7","43","101","1688","82","18","18","107","3724","64","9","36","","","","","","","","","","",
"PRESIDIO ISD","Spring 2016","8","91","1652","73","8","27","56","1652","75","0","25","","","","","","79","3905","80","10","20","79","3865","76","22","24",
"PRESIDIO ISD","May 2016","5","23","1370","13","0","87","29","1461","28","0","72","","","","","","","","","","","","","","","",
"PRESIDIO ISD","May 2016","8","25","1539","28","0","72","15","1545","13","0","87","","","","","","","","","","","","","","","",
"PRIDDY ISD","Spring 2016","3","10","1355","50","0","50","10","1401","60","0","40","","","","","","","","","","","","","","","",
"PRIDDY ISD","Spring 2016","4","6","1452","67","0","33","6","1469","50","0","50","6","3487","67","0","33","","","","","","","","","","",
"PRIDDY ISD","Spring 2016","5","10","1517","70","20","30","10","1550","70","10","30","","","","","","10","3593","60","0","40","","","","","",
"PRIDDY ISD","Spring 2016","6","5","1651","80","40","20","5","1612","60","0","40","","","","","","","","","","","","","","","",
"PRIDDY ISD","Spring 2016","7","5","1764","100","80","0","8","1697","100","13","0","5","4085","100","0","0","","","","","","","","","","",
"PRIDDY ISD","Spring 2016","8","7","1717","100","29","0","7","1657","86","0","14","","","","","","8","3941","88","13","13","8","3469","25","0","75",
"PRIDDY ISD","May 2016","5","3","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"PRIDDY ISD","May 2016","8","","","","","","1","-","-","-","-","","","","","","","","","","","","","","",""
