"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"GUSTINE ISD","May 2016","5","10","1422","30","0","70","11","1458","27","0","73","","","","","","","","","","","","","","","",
"GUSTINE ISD","May 2016","8","1","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"GUTHRIE CSD","Spring 2016","3","5","1626","80","80","20","5","1556","80","60","20","","","","","","","","","","","","","","","",
"GUTHRIE CSD","Spring 2016","4","7","1559","86","29","14","7","1619","86","43","14","7","3992","71","29","29","","","","","","","","","","",
"GUTHRIE CSD","Spring 2016","5","6","1616","100","17","0","6","1687","100","33","0","","","","","","6","3934","100","0","0","","","","","",
"GUTHRIE CSD","Spring 2016","6","11","1658","100","27","0","11","1718","100","18","0","","","","","","","","","","","","","","","",
"GUTHRIE CSD","Spring 2016","7","13","1659","92","8","8","13","1702","92","15","8","13","4192","85","23","15","","","","","","","","","","",
"GUTHRIE CSD","Spring 2016","8","7","1756","100","43","0","7","1749","71","29","29","","","","","","7","4014","71","0","29","7","4027","86","29","14",
"GUTHRIE CSD","May 2016","8","","","","","","2","-","-","-","-","","","","","","","","","","","","","","","",
"HALE CENTER ISD","Spring 2016","3","34","1387","56","15","44","34","1396","59","3","41","","","","","","","","","","","","","","","",
"HALE CENTER ISD","Spring 2016","4","39","1528","92","15","8","39","1550","92","10","8","39","3947","85","8","15","","","","","","","","","","",
"HALE CENTER ISD","Spring 2016","5","38","1565","74","21","26","38","1576","76","11","24","","","","","","37","3740","70","8","30","","","","","",
"HALE CENTER ISD","Spring 2016","6","41","1635","93","15","7","41","1569","56","5","44","","","","","","","","","","","","","","","",
"HALE CENTER ISD","Spring 2016","7","38","1636","79","11","21","39","1577","49","3","51","39","3976","90","10","10","","","","","","","","","","",
"HALE CENTER ISD","Spring 2016","8","36","1702","92","19","8","36","1643","75","0","25","","","","","","36","3755","69","8","31","36","3573","56","0","44",
"HALE CENTER ISD","May 2016","5","9","1450","67","0","33","9","1496","56","0","44","","","","","","","","","","","","","","","",
"HALE CENTER ISD","May 2016","8","3","-","-","-","-","9","1579","33","0","67","","","","","","","","","","","","","","","",
"HALLETTSVILLE ISD","Spring 2016","3","85","1428","73","16","27","85","1467","79","20","21","","","","","","","","","","","","","","","",
"HALLETTSVILLE ISD","Spring 2016","4","89","1526","90","19","10","90","1535","70","17","30","89","4027","79","21","21","","","","","","","","","","",
"HALLETTSVILLE ISD","Spring 2016","5","56","1553","79","20","21","56","1566","70","11","30","","","","","","54","3601","50","4","50","","","","","",
"HALLETTSVILLE ISD","Spring 2016","6","67","1604","79","16","21","67","1625","73","15","27","","","","","","","","","","","","","","","",
"HALLETTSVILLE ISD","Spring 2016","7","64","1639","70","19","30","65","1649","66","15","34","62","4017","85","10","15","","","","","","","","","","",
"HALLETTSVILLE ISD","Spring 2016","8","67","1706","93","19","7","68","1722","93","15","7","","","","","","67","3985","85","19","15","67","3802","70","12","30",
"HALLETTSVILLE ISD","May 2016","5","17","1423","35","0","65","22","1490","50","0","50","","","","","","","","","","","","","","","",
"HALLETTSVILLE ISD","May 2016","8","10","1543","30","0","70","9","1542","22","0","78","","","","","","","","","","","","","","","",
"HALLSBURG ISD","Spring 2016","3","30","1554","93","53","7","30","1467","77","13","23","","","","","","","","","","","","","","","",
"HALLSBURG ISD","Spring 2016","4","21","1517","81","10","19","21","1588","76","29","24","21","3895","76","14","24","","","","","","","","","","",
"HALLSBURG ISD","Spring 2016","5","24","1596","79","38","21","24","1621","83","25","17","","","","","","25","3849","76","12","24","","","","","",
"HALLSBURG ISD","Spring 2016","6","17","1557","65","12","35","17","1537","29","6","71","","","","","","","","","","","","","","","",
"HALLSBURG ISD","May 2016","5","6","1430","17","17","83","4","-","-","-","-","","","","","","","","","","","","","","","",
"HALLSVILLE ISD","Spring 2016","3","390","1463","82","27","18","389","1484","85","19","15","","","","","","","","","","","","","","","",
"HALLSVILLE ISD","Spring 2016","4","386","1544","84","23","16","386","1594","87","26","13","388","3927","78","17","22","","","","","","","","","","",
"HALLSVILLE ISD","Spring 2016","5","356","1563","76","24","24","358","1622","83","22","17","","","","","","361","3878","81","10","19","","","","","",
"HALLSVILLE ISD","Spring 2016","6","376","1625","82","25","18","246","1590","75","3","25","","","","","","","","","","","","","","","",
"HALLSVILLE ISD","Spring 2016","7","327","1659","82","22","18","373","1724","88","31","12","326","3991","82","13","18","","","","","","","","","","",
"HALLSVILLE ISD","Spring 2016","8","353","1708","90","21","10","380","1747","88","24","12","","","","","","359","4020","82","22","18","357","3856","76","20","24",
"HALLSVILLE ISD","May 2016","5","87","1452","47","2","53","62","1491","50","0","50","","","","","","","","","","","","","","","",
"HALLSVILLE ISD","May 2016","8","39","1604","56","3","44","48","1621","63","2","38","","","","","","","","","","","","","","","",
"HAMILTON ISD","Spring 2016","3","53","1411","72","13","28","53","1442","68","17","32","","","","","","","","","","","","","","","",
"HAMILTON ISD","Spring 2016","4","51","1524","84","20","16","51","1593","82","29","18","39","3950","85","5","15","","","","","","","","","","",
"HAMILTON ISD","Spring 2016","5","54","1580","87","24","13","55","1598","76","15","24","","","","","","55","4007","89","20","11","","","","","",
"HAMILTON ISD","Spring 2016","6","52","1631","79","29","21","52","1674","83","21","17","","","","","","","","","","","","","","","",
"HAMILTON ISD","Spring 2016","7","57","1666","77","26","23","56","1639","66","11","34","57","4075","79","23","21","","","","","","","","","","",
"HAMILTON ISD","Spring 2016","8","40","1711","90","25","10","24","1619","75","0","25","","","","","","38","3884","79","18","21","38","3657","58","5","42",
"HAMILTON ISD","May 2016","5","8","1493","50","13","50","13","1513","62","0","38","","","","","","","","","","","","","","","",
"HAMILTON ISD","May 2016","8","5","1536","20","20","80","7","1553","29","0","71","","","","","","","","","","","","","","","",
"HAMLIN ISD","Spring 2016","3","26","1457","85","31","15","26","1565","85","46","15","","","","","","","","","","","","","","","",
"HAMLIN ISD","Spring 2016","4","28","1472","75","7","25","28","1513","61","14","39","28","3533","46","0","54","","","","","","","","","","",
"HAMLIN ISD","Spring 2016","5","25","1513","60","8","40","25","1572","72","12","28","","","","","","24","3693","63","0","38","","","","","",
"HAMLIN ISD","Spring 2016","6","32","1585","69","28","31","33","1614","85","3","15","","","","","","","","","","","","","","","",
"HAMLIN ISD","Spring 2016","7","24","1653","79","13","21","24","1666","79","13","21","24","3852","79","8","21","","","","","","","","","","",
"HAMLIN ISD","Spring 2016","8","25","1683","84","16","16","25","1681","76","8","24","","","","","","25","3616","56","0","44","25","3491","44","0","56",
"HAMLIN ISD","May 2016","5","10","1489","80","0","20","7","1484","43","0","57","","","","","","","","","","","","","","","",
"HAMLIN ISD","May 2016","8","4","-","-","-","-","6","1592","50","0","50","","","","","","","","","","","","","","","",
"HAMSHIRE-FANNETT ISD","Spring 2016","3","132","1485","86","31","14","132","1525","96","26","4","","","","","","","","","","","","","","","",
"HAMSHIRE-FANNETT ISD","Spring 2016","4","132","1545","87","21","13","132","1542","77","11","23","135","3980","83","14","17","","","","","","","","","","",
"HAMSHIRE-FANNETT ISD","Spring 2016","5","121","1589","84","28","16","125","1612","85","14","15","","","","","","126","3739","74","4","26","","","","","",
"HAMSHIRE-FANNETT ISD","Spring 2016","6","121","1644","89","29","11","122","1691","88","30","12","","","","","","","","","","","","","","","",
"HAMSHIRE-FANNETT ISD","Spring 2016","7","131","1660","79","26","21","130","1656","76","12","24","130","3896","78","10","22","","","","","","","","","","",
"HAMSHIRE-FANNETT ISD","Spring 2016","8","127","1724","94","28","6","110","1718","90","6","10","","","","","","130","4030","86","20","14","130","3724","65","8","35",
"HAMSHIRE-FANNETT ISD","May 2016","5","20","1415","20","0","80","20","1502","65","0","35","","","","","","","","","","","","","","","",
"HAMSHIRE-FANNETT ISD","May 2016","8","12","1609","50","8","50","13","1665","92","0","8","","","","","","","","","","","","","","","",
"HAPPY ISD","Spring 2016","3","25","1499","92","28","8","25","1500","92","36","8","","","","","","","","","","","","","","","",
"HAPPY ISD","Spring 2016","4","14","1505","71","7","29","14","1534","64","14","36","13","3864","69","23","31","","","","","","","","","","",
"HAPPY ISD","Spring 2016","5","18","1628","94","39","6","18","1696","100","44","0","","","","","","19","3939","79","5","21","","","","","",
"HAPPY ISD","Spring 2016","6","23","1626","91","17","9","23","1706","91","22","9","","","","","","","","","","","","","","","",
"HAPPY ISD","Spring 2016","7","17","1682","88","29","12","17","1719","76","24","24","17","3974","88","12","12","","","","","","","","","","",
"HAPPY ISD","Spring 2016","8","13","1645","77","8","23","13","1730","77","31","23","","","","","","12","3905","67","17","33","12","3729","58","8","42",
"HAPPY ISD","May 2016","5","1","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"HAPPY ISD","May 2016","8","2","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"HARDIN ISD","Spring 2016","3","109","1391","64","9","36","109","1399","62","4","38","","","","","","","","","","","","","","","",
"HARDIN ISD","Spring 2016","4","91","1494","76","12","24","91","1553","80","16","20","95","3566","56","2","44","","","","","","","","","","",
"HARDIN ISD","Spring 2016","5","92","1507","59","17","41","92","1525","52","10","48","","","","","","94","3561","51","5","49","","","","","",
"HARDIN ISD","Spring 2016","6","96","1595","74","18","26","96","1616","76","10","24","","","","","","","","","","","","","","","",
"HARDIN ISD","Spring 2016","7","84","1619","68","13","32","84","1643","76","7","24","92","3854","76","10","24","","","","","","","","","","",
"HARDIN ISD","Spring 2016","8","97","1697","87","25","13","95","1661","67","7","33","","","","","","96","4032","91","19","9","95","3790","71","17","29",
"HARDIN ISD","May 2016","5","39","1388","13","0","87","45","1453","29","0","71","","","","","","","","","","","","","","","",
"HARDIN ISD","May 2016","8","13","1542","38","0","62","29","1613","69","0","31","","","","","","","","","","","","","","","",
"HARDIN-JEFFERSON ISD","Spring 2016","3","166","1483","91","36","9","166","1512","92","28","8","","","","","","","","","","","","","","","",
"HARDIN-JEFFERSON ISD","Spring 2016","4","165","1542","88","18","12","165","1556","79","19","21","163","3975","80","18","20","","","","","","","","","","",
"HARDIN-JEFFERSON ISD","Spring 2016","5","147","1591","84","33","16","147","1641","91","23","9","","","","","","149","4041","94","15","6","","","","","",
"HARDIN-JEFFERSON ISD","Spring 2016","6","176","1652","88","30","12","180","1675","89","22","11","","","","","","","","","","","","","","","",
"HARDIN-JEFFERSON ISD","Spring 2016","7","157","1694","86","36","14","135","1720","90","21","10","153","4150","84","27","16","","","","","","","","","","",
"HARDIN-JEFFERSON ISD","Spring 2016","8","165","1725","98","23","2","171","1801","98","32","2","","","","","","170","4126","92","26","8","170","3975","83","27","17",
"HARDIN-JEFFERSON ISD","May 2016","5","25","1487","68","4","32","15","1493","47","0","53","","","","","","","","","","","","","","","",
"HARDIN-JEFFERSON ISD","May 2016","8","7","1602","43","0","57","5","1578","40","0","60","","","","","","","","","","","","","","","",
"HARLANDALE ISD","Spring 2016","3","827","1387","60","12","40","809","1402","61","7","39","","","","","","","","","","","","","","","",
"HARLANDALE ISD","Spring 2016","4","810","1474","66","8","34","798","1494","60","7","40","798","3681","63","7","37","","","","","","","","","","",
"HARLANDALE ISD","Spring 2016","5","853","1513","64","12","36","871","1557","68","8","32","","","","","","951","3707","69","5","31","","","","","",
"HARLANDALE ISD","Spring 2016","6","995","1532","56","7","44","989","1576","59","6","41","","","","","","","","","","","","","","","",
"HARLANDALE ISD","Spring 2016","7","939","1602","60","12","40","805","1615","63","7","37","938","3691","61","6","39","","","","","","","","","","",
"HARLANDALE ISD","Spring 2016","8","917","1647","73","11","27","840","1663","68","6","32","","","","","","912","3818","73","13","27","919","3688","60","12","40",
"HARLANDALE ISD","May 2016","5","306","1419","30","1","70","276","1480","49","0","51","","","","","","","","","","","","","","","",
"HARLANDALE ISD","May 2016","8","269","1554","36","0","64","280","1592","45","0","55","","","","","","","","","","","","","","","",
"HARLETON ISD","Spring 2016","3","45","1471","98","22","2","46","1462","78","13","22","","","","","","","","","","","","","","","",
"HARLETON ISD","Spring 2016","4","56","1572","91","29","9","56","1586","95","14","5","56","4300","96","32","4","","","","","","","","","","",
"HARLETON ISD","Spring 2016","5","55","1598","87","33","13","55","1629","95","20","5","","","","","","55","3971","93","9","7","","","","","",
"HARLETON ISD","Spring 2016","6","47","1627","81","17","19","47","1604","70","11","30","","","","","","","","","","","","","","","",
"HARLETON ISD","Spring 2016","7","64","1659","83","22","17","65","1618","69","3","31","64","4206","84","28","16","","","","","","","","","","",
"HARLETON ISD","Spring 2016","8","57","1705","93","21","7","56","1609","48","2","52","","","","","","55","3851","75","9","25","55","3622","51","5","49",
"HARLETON ISD","May 2016","5","7","1507","86","0","14","3","-","-","-","-","","","","","","","","","","","","","","","",
"HARLETON ISD","May 2016","8","3","-","-","-","-","28","1639","82","0","18","","","","","","","","","","","","","","","",
"HARLINGEN CISD","Spring 2016","3","1235","1430","75","20","25","1258","1464","77","18","23","","","","","","","","","","","","","","","",
"HARLINGEN CISD","Spring 2016","4","1212","1519","78","19","22","1227","1547","76","17","24","1216","3846","71","14","29","","","","","","","","","","",
"HARLINGEN CISD","Spring 2016","5","1271","1546","73","21","27","1278","1598","77","17","23","","","","","","1276","3782","75","7","25","","","","","",
"HARLINGEN CISD","Spring 2016","6","1295","1571","65","13","35","1277","1644","79","17","21","","","","","","","","","","","","","","","",
"HARLINGEN CISD","Spring 2016","7","1271","1621","67","16","33","1260","1659","71","17","29","1287","3746","64","6","36","","","","","","","","","","",
"HARLINGEN CISD","Spring 2016","8","1323","1670","80","15","20","791","1634","65","2","35","","","","","","1192","3835","70","15","30","1287","3642","58","8","42",
"HARLINGEN CISD","May 2016","5","348","1420","35","0","65","302","1482","46","0","54","","","","","","","","","","","","","","","",
"HARLINGEN CISD","May 2016","8","263","1550","35","0","65","281","1585","45","0","55","","","","","","","","","","","","","","","",
"HARMONY ISD","Spring 2016","3","83","1458","87","24","13","83","1505","92","22","8","","","","","","","","","","","","","","","",
"HARMONY ISD","Spring 2016","4","78","1501","72","19","28","78","1586","86","33","14","79","3522","49","3","51","","","","","","","","","","",
"HARMONY ISD","Spring 2016","5","83","1552","72","22","28","85","1580","75","15","25","","","","","","83","3820","83","7","17","","","","","",
"HARMONY ISD","Spring 2016","6","82","1623","77","22","23","81","1620","70","14","30","","","","","","","","","","","","","","","",
"HARMONY ISD","Spring 2016","7","92","1664","77","27","23","95","1666","78","13","22","91","3945","78","13","22","","","","","","","","","","",
"HARMONY ISD","Spring 2016","8","71","1709","94","28","6","74","1692","80","8","20","","","","","","72","4063","81","32","19","70","3981","70","33","30",
"HARMONY ISD","May 2016","5","24","1444","42","0","58","21","1493","52","0","48","","","","","","","","","","","","","","","",
"HARMONY ISD","May 2016","8","7","1546","29","0","71","17","1612","71","0","29","","","","","","","","","","","","","","","",
"HARMONY SCHOOL OF EXCELLENCE","Spring 2016","3","377","1445","77","26","23","359","1496","84","26","16","","","","","","","","","","","","","","","",
"HARMONY SCHOOL OF EXCELLENCE","Spring 2016","4","395","1508","74","19","26","395","1580","78","26","22","396","3755","66","12","34","","","","","","","","","","",
"HARMONY SCHOOL OF EXCELLENCE","Spring 2016","5","405","1577","76","30","24","406","1642","84","26","16","","","","","","406","3801","71","11","29","","","","","",
"HARMONY SCHOOL OF EXCELLENCE","Spring 2016","6","438","1616","79","22","21","438","1669","84","23","16","","","","","","","","","","","","","","","",
"HARMONY SCHOOL OF EXCELLENCE","Spring 2016","7","401","1670","81","27","19","400","1731","87","31","13","400","3996","80","15","20","","","","","","","","","","",
"HARMONY SCHOOL OF EXCELLENCE","Spring 2016","8","366","1730","92","31","8","213","1703","85","11","15","","","","","","315","3917","82","17","18","361","3882","75","20","25",
"HARMONY SCHOOL OF EXCELLENCE","May 2016","5","97","1416","26","0","74","66","1471","33","2","67","","","","","","","","","","","","","","","",
"HARMONY SCHOOL OF EXCELLENCE","May 2016","8","33","1616","70","9","30","37","1584","43","0","57","","","","","","","","","","","","","","",""
