"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"BOB HOPE SCHOOL (123807)","Spring 2016","6","78","1562","67","8","33","75","1622","83","9","17","","","","","","","","","","","","","","","",
"BOB HOPE SCHOOL (123807)","Spring 2016","7","95","1660","87","14","13","94","1664","83","12","17","93","3960","85","12","15","","","","","","","","","","",
"BOB HOPE SCHOOL (123807)","Spring 2016","8","92","1697","88","20","12","","","","","","","","","","","92","4127","88","27","12","92","3754","64","17","36",
"BOB HOPE SCHOOL (123807)","May 2016","8","11","1570","55","0","45","","","","","","","","","","","","","","","","","","","","",
"BOERNE ISD","Spring 2016","3","535","1498","89","39","11","535","1517","89","28","11","","","","","","","","","","","","","","","",
"BOERNE ISD","Spring 2016","4","558","1566","89","33","11","562","1620","90","36","10","558","4120","85","24","15","","","","","","","","","","",
"BOERNE ISD","Spring 2016","5","577","1610","88","35","12","582","1636","87","24","13","","","","","","592","3926","83","14","17","","","","","",
"BOERNE ISD","Spring 2016","6","614","1667","90","36","10","607","1699","92","29","8","","","","","","","","","","","","","","","",
"BOERNE ISD","Spring 2016","7","577","1714","90","40","10","569","1749","89","35","11","582","4176","87","27","13","","","","","","","","","","",
"BOERNE ISD","Spring 2016","8","586","1748","95","36","5","321","1715","90","9","10","","","","","","578","4245","92","37","8","578","3913","78","24","22",
"BOERNE ISD","May 2016","5","75","1437","45","3","55","83","1499","55","1","45","","","","","","","","","","","","","","","",
"BOERNE ISD","May 2016","8","26","1599","65","0","35","32","1617","59","0","41","","","","","","","","","","","","","","","",
"BOLES ISD","Spring 2016","3","34","1451","79","24","21","34","1482","82","15","18","","","","","","","","","","","","","","","",
"BOLES ISD","Spring 2016","4","39","1547","90","23","10","39","1651","97","36","3","39","3755","67","3","33","","","","","","","","","","",
"BOLES ISD","Spring 2016","5","37","1538","78","11","22","38","1577","79","5","21","","","","","","38","3661","71","5","29","","","","","",
"BOLES ISD","Spring 2016","6","28","1567","75","7","25","28","1607","82","7","18","","","","","","","","","","","","","","","",
"BOLES ISD","Spring 2016","7","34","1683","91","32","9","35","1711","97","9","3","34","4105","85","12","15","","","","","","","","","","",
"BOLES ISD","Spring 2016","8","36","1740","97","31","3","35","1727","91","11","9","","","","","","36","3876","83","17","17","35","3565","49","6","51",
"BOLES ISD","May 2016","5","8","1412","25","0","75","7","1450","43","0","57","","","","","","","","","","","","","","","",
"BOLES ISD","May 2016","8","1","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"BOLING ISD","Spring 2016","3","73","1414","71","16","29","73","1433","77","10","23","","","","","","","","","","","","","","","",
"BOLING ISD","Spring 2016","4","71","1497","82","13","18","71","1553","85","14","15","68","3739","72","6","28","","","","","","","","","","",
"BOLING ISD","Spring 2016","5","86","1552","78","15","22","86","1640","95","16","5","","","","","","87","3868","83","7","17","","","","","",
"BOLING ISD","Spring 2016","6","87","1587","72","11","28","87","1578","64","2","36","","","","","","","","","","","","","","","",
"BOLING ISD","Spring 2016","7","87","1629","72","13","28","85","1610","62","7","38","87","3851","71","9","29","","","","","","","","","","",
