"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"MCDADE ISD","Spring 2016","3","28","1447","82","25","18","26","1477","85","19","15","","","","","","","","","","","","","","","",
"MCDADE ISD","Spring 2016","4","24","1492","75","13","25","24","1548","71","13","29","24","3690","58","8","42","","","","","","","","","","",
"MCDADE ISD","Spring 2016","5","17","1590","94","24","6","17","1606","71","24","29","","","","","","18","3842","83","6","17","","","","","",
"MCDADE ISD","Spring 2016","6","26","1664","88","38","12","26","1660","92","4","8","","","","","","","","","","","","","","","",
"MCDADE ISD","Spring 2016","7","22","1645","73","9","27","22","1616","59","9","41","23","3773","65","13","35","","","","","","","","","","",
"MCDADE ISD","Spring 2016","8","18","1668","89","6","11","18","1635","61","0","39","","","","","","16","3846","94","0","6","16","3720","88","0","13",
"MCDADE ISD","May 2016","5","1","-","-","-","-","5","1525","60","0","40","","","","","","","","","","","","","","","",
"MCDADE ISD","May 2016","8","1","-","-","-","-","5","1635","100","0","0","","","","","","","","","","","","","","","",
"MCGREGOR ISD","Spring 2016","3","112","1423","72","17","28","110","1447","73","16","27","","","","","","","","","","","","","","","",
"MCGREGOR ISD","Spring 2016","4","91","1518","80","18","20","92","1546","76","16","24","93","3915","77","16","23","","","","","","","","","","",
"MCGREGOR ISD","Spring 2016","5","81","1517","60","14","40","80","1572","74","5","26","","","","","","76","3649","63","4","37","","","","","",
"MCGREGOR ISD","Spring 2016","6","103","1593","73","17","27","103","1632","85","13","15","","","","","","","","","","","","","","","",
"MCGREGOR ISD","Spring 2016","7","97","1635","74","19","26","96","1697","86","18","14","98","3784","68","6","32","","","","","","","","","","",
"MCGREGOR ISD","Spring 2016","8","93","1644","73","12","27","79","1625","67","1","33","","","","","","91","3713","66","8","34","92","3622","55","8","45",
"MCGREGOR ISD","May 2016","5","30","1418","30","0","70","20","1518","55","0","45","","","","","","","","","","","","","","","",
"MCGREGOR ISD","May 2016","8","24","1539","29","0","71","25","1580","36","0","64","","","","","","","","","","","","","","","",
"MCKINNEY ISD","Spring 2016","3","1680","1484","84","36","16","1695","1513","85","30","15","","","","","","","","","","","","","","","",
"MCKINNEY ISD","Spring 2016","4","1740","1551","86","27","14","1738","1606","85","34","15","1744","4024","78","24","22","","","","","","","","","","",
"MCKINNEY ISD","Spring 2016","5","1817","1596","84","33","16","1809","1639","83","27","17","","","","","","1831","3835","77","10","23","","","","","",
"MCKINNEY ISD","Spring 2016","6","1780","1642","84","30","16","1657","1695","89","29","11","","","","","","","","","","","","","","","",
"MCKINNEY ISD","Spring 2016","7","1760","1691","83","35","17","1750","1751","91","37","9","1754","4063","83","22","17","","","","","","","","","","",
"MCKINNEY ISD","Spring 2016","8","1864","1736","93","33","7","990","1722","85","16","15","","","","","","1852","4277","92","41","8","1845","4078","87","34","13",
"MCKINNEY ISD","May 2016","5","283","1438","41","2","59","304","1482","44","1","56","","","","","","","","","","","","","","","",
"MCKINNEY ISD","May 2016","8","148","1578","47","3","53","150","1604","53","0","47","","","","","","","","","","","","","","","",
"MCLEAN ISD","Spring 2016","3","11","1490","100","18","0","11","1400","64","0","36","","","","","","","","","","","","","","","",
"MCLEAN ISD","Spring 2016","4","15","1544","100","13","0","15","1518","80","0","20","16","3966","81","25","19","","","","","","","","","","",
"MCLEAN ISD","Spring 2016","5","24","1617","83","38","17","24","1599","83","25","17","","","","","","25","3879","76","12","24","","","","","",
"MCLEAN ISD","Spring 2016","6","17","1611","88","18","12","17","1568","71","6","29","","","","","","","","","","","","","","","",
"MCLEAN ISD","Spring 2016","7","12","1644","92","0","8","12","1683","92","8","8","12","3844","67","8","33","","","","","","","","","","",
"MCLEAN ISD","Spring 2016","8","14","1659","71","7","29","14","1683","86","0","14","","","","","","14","3791","93","0","7","14","3484","57","0","43",
"MCLEAN ISD","May 2016","5","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"MCLEAN ISD","May 2016","8","4","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"MCLEOD ISD","Spring 2016","3","18","1496","100","28","0","19","1501","89","21","11","","","","","","","","","","","","","","","",
