"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"NEW BOSTON ISD","Spring 2016","3","93","1423","71","20","29","94","1465","76","16","24","","","","","","","","","","","","","","","",
"NEW BOSTON ISD","Spring 2016","4","94","1487","73","11","27","92","1504","65","8","35","93","3719","66","5","34","","","","","","","","","","",
"NEW BOSTON ISD","Spring 2016","5","63","1565","83","22","17","71","1575","68","14","32","","","","","","69","3776","70","6","30","","","","","",
"NEW BOSTON ISD","Spring 2016","6","78","1549","67","12","33","78","1597","77","5","23","","","","","","","","","","","","","","","",
"NEW BOSTON ISD","Spring 2016","7","86","1624","67","17","33","94","1628","72","9","28","88","3895","77","10","23","","","","","","","","","","",
"NEW BOSTON ISD","Spring 2016","8","107","1674","79","17","21","89","1651","74","1","26","","","","","","105","3870","73","15","27","105","3618","53","10","47",
"NEW BOSTON ISD","May 2016","5","19","1361","0","0","100","23","1456","22","0","78","","","","","","","","","","","","","","","",
"NEW BOSTON ISD","May 2016","8","22","1561","32","0","68","22","1605","64","0","36","","","","","","","","","","","","","","","",
"NEW BRAUNFELS ISD","Spring 2016","3","569","1472","83","29","17","579","1498","86","23","14","","","","","","","","","","","","","","","",
"NEW BRAUNFELS ISD","Spring 2016","4","610","1550","87","25","13","619","1576","82","24","18","619","4005","79","20","21","","","","","","","","","","",
"NEW BRAUNFELS ISD","Spring 2016","5","593","1600","85","32","15","596","1643","88","26","12","","","","","","591","3973","85","17","15","","","","","",
"NEW BRAUNFELS ISD","Spring 2016","6","630","1609","77","21","23","627","1666","88","18","12","","","","","","","","","","","","","","","",
"NEW BRAUNFELS ISD","Spring 2016","7","639","1680","84","29","16","635","1716","85","29","15","636","4133","86","24","14","","","","","","","","","","",
"NEW BRAUNFELS ISD","Spring 2016","8","604","1722","92","29","8","4","-","-","-","-","","","","","","598","4043","84","25","16","591","3882","75","21","25",
"NEW BRAUNFELS ISD","May 2016","5","85","1460","45","0","55","68","1503","60","0","40","","","","","","","","","","","","","","","",
"NEW BRAUNFELS ISD","May 2016","8","49","1555","41","0","59","2","-","-","-","-","","","","","","","","","","","","","","","",
"NEW CANEY ISD","Spring 2016","3","881","1415","69","17","31","887","1436","71","15","29","","","","","","","","","","","","","","","",
"NEW CANEY ISD","Spring 2016","4","911","1481","69","11","31","934","1513","65","13","35","919","3656","58","7","42","","","","","","","","","","",
"NEW CANEY ISD","Spring 2016","5","912","1544","71","22","29","933","1586","74","15","26","","","","","","943","3806","74","10","26","","","","","",
"NEW CANEY ISD","Spring 2016","6","937","1555","61","12","39","929","1593","66","8","34","","","","","","","","","","","","","","","",
"NEW CANEY ISD","Spring 2016","7","1000","1623","69","13","31","982","1615","66","6","34","1006","3699","63","7","37","","","","","","","","","","",
"NEW CANEY ISD","Spring 2016","8","1007","1660","78","14","22","806","1627","65","1","35","","","","","","989","3817","71","14","29","989","3618","54","9","46",
"NEW CANEY ISD","May 2016","5","277","1410","28","0","72","246","1472","41","0","59","","","","","","","","","","","","","","","",
"NEW CANEY ISD","May 2016","8","234","1538","31","0","69","288","1565","36","0","64","","","","","","","","","","","","","","","",
"NEW DEAL ISD","Spring 2016","3","50","1466","88","20","12","50","1463","84","18","16","","","","","","","","","","","","","","","",
"NEW DEAL ISD","Spring 2016","4","51","1532","80","22","20","51","1588","88","22","12","51","3993","82","18","18","","","","","","","","","","",
"NEW DEAL ISD","Spring 2016","5","47","1518","70","11","30","47","1546","70","4","30","","","","","","47","3709","72","9","28","","","","","",
"NEW DEAL ISD","Spring 2016","6","60","1589","73","13","27","60","1625","73","10","27","","","","","","","","","","","","","","","",
"NEW DEAL ISD","Spring 2016","7","43","1605","67","7","33","43","1598","51","2","49","43","3833","72","9","28","","","","","","","","","","",
"NEW DEAL ISD","Spring 2016","8","49","1690","88","16","12","49","1676","86","4","14","","","","","","50","3787","76","12","24","50","3680","58","10","42",
"NEW DEAL ISD","May 2016","5","14","1431","36","0","64","14","1483","29","0","71","","","","","","","","","","","","","","","",
"NEW DEAL ISD","May 2016","8","7","1553","14","0","86","8","1576","25","0","75","","","","","","","","","","","","","","","",
"NEW DIANA ISD","Spring 2016","3","91","1470","79","31","21","91","1506","86","26","14","","","","","","","","","","","","","","","",
"NEW DIANA ISD","Spring 2016","4","59","1545","90","27","10","59","1600","86","25","14","68","3920","79","18","21","","","","","","","","","","",
"NEW DIANA ISD","Spring 2016","5","71","1601","92","31","8","71","1611","80","20","20","","","","","","70","3922","81","11","19","","","","","",
"NEW DIANA ISD","Spring 2016","6","75","1587","79","13","21","75","1568","65","1","35","","","","","","","","","","","","","","","",
"NEW DIANA ISD","Spring 2016","7","71","1619","70","17","30","71","1604","62","1","38","72","3704","60","4","40","","","","","","","","","","",
"NEW DIANA ISD","Spring 2016","8","89","1662","80","9","20","72","1588","43","0","57","","","","","","87","3737","68","8","32","87","3505","44","5","56",
"NEW DIANA ISD","May 2016","5","6","1415","33","0","67","14","1483","43","0","57","","","","","","","","","","","","","","","",
"NEW DIANA ISD","May 2016","8","16","1547","31","0","69","39","1580","41","0","59","","","","","","","","","","","","","","","",
"NEW FRONTIERS CHARTER SCHOOL (015805)","Spring 2016","3","54","1354","52","9","48","54","1378","50","7","50","","","","","","","","","","","","","","","",
"NEW FRONTIERS CHARTER SCHOOL (015805)","Spring 2016","4","64","1399","38","6","63","65","1379","18","2","82","65","3287","23","2","77","","","","","","","","","","",
"NEW FRONTIERS CHARTER SCHOOL (015805)","Spring 2016","5","50","1529","72","8","28","50","1526","46","6","54","","","","","","52","3684","65","6","35","","","","","",
"NEW FRONTIERS CHARTER SCHOOL (015805)","Spring 2016","6","70","1494","41","6","59","69","1545","43","6","57","","","","","","","","","","","","","","","",
"NEW FRONTIERS CHARTER SCHOOL (015805)","Spring 2016","7","70","1583","50","10","50","70","1590","57","3","43","70","3534","46","4","54","","","","","","","","","","",
"NEW FRONTIERS CHARTER SCHOOL (015805)","Spring 2016","8","64","1683","80","19","20","63","1654","67","8","33","","","","","","65","3718","66","11","34","65","3528","54","3","46",
"NEW FRONTIERS CHARTER SCHOOL (015805)","May 2016","5","14","1420","21","0","79","28","1486","54","0","46","","","","","","","","","","","","","","","",
"NEW FRONTIERS CHARTER SCHOOL (015805)","May 2016","8","14","1585","57","0","43","22","1604","50","0","50","","","","","","","","","","","","","","","",
"NEW HOME ISD","Spring 2016","3","39","1466","82","26","18","39","1537","90","23","10","","","","","","","","","","","","","","","",
"NEW HOME ISD","Spring 2016","4","32","1541","88","13","13","31","1608","87","29","13","33","3968","73","18","27","","","","","","","","","","",
"NEW HOME ISD","Spring 2016","5","16","1580","75","38","25","16","1619","94","13","6","","","","","","16","3919","94","6","6","","","","","",
"NEW HOME ISD","Spring 2016","6","24","1691","96","46","4","24","1764","100","50","0","","","","","","","","","","","","","","","",
"NEW HOME ISD","Spring 2016","7","27","1718","100","30","0","27","1771","100","30","0","27","4194","93","26","7","","","","","","","","","","",
"NEW HOME ISD","Spring 2016","8","17","1755","100","29","0","9","1729","100","0","0","","","","","","17","4141","94","24","6","17","4049","88","24","12",
"NEW HOME ISD","May 2016","5","3","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"NEW SUMMERFIELD ISD","Spring 2016","3","46","1362","52","9","48","46","1398","59","4","41","","","","","","","","","","","","","","","",
"NEW SUMMERFIELD ISD","Spring 2016","4","31","1465","74","3","26","31","1511","65","6","35","31","3562","61","3","39","","","","","","","","","","",
"NEW SUMMERFIELD ISD","Spring 2016","5","39","1453","46","8","54","39","1508","49","3","51","","","","","","39","3772","72","8","28","","","","","",
"NEW SUMMERFIELD ISD","Spring 2016","6","29","1545","66","3","34","28","1534","46","4","54","","","","","","","","","","","","","","","",
"NEW SUMMERFIELD ISD","Spring 2016","7","19","1592","68","0","32","17","1649","82","6","18","19","3769","79","11","21","","","","","","","","","","",
"NEW SUMMERFIELD ISD","Spring 2016","8","35","1720","91","26","9","33","1714","94","12","6","","","","","","33","3996","88","18","12","33","3875","76","18","24",
"NEW SUMMERFIELD ISD","May 2016","5","20","1413","30","0","70","19","1579","68","11","32","","","","","","","","","","","","","","","",
"NEW SUMMERFIELD ISD","May 2016","8","3","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"NEW WAVERLY ISD","Spring 2016","3","71","1442","79","23","21","71","1462","80","11","20","","","","","","","","","","","","","","","",
"NEW WAVERLY ISD","Spring 2016","4","64","1534","81","17","19","64","1538","75","19","25","65","3955","85","14","15","","","","","","","","","","",
"NEW WAVERLY ISD","Spring 2016","5","60","1593","85","28","15","62","1621","89","26","11","","","","","","60","3961","88","15","12","","","","","",
"NEW WAVERLY ISD","Spring 2016","6","77","1570","62","19","38","77","1589","61","13","39","","","","","","","","","","","","","","","",
"NEW WAVERLY ISD","Spring 2016","7","80","1620","60","19","40","80","1652","73","11","28","79","3842","71","9","29","","","","","","","","","","",
"NEW WAVERLY ISD","Spring 2016","8","66","1662","86","8","14","54","1610","65","0","35","","","","","","67","3793","70","13","30","67","3623","54","10","46",
"NEW WAVERLY ISD","May 2016","5","11","1462","55","0","45","7","1491","57","0","43","","","","","","","","","","","","","","","",
"NEW WAVERLY ISD","May 2016","8","9","1593","33","11","67","19","1609","74","0","26","","","","","","","","","","","","","","","",
"NEWCASTLE ISD","Spring 2016","3","10","1435","90","20","10","10","1426","70","0","30","","","","","","","","","","","","","","","",
"NEWCASTLE ISD","Spring 2016","4","15","1466","80","7","20","15","1537","80","13","20","15","3706","67","7","33","","","","","","","","","","",
"NEWCASTLE ISD","Spring 2016","5","8","1581","88","13","13","8","1620","100","0","0","","","","","","9","3660","78","0","22","","","","","",
"NEWCASTLE ISD","Spring 2016","6","14","1541","57","0","43","14","1599","71","7","29","","","","","","","","","","","","","","","",
"NEWCASTLE ISD","Spring 2016","7","24","1627","83","13","17","24","1668","88","4","13","24","3928","88","8","13","","","","","","","","","","",
"NEWCASTLE ISD","Spring 2016","8","22","1698","95","14","5","17","1720","94","6","6","","","","","","22","3778","82","0","18","22","3965","77","32","23",
"NEWCASTLE ISD","May 2016","5","2","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"NEWCASTLE ISD","May 2016","8","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"NEWMAN INTERNATIONAL ACADEMY OF","Spring 2016","3","101","1442","70","25","30","101","1451","73","18","27","","","","","","","","","","","","","","","",
"NEWMAN INTERNATIONAL ACADEMY OF","Spring 2016","4","100","1513","84","15","16","100","1518","70","13","30","96","3831","75","13","25","","","","","","","","","","",
"NEWMAN INTERNATIONAL ACADEMY OF","Spring 2016","5","115","1586","81","32","19","114","1610","83","22","17","","","","","","115","3960","88","16","12","","","","","",
"NEWMAN INTERNATIONAL ACADEMY OF","Spring 2016","6","77","1629","83","23","17","77","1655","82","19","18","","","","","","","","","","","","","","","",
"NEWMAN INTERNATIONAL ACADEMY OF","Spring 2016","7","104","1645","69","21","31","78","1581","51","4","49","106","3823","67","10","33","","","","","","","","","","",
"NEWMAN INTERNATIONAL ACADEMY OF","Spring 2016","8","95","1712","89","23","11","96","1659","68","5","32","","","","","","96","3985","84","22","16","97","3657","58","9","42",
"NEWMAN INTERNATIONAL ACADEMY OF","May 2016","5","23","1439","35","0","65","20","1466","35","0","65","","","","","","","","","","","","","","","",
"NEWMAN INTERNATIONAL ACADEMY OF","May 2016","8","12","1585","50","0","50","33","1601","61","0","39","","","","","","","","","","","","","","","",
"NEWTON ISD","Spring 2016","3","69","1419","72","13","28","69","1420","67","10","33","","","","","","","","","","","","","","","",
"NEWTON ISD","Spring 2016","4","57","1529","84","21","16","57","1611","93","30","7","56","4106","86","23","14","","","","","","","","","","",
"NEWTON ISD","Spring 2016","5","82","1522","70","17","30","82","1597","83","10","17","","","","","","82","3731","67","5","33","","","","","",
"NEWTON ISD","Spring 2016","6","61","1577","70","8","30","61","1556","56","2","44","","","","","","","","","","","","","","","",
"NEWTON ISD","Spring 2016","7","64","1550","42","6","58","64","1532","33","0","67","58","3561","48","2","52","","","","","","","","","","",
"NEWTON ISD","Spring 2016","8","81","1643","79","9","21","80","1608","54","0","46","","","","","","83","3476","41","1","59","83","3584","53","8","47",
"NEWTON ISD","May 2016","5","26","1405","27","0","73","15","1482","47","0","53","","","","","","","","","","","","","","","",
"NEWTON ISD","May 2016","8","19","1544","26","0","74","39","1587","51","0","49","","","","","","","","","","","","","","","",
"NIXON-SMILEY CISD","Spring 2016","3","73","1441","86","19","14","73","1397","60","1","40","","","","","","","","","","","","","","","",
"NIXON-SMILEY CISD","Spring 2016","4","64","1508","80","13","20","67","1485","64","4","36","74","3725","68","4","32","","","","","","","","","","",
"NIXON-SMILEY CISD","Spring 2016","5","67","1512","64","15","36","67","1533","63","7","37","","","","","","65","3579","58","2","42","","","","","",
"NIXON-SMILEY CISD","Spring 2016","6","85","1564","66","8","34","82","1579","63","6","37","","","","","","","","","","","","","","","",
"NIXON-SMILEY CISD","Spring 2016","7","83","1617","72","12","28","83","1602","55","5","45","84","3692","65","4","35","","","","","","","","","","",
"NIXON-SMILEY CISD","Spring 2016","8","62","1675","84","15","16","49","1655","76","0","24","","","","","","62","3690","63","5","37","62","3963","85","27","15",
"NIXON-SMILEY CISD","May 2016","5","22","1398","14","0","86","25","1481","48","0","52","","","","","","","","","","","","","","","",
"NIXON-SMILEY CISD","May 2016","8","13","1546","31","8","69","13","1581","54","0","46","","","","","","","","","","","","","","","",
"NOCONA ISD","Spring 2016","3","56","1425","73","18","27","56","1469","82","14","18","","","","","","","","","","","","","","","",
"NOCONA ISD","Spring 2016","4","47","1507","79","11","21","46","1547","80","15","20","53","3765","62","17","38","","","","","","","","","","",
"NOCONA ISD","Spring 2016","5","46","1543","78","15","22","46","1609","93","11","7","","","","","","46","3776","72","4","28","","","","","",
"NOCONA ISD","Spring 2016","6","51","1558","57","14","43","52","1595","67","13","33","","","","","","","","","","","","","","","",
"NOCONA ISD","Spring 2016","7","50","1648","86","12","14","50","1668","84","10","16","50","3998","90","16","10","","","","","","","","","","",
"NOCONA ISD","Spring 2016","8","50","1736","96","38","4","50","1694","74","16","26","","","","","","52","3886","75","19","25","52","3735","69","6","31",
"NOCONA ISD","May 2016","5","11","1414","18","0","82","4","-","-","-","-","","","","","","","","","","","","","","","",
"NOCONA ISD","May 2016","8","3","-","-","-","-","14","1572","43","0","57","","","","","","","","","","","","","","","",
"NORDHEIM ISD","Spring 2016","3","11","1497","100","27","0","11","1510","91","36","9","","","","","","","","","","","","","","","",
"NORDHEIM ISD","Spring 2016","4","14","1369","29","0","71","14","1416","29","0","71","14","3178","7","0","93","","","","","","","","","","",
"NORDHEIM ISD","Spring 2016","5","9","1437","33","0","67","8","1521","50","0","50","","","","","","9","3502","44","0","56","","","","","",
"NORDHEIM ISD","Spring 2016","6","10","1615","70","30","30","10","1688","90","30","10","","","","","","","","","","","","","","","",
"NORDHEIM ISD","Spring 2016","7","13","1547","38","8","62","13","1566","46","8","54","13","3355","38","8","62","","","","","","","","","","",
"NORDHEIM ISD","Spring 2016","8","8","1653","75","13","25","8","1642","63","13","38","","","","","","9","3856","78","22","22","9","3648","44","11","56",
"NORDHEIM ISD","May 2016","5","6","1415","17","0","83","5","1455","0","0","100","","","","","","","","","","","","","","","",
"NORDHEIM ISD","May 2016","8","3","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"NORMANGEE ISD","Spring 2016","3","27","1416","67","15","33","27","1465","81","19","19","","","","","","","","","","","","","","","",
"NORMANGEE ISD","Spring 2016","4","26","1525","81","27","19","26","1572","85","15","15","26","3812","73","4","27","","","","","","","","","","",
"NORMANGEE ISD","Spring 2016","5","41","1624","93","46","7","41","1674","95","29","5","","","","","","40","3920","85","18","15","","","","","",
"NORMANGEE ISD","Spring 2016","6","43","1559","65","7","35","43","1603","70","5","30","","","","","","","","","","","","","","","",
"NORMANGEE ISD","Spring 2016","7","42","1646","79","24","21","42","1660","88","5","12","42","3770","69","2","31","","","","","","","","","","",
"NORMANGEE ISD","Spring 2016","8","35","1721","91","20","9","24","1640","75","0","25","","","","","","35","3766","66","11","34","34","3883","74","24","26",
"NORMANGEE ISD","May 2016","5","3","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"NORMANGEE ISD","May 2016","8","3","-","-","-","-","6","1574","50","0","50","","","","","","","","","","","","","","","",
"NORTH EAST ISD","Spring 2016","3","4096","1461","79","30","21","3979","1485","80","24","20","","","","","","","","","","","","","","","",
"NORTH EAST ISD","Spring 2016","4","4182","1534","81","24","19","4118","1578","79","27","21","4178","3872","72","15","28","","","","","","","","","","",
"NORTH EAST ISD","Spring 2016","5","4249","1591","82","32","18","4172","1639","85","27","15","","","","","","4431","3876","79","13","21","","","","","",
"NORTH EAST ISD","Spring 2016","6","4488","1615","77","25","23","4393","1646","78","18","22","","","","","","","","","","","","","","","",
"NORTH EAST ISD","Spring 2016","7","4496","1673","80","30","20","4393","1704","82","26","18","4479","3989","77","19","23","","","","","","","","","","",
"NORTH EAST ISD","Spring 2016","8","4743","1718","90","27","10","2624","1664","75","4","25","","","","","","4662","4099","84","28","16","4643","3907","74","25","26",
"NORTH EAST ISD","May 2016","5","799","1427","35","1","65","665","1475","39","1","61","","","","","","","","","","","","","","","",
"NORTH EAST ISD","May 2016","8","494","1561","39","1","61","664","1596","54","0","46","","","","","","","","","","","","","","",""
