"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"LYTLE ISD","Spring 2016","7","112","1585","58","11","42","111","1634","64","13","36","113","3548","49","3","51","","","","","","","","","","",
"LYTLE ISD","Spring 2016","8","107","1649","79","9","21","87","1602","53","0","47","","","","","","109","3839","75","12","25","109","3628","58","7","42",
"LYTLE ISD","May 2016","5","43","1400","28","0","72","38","1471","39","0","61","","","","","","","","","","","","","","","",
"LYTLE ISD","May 2016","8","23","1564","39","0","61","41","1591","51","0","49","","","","","","","","","","","","","","","",
"MABANK ISD","Spring 2016","3","256","1468","82","32","18","257","1497","86","25","14","","","","","","","","","","","","","","","",
"MABANK ISD","Spring 2016","4","235","1546","88","20","12","236","1601","88","31","12","232","4024","81","22","19","","","","","","","","","","",
"MABANK ISD","Spring 2016","5","220","1559","80","20","20","225","1604","86","14","14","","","","","","222","4039","92","16","8","","","","","",
"MABANK ISD","Spring 2016","6","228","1600","74","19","26","229","1635","80","14","20","","","","","","","","","","","","","","","",
"MABANK ISD","Spring 2016","7","235","1654","79","24","21","164","1630","74","3","26","237","3861","72","9","28","","","","","","","","","","",
"MABANK ISD","Spring 2016","8","254","1707","89","22","11","242","1702","82","14","18","","","","","","252","4031","86","21","14","252","3809","71","20","29",
"MABANK ISD","May 2016","5","50","1433","40","0","60","33","1515","70","0","30","","","","","","","","","","","","","","","",
"MABANK ISD","May 2016","8","27","1537","26","0","74","44","1613","64","0","36","","","","","","","","","","","","","","","",
"MADISONVILLE CISD","Spring 2016","3","169","1412","69","18","31","165","1483","86","16","14","","","","","","","","","","","","","","","",
"MADISONVILLE CISD","Spring 2016","4","160","1491","68","17","32","156","1518","63","12","37","160","3722","61","8","39","","","","","","","","","","",
"MADISONVILLE CISD","Spring 2016","5","159","1540","74","16","26","157","1606","81","16","19","","","","","","156","3734","68","7","32","","","","","",
"MADISONVILLE CISD","Spring 2016","6","140","1558","64","12","36","136","1636","81","15","19","","","","","","","","","","","","","","","",
"MADISONVILLE CISD","Spring 2016","7","150","1629","69","16","31","147","1664","81","12","19","150","3810","63","7","37","","","","","","","","","","",
"MADISONVILLE CISD","Spring 2016","8","162","1673","85","12","15","124","1672","83","3","17","","","","","","163","3935","82","17","18","164","3705","62","8","38",
"MADISONVILLE CISD","May 2016","5","43","1418","33","0","67","30","1500","63","0","37","","","","","","","","","","","","","","","",
"MADISONVILLE CISD","May 2016","8","25","1560","40","0","60","23","1620","70","0","30","","","","","","","","","","","","","","","",
"MAGNOLIA ISD","Spring 2016","3","936","1427","72","21","28","955","1453","76","15","24","","","","","","","","","","","","","","","",
"MAGNOLIA ISD","Spring 2016","4","863","1528","81","20","19","879","1570","81","20","19","867","3863","72","14","28","","","","","","","","","","",
"MAGNOLIA ISD","Spring 2016","5","849","1576","78","27","22","858","1607","79","19","21","","","","","","849","3890","79","13","21","","","","","",
"MAGNOLIA ISD","Spring 2016","6","929","1608","75","21","25","922","1642","77","19","23","","","","","","","","","","","","","","","",
"MAGNOLIA ISD","Spring 2016","7","963","1655","78","25","22","945","1661","74","17","26","956","3934","75","15","25","","","","","","","","","","",
"MAGNOLIA ISD","Spring 2016","8","959","1699","87","22","13","677","1624","62","2","38","","","","","","945","4056","85","26","15","942","3850","73","20","27",
"MAGNOLIA ISD","May 2016","5","188","1427","34","1","66","177","1473","43","0","57","","","","","","","","","","","","","","","",
"MAGNOLIA ISD","May 2016","8","126","1555","43","0","57","249","1595","53","0","47","","","","","","","","","","","","","","","",
"MALAKOFF ISD","Spring 2016","3","103","1533","95","50","5","102","1545","93","36","7","","","","","","","","","","","","","","","",
"MALAKOFF ISD","Spring 2016","4","90","1555","92","23","8","90","1641","97","39","3","91","4020","88","21","12","","","","","","","","","","",
"MALAKOFF ISD","Spring 2016","5","100","1624","94","38","6","101","1644","95","19","5","","","","","","99","3987","89","15","11","","","","","",
"MALAKOFF ISD","Spring 2016","6","93","1586","75","15","25","87","1622","78","13","22","","","","","","","","","","","","","","","",
"MALAKOFF ISD","Spring 2016","7","92","1666","83","22","17","92","1693","83","21","17","91","3834","78","5","22","","","","","","","","","","",
"MALAKOFF ISD","Spring 2016","8","78","1690","88","14","12","78","1695","79","9","21","","","","","","79","3974","85","15","15","78","3760","68","9","32",
"MALAKOFF ISD","May 2016","5","6","1437","50","0","50","5","1477","20","0","80","","","","","","","","","","","","","","","",
"MALAKOFF ISD","May 2016","8","9","1555","33","0","67","16","1585","38","0","63","","","","","","","","","","","","","","",""
