"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"DEKALB ISD","Spring 2016","8","62","1674","81","19","19","43","1653","77","0","23","","","","","","62","3744","58","11","42","62","3660","50","18","50",
"DEKALB ISD","May 2016","5","18","1414","33","0","67","18","1492","61","0","39","","","","","","","","","","","","","","","",
"DEKALB ISD","May 2016","8","12","1559","50","0","50","10","1636","70","0","30","","","","","","","","","","","","","","","",
"DEL VALLE ISD","Spring 2016","3","866","1375","57","10","43","873","1432","70","14","30","","","","","","","","","","","","","","","",
"DEL VALLE ISD","Spring 2016","4","812","1462","62","9","38","835","1514","65","14","35","811","3588","54","4","46","","","","","","","","","","",
"DEL VALLE ISD","Spring 2016","5","748","1511","62","12","38","765","1577","73","13","27","","","","","","751","3794","75","8","25","","","","","",
"DEL VALLE ISD","Spring 2016","6","766","1530","52","8","48","766","1570","57","6","43","","","","","","","","","","","","","","","",
"DEL VALLE ISD","Spring 2016","7","802","1601","60","11","40","595","1576","49","2","51","807","3667","59","5","41","","","","","","","","","","",
"DEL VALLE ISD","Spring 2016","8","748","1644","72","11","28","757","1657","71","4","29","","","","","","731","3764","69","9","31","730","3576","52","6","48",
"DEL VALLE ISD","May 2016","5","279","1400","18","0","82","206","1483","47","0","53","","","","","","","","","","","","","","","",
"DEL VALLE ISD","May 2016","8","216","1540","31","0","69","204","1580","44","0","56","","","","","","","","","","","","","","","",
"DELL CITY ISD","Spring 2016","3","5","1408","80","20","20","5","1417","80","0","20","","","","","","","","","","","","","","","",
"DELL CITY ISD","Spring 2016","4","3","-","-","-","-","3","-","-","-","-","4","-","-","-","-","","","","","","","","","","",
"DELL CITY ISD","Spring 2016","5","3","-","-","-","-","3","-","-","-","-","","","","","","3","-","-","-","-","","","","","",
"DELL CITY ISD","Spring 2016","6","5","1639","80","20","20","5","1638","60","20","40","","","","","","","","","","","","","","","",
"DELL CITY ISD","Spring 2016","7","3","-","-","-","-","3","-","-","-","-","3","-","-","-","-","","","","","","","","","","",
"DELL CITY ISD","Spring 2016","8","7","1515","29","0","71","7","1492","0","0","100","","","","","","7","3224","14","0","86","7","3155","14","0","86",
"DELL CITY ISD","May 2016","5","1","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"DELL CITY ISD","May 2016","8","5","1472","0","0","100","7","1549","14","0","86","","","","","","","","","","","","","","","",
"DENISON ISD","Spring 2016","3","302","1451","78","26","22","307","1470","81","18","19","","","","","","","","","","","","","","","",
"DENISON ISD","Spring 2016","4","306","1536","83","25","17","323","1551","73","23","27","308","3917","73","16","27","","","","","","","","","","",
"DENISON ISD","Spring 2016","5","321","1578","81","26","19","340","1613","82","21","18","","","","","","338","3865","77","12","23","","","","","",
"DENISON ISD","Spring 2016","6","318","1588","68","19","32","318","1638","78","17","22","","","","","","","","","","","","","","","",
"DENISON ISD","Spring 2016","7","307","1639","72","21","28","308","1639","70","12","30","312","3771","67","6","33","","","","","","","","","","",
"DENISON ISD","Spring 2016","8","332","1657","76","14","24","250","1622","64","1","36","","","","","","328","3747","66","14","34","327","3681","59","14","41",
"DENISON ISD","May 2016","5","64","1415","34","0","66","61","1484","39","0","61","","","","","","","","","","","","","","","",
"DENISON ISD","May 2016","8","79","1530","29","1","71","88","1555","38","0","63","","","","","","","","","","","","","","","",
"DENTON ISD","Spring 2016","3","1853","1458","79","28","21","2037","1473","81","19","19","","","","","","","","","","","","","","","",
"DENTON ISD","Spring 2016","4","1798","1533","82","22","18","1990","1563","79","21","21","1780","3891","74","16","26","","","","","","","","","","",
"DENTON ISD","Spring 2016","5","1843","1590","84","30","16","1974","1617","81","21","19","","","","","","1976","3864","80","12","20","","","","","",
"DENTON ISD","Spring 2016","6","2022","1617","79","23","21","1983","1657","82","20","18","","","","","","","","","","","","","","","",
"DENTON ISD","Spring 2016","7","2020","1670","80","27","20","1973","1685","82","21","18","2040","3952","77","16","23","","","","","","","","","","",
"DENTON ISD","Spring 2016","8","1995","1711","89","24","11","1749","1702","84","11","16","","","","","","1989","3987","81","21","19","1973","3843","72","20","28",
"DENTON ISD","May 2016","5","306","1446","46","2","54","360","1489","48","0","53","","","","","","","","","","","","","","","",
"DENTON ISD","May 2016","8","233","1568","44","1","56","297","1597","52","1","48","","","","","","","","","","","","","","","",
"DENVER CITY ISD","Spring 2016","3","133","1400","68","13","32","124","1400","59","7","41","","","","","","","","","","","","","","","",
"DENVER CITY ISD","Spring 2016","4","94","1510","81","12","19","91","1497","64","8","36","94","3715","59","9","41","","","","","","","","","","",
"DENVER CITY ISD","Spring 2016","5","120","1569","81","25","19","118","1599","80","14","20","","","","","","121","3853","85","9","15","","","","","",
"DENVER CITY ISD","Spring 2016","6","106","1564","66","12","34","102","1629","84","13","16","","","","","","","","","","","","","","","",
"DENVER CITY ISD","Spring 2016","7","110","1631","72","13","28","108","1631","67","12","33","109","3819","75","5","25","","","","","","","","","","",
"DENVER CITY ISD","Spring 2016","8","105","1661","85","5","15","99","1742","95","13","5","","","","","","101","3655","64","2","36","101","3601","53","5","47",
"DENVER CITY ISD","May 2016","5","24","1424","38","0","63","27","1519","70","0","30","","","","","","","","","","","","","","","",
"DENVER CITY ISD","May 2016","8","18","1535","11","0","89","6","1544","33","0","67","","","","","","","","","","","","","","","",
"DESOTO ISD","Spring 2016","3","626","1407","64","16","36","620","1397","58","7","42","","","","","","","","","","","","","","","",
"DESOTO ISD","Spring 2016","4","637","1468","66","9","34","637","1454","42","5","58","637","3587","53","6","47","","","","","","","","","","",
"DESOTO ISD","Spring 2016","5","658","1509","60","15","40","657","1520","55","6","45","","","","","","660","3581","55","4","45","","","","","",
"DESOTO ISD","Spring 2016","6","674","1532","56","6","44","668","1539","45","3","55","","","","","","","","","","","","","","","",
"DESOTO ISD","Spring 2016","7","696","1609","64","12","36","691","1594","54","5","46","700","3677","61","5","39","","","","","","","","","","",
"DESOTO ISD","Spring 2016","8","707","1660","81","10","19","539","1586","44","0","56","","","","","","707","3718","66","8","34","706","3534","48","4","52",
"DESOTO ISD","May 2016","5","264","1406","22","0","78","300","1473","39","0","61","","","","","","","","","","","","","","","",
"DESOTO ISD","May 2016","8","135","1559","37","2","63","301","1585","46","0","54","","","","","","","","","","","","","","","",
"DETROIT ISD","Spring 2016","3","46","1383","76","9","24","46","1363","52","2","48","","","","","","","","","","","","","","","",
"DETROIT ISD","Spring 2016","4","27","1440","59","0","41","27","1472","63","4","37","27","3462","41","0","59","","","","","","","","","","",
"DETROIT ISD","Spring 2016","5","28","1520","64","25","36","26","1463","35","0","65","","","","","","28","3514","64","0","36","","","","","",
"DETROIT ISD","Spring 2016","6","34","1563","68","12","32","33","1525","36","3","64","","","","","","","","","","","","","","","",
"DETROIT ISD","Spring 2016","7","31","1598","65","10","35","31","1552","48","0","52","31","3648","58","3","42","","","","","","","","","","",
"DETROIT ISD","Spring 2016","8","32","1666","84","16","16","32","1596","44","3","56","","","","","","31","3833","68","16","32","32","3637","53","13","47",
"DETROIT ISD","May 2016","5","10","1392","20","0","80","19","1470","37","0","63","","","","","","","","","","","","","","","",
"DETROIT ISD","May 2016","8","5","1580","60","0","40","19","1582","42","0","58","","","","","","","","","","","","","","","",
"DEVERS ISD","Spring 2016","3","21","1449","71","33","29","21","1536","76","38","24","","","","","","","","","","","","","","","",
"DEVERS ISD","Spring 2016","4","20","1611","100","45","0","20","1747","100","90","0","20","4571","95","55","5","","","","","","","","","","",
"DEVERS ISD","Spring 2016","5","23","1614","96","35","4","23","1722","96","61","4","","","","","","23","4032","96","9","4","","","","","",
"DEVERS ISD","Spring 2016","6","17","1642","82","24","18","17","1704","94","24","6","","","","","","","","","","","","","","","",
"DEVERS ISD","Spring 2016","7","16","1686","75","31","25","16","1693","81","19","19","14","4172","93","21","7","","","","","","","","","","",
"DEVERS ISD","Spring 2016","8","11","1741","100","36","0","5","1734","100","20","0","","","","","","12","4345","92","50","8","12","4022","92","25","8",
"DEVERS ISD","May 2016","5","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"DEVERS ISD","May 2016","8","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"DEVINE ISD","Spring 2016","3","135","1432","76","20","24","135","1435","68","13","32","","","","","","","","","","","","","","","",
"DEVINE ISD","Spring 2016","4","154","1503","77","14","23","156","1527","71","12","29","151","3683","66","6","34","","","","","","","","","","",
"DEVINE ISD","Spring 2016","5","153","1565","80","22","20","153","1610","88","18","12","","","","","","151","3861","83","11","17","","","","","",
"DEVINE ISD","Spring 2016","6","116","1614","79","22","21","114","1602","75","8","25","","","","","","","","","","","","","","","",
"DEVINE ISD","Spring 2016","7","146","1628","69","18","31","147","1618","61","7","39","146","3854","68","12","32","","","","","","","","","","",
"DEVINE ISD","Spring 2016","8","126","1691","87","18","13","121","1688","80","8","20","","","","","","122","3917","84","13","16","124","3751","65","12","35",
"DEVINE ISD","May 2016","5","32","1448","41","0","59","20","1509","60","0","40","","","","","","","","","","","","","","","",
"DEVINE ISD","May 2016","8","18","1556","33","0","67","25","1563","28","0","72","","","","","","","","","","","","","","","",
"DEW ISD","Spring 2016","3","20","1375","65","0","35","20","1369","45","0","55","","","","","","","","","","","","","","","",
"DEW ISD","Spring 2016","4","19","1548","95","16","5","19","1588","84","21","16","19","4023","100","11","0","","","","","","","","","","",
"DEW ISD","Spring 2016","5","12","1559","83","8","17","12","1650","83","33","17","","","","","","12","3729","83","0","17","","","","","",
"DEW ISD","Spring 2016","6","16","1658","100","25","0","16","1660","88","6","13","","","","","","","","","","","","","","","",
"DEW ISD","Spring 2016","7","11","1678","100","9","0","11","1610","73","0","27","11","3919","100","0","0","","","","","","","","","","",
"DEW ISD","Spring 2016","8","11","1718","100","9","0","6","1693","100","0","0","","","","","","11","3965","82","0","18","11","3976","100","18","0",
"DEW ISD","May 2016","5","2","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","",""
