"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"TEXAS EMPOWERMENT ACADEMY (227805)","Spring 2016","5","29","1549","79","24","21","29","1581","69","24","31","","","","","","28","3667","68","4","32","","","","","",
"TEXAS EMPOWERMENT ACADEMY (227805)","Spring 2016","6","22","1564","64","9","36","23","1610","83","9","17","","","","","","","","","","","","","","","",
"TEXAS EMPOWERMENT ACADEMY (227805)","Spring 2016","7","26","1604","62","0","38","25","1618","76","0","24","26","3628","65","0","35","","","","","","","","","","",
"TEXAS EMPOWERMENT ACADEMY (227805)","Spring 2016","8","17","1661","76","6","24","13","1625","69","0","31","","","","","","17","4001","88","18","12","17","3800","88","12","12",
"TEXAS EMPOWERMENT ACADEMY (227805)","May 2016","5","5","1381","20","0","80","8","1400","0","0","100","","","","","","","","","","","","","","","",
"TEXAS EMPOWERMENT ACADEMY (227805)","May 2016","8","3","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"TEXAS JUVENILE JUSTICE DEPARTMEN","Spring 2016","7","3","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"TEXAS JUVENILE JUSTICE DEPARTMEN","Spring 2016","8","7","1499","14","0","86","5","1514","0","0","100","","","","","","6","2950","0","0","100","6","3074","0","0","100",
"TEXAS JUVENILE JUSTICE DEPARTMEN","May 2016","8","5","1363","0","0","100","5","1486","0","0","100","","","","","","","","","","","","","","","",
"TEXAS LEADERSHIP","Spring 2016","3","245","1373","56","11","44","245","1373","53","5","47","","","","","","","","","","","","","","","",
"TEXAS LEADERSHIP","Spring 2016","4","307","1482","70","15","30","309","1499","58","10","42","309","3650","61","8","39","","","","","","","","","","",
"TEXAS LEADERSHIP","Spring 2016","5","225","1534","70","16","30","225","1515","52","3","48","","","","","","223","3513","47","2","53","","","","","",
"TEXAS LEADERSHIP","Spring 2016","6","173","1542","55","11","45","173","1547","49","1","51","","","","","","","","","","","","","","","",
"TEXAS LEADERSHIP","Spring 2016","7","136","1621","66","17","34","136","1614","65","6","35","138","3802","69","10","31","","","","","","","","","","",
"TEXAS LEADERSHIP","Spring 2016","8","89","1687","89","18","11","76","1634","68","0","32","","","","","","88","3801","70","13","30","87","3547","47","9","53",
"TEXAS LEADERSHIP","May 2016","5","69","1404","29","0","71","104","1455","29","0","71","","","","","","","","","","","","","","","",
"TEXAS LEADERSHIP","May 2016","8","9","1565","44","0","56","25","1600","64","0","36","","","","","","","","","","","","","","","",
"TEXAS PREPARATORY SCHOOL (105802)","Spring 2016","4","","","","","","","","","","","26","4011","73","19","27","","","","","","","","","","",
"TEXAS PREPARATORY SCHOOL (105802)","Spring 2016","5","26","1562","88","12","12","26","1640","69","50","31","","","","","","","","","","","","","","","",
"TEXAS SCH FOR THE BLIND & VISUAL","Spring 2016","3","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"TEXAS SCH FOR THE BLIND & VISUAL","Spring 2016","4","4","-","-","-","-","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","",
"TEXAS SCH FOR THE BLIND & VISUAL","Spring 2016","5","1","-","-","-","-","1","-","-","-","-","","","","","","1","-","-","-","-","","","","","",
"TEXAS SCH FOR THE BLIND & VISUAL","Spring 2016","6","4","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"TEXAS SCH FOR THE BLIND & VISUAL","Spring 2016","7","4","-","-","-","-","3","-","-","-","-","4","-","-","-","-","","","","","","","","","","",
"TEXAS SCH FOR THE BLIND & VISUAL","Spring 2016","8","8","1496","13","0","88","10","1556","40","0","60","","","","","","9","3134","0","0","100","9","3190","22","0","78",
"TEXAS SCH FOR THE BLIND & VISUAL","May 2016","8","5","1512","20","0","80","5","1466","0","0","100","","","","","","","","","","","","","","","",
"TEXAS SCH FOR THE DEAF","Spring 2016","3","10","1239","20","0","80","10","1289","10","0","90","","","","","","","","","","","","","","","",
"TEXAS SCH FOR THE DEAF","Spring 2016","4","6","1409","33","0","67","6","1378","17","0","83","7","3220","43","0","57","","","","","","","","","","",
"TEXAS SCH FOR THE DEAF","Spring 2016","5","13","1367","8","0","92","13","1405","8","0","92","","","","","","14","3181","14","0","86","","","","","",
"TEXAS SCH FOR THE DEAF","Spring 2016","6","29","1412","17","3","83","28","1530","36","4","64","","","","","","","","","","","","","","","",
"TEXAS SCH FOR THE DEAF","Spring 2016","7","23","1449","17","0","83","23","1545","26","9","74","23","2912","9","0","91","","","","","","","","","","",
"TEXAS SCH FOR THE DEAF","Spring 2016","8","28","1495","21","0","79","30","1609","50","3","50","","","","","","30","3425","40","0","60","30","3185","13","0","87",
"TEXAS SCH FOR THE DEAF","May 2016","5","13","1367","15","0","85","13","1382","8","0","92","","","","","","","","","","","","","","","",
"TEXAS SCH FOR THE DEAF","May 2016","8","23","1477","0","0","100","15","1551","27","0","73","","","","","","","","","","","","","","","",
"TEXAS SCHOOL OF THE ARTS (220814)","Spring 2016","3","36","1533","86","42","14","36","1487","83","28","17","","","","","","","","","","","","","","","",
"TEXAS SCHOOL OF THE ARTS (220814)","Spring 2016","4","35","1583","89","40","11","35","1567","89","11","11","35","4116","83","26","17","","","","","","","","","","",
"TEXAS SCHOOL OF THE ARTS (220814)","Spring 2016","5","39","1610","90","36","10","39","1638","95","23","5","","","","","","39","3851","82","5","18","","","","","",
"TEXAS SCHOOL OF THE ARTS (220814)","Spring 2016","6","36","1627","89","19","11","36","1675","89","25","11","","","","","","","","","","","","","","","",
"TEXAS SCHOOL OF THE ARTS (220814)","Spring 2016","7","36","1639","78","19","22","36","1610","56","8","44","36","3684","58","3","42","","","","","","","","","","",
"TEXAS SCHOOL OF THE ARTS (220814)","Spring 2016","8","29","1716","93","24","7","15","1596","40","0","60","","","","","","29","3845","66","17","34","29","3663","66","7","34",
"TEXAS SCHOOL OF THE ARTS (220814)","May 2016","5","4","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"TEXAS SCHOOL OF THE ARTS (220814)","May 2016","8","2","-","-","-","-","9","1595","56","0","44","","","","","","","","","","","","","","","",
"TEXAS SERENITY ACADEMY (170801)","Spring 2016","3","38","1399","68","13","32","39","1517","87","31","13","","","","","","","","","","","","","","","",
"TEXAS SERENITY ACADEMY (170801)","Spring 2016","4","43","1471","81","7","19","43","1487","67","7","33","43","3844","77","9","23","","","","","","","","","","",
"TEXAS SERENITY ACADEMY (170801)","Spring 2016","5","50","1606","88","30","12","50","1653","90","28","10","","","","","","50","3802","88","4","12","","","","","",
"TEXAS SERENITY ACADEMY (170801)","Spring 2016","6","42","1592","79","14","21","42","1592","67","5","33","","","","","","","","","","","","","","","",
"TEXAS SERENITY ACADEMY (170801)","Spring 2016","7","43","1667","95","12","5","43","1704","86","21","14","46","3868","80","7","20","","","","","","","","","","",
"TEXAS SERENITY ACADEMY (170801)","Spring 2016","8","46","1734","96","28","4","46","1768","93","24","7","","","","","","45","4117","80","29","20","45","4136","73","51","27",
"TEXAS SERENITY ACADEMY (170801)","May 2016","5","5","1489","60","0","40","4","-","-","-","-","","","","","","","","","","","","","","","",
"TEXAS SERENITY ACADEMY (170801)","May 2016","8","2","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"TEXAS TECH UNIVERSITY HIGH SCHOO","Spring 2016","4","2","-","-","-","-","2","-","-","-","-","2","-","-","-","-","","","","","","","","","","",
"TEXAS TECH UNIVERSITY HIGH SCHOO","Spring 2016","6","2","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"TEXAS TECH UNIVERSITY HIGH SCHOO","Spring 2016","7","4","-","-","-","-","2","-","-","-","-","5","3615","80","0","20","","","","","","","","","","",
"TEXAS TECH UNIVERSITY HIGH SCHOO","Spring 2016","8","7","1794","100","57","0","6","1655","83","17","17","","","","","","5","4060","100","0","0","6","3870","100","0","0",
"TEXAS TECH UNIVERSITY HIGH SCHOO","May 2016","8","1","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"TEXHOMA ISD","Spring 2016","3","19","1400","63","16","37","20","1412","60","5","40","","","","","","","","","","","","","","","",
"TEXHOMA ISD","Spring 2016","4","22","1467","68","14","32","22","1560","82","18","18","23","3625","57","4","43","","","","","","","","","","",
"TEXLINE ISD","Spring 2016","3","9","1401","67","22","33","9","1451","78","22","22","","","","","","","","","","","","","","","",
"TEXLINE ISD","Spring 2016","4","6","1525","83","0","17","6","1509","83","0","17","8","3729","63","0","38","","","","","","","","","","",
"TEXLINE ISD","Spring 2016","5","10","1622","80","40","20","10","1593","90","20","10","","","","","","10","3666","50","10","50","","","","","",
"TEXLINE ISD","Spring 2016","6","14","1519","57","0","43","14","1538","50","0","50","","","","","","","","","","","","","","","",
"TEXLINE ISD","Spring 2016","7","10","1652","80","20","20","10","1657","90","20","10","12","3823","58","17","42","","","","","","","","","","",
"TEXLINE ISD","Spring 2016","8","11","1623","73","9","27","12","1565","42","0","58","","","","","","11","3287","18","0","82","11","3535","27","9","73",
"TEXLINE ISD","May 2016","5","2","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"TEXLINE ISD","May 2016","8","4","-","-","-","-","7","1543","43","0","57","","","","","","","","","","","","","","","",
"THE LAWSON ACADEMY (101864)","Spring 2016","6","37","1541","57","8","43","37","1584","57","5","43","","","","","","","","","","","","","","","",
"THE LAWSON ACADEMY (101864)","Spring 2016","7","51","1559","53","2","47","51","1577","59","4","41","51","3659","63","0","37","","","","","","","","","","",
"THE LAWSON ACADEMY (101864)","Spring 2016","8","40","1619","65","5","35","40","1577","33","0","68","","","","","","41","3574","59","0","41","41","3608","54","2","46",
"THE LAWSON ACADEMY (101864)","May 2016","8","15","1548","27","0","73","29","1544","24","0","76","","","","","","","","","","","","","","","",
"THE PRO-VISION ACADEMY","Spring 2016","5","15","1435","33","7","67","16","1431","25","0","75","","","","","","16","3366","50","0","50","","","","","",
"THE PRO-VISION ACADEMY","Spring 2016","6","44","1471","34","0","66","44","1491","25","0","75","","","","","","","","","","","","","","","",
"THE PRO-VISION ACADEMY","Spring 2016","7","57","1542","40","4","60","57","1518","21","2","79","59","3507","46","0","54","","","","","","","","","","",
"THE PRO-VISION ACADEMY","Spring 2016","8","48","1562","38","0","63","48","1533","19","0","81","","","","","","46","3343","33","2","67","46","3154","9","0","91",
"THE PRO-VISION ACADEMY","May 2016","5","11","1392","36","0","64","13","1452","38","0","62","","","","","","","","","","","","","","","",
"THE PRO-VISION ACADEMY","May 2016","8","29","1531","28","0","72","37","1546","22","0","78","","","","","","","","","","","","","","","",
"THE RHODES SCHOOL (101861)","Spring 2016","3","88","1421","78","14","22","88","1428","73","9","27","","","","","","","","","","","","","","","",
"THE RHODES SCHOOL (101861)","Spring 2016","4","64","1512","80","9","20","64","1505","66","8","34","65","3792","66","11","34","","","","","","","","","","",
"THE RHODES SCHOOL (101861)","Spring 2016","5","51","1531","73","16","27","51","1580","75","12","25","","","","","","50","3696","78","2","22","","","","","",
"THE RHODES SCHOOL (101861)","Spring 2016","6","39","1557","69","10","31","39","1582","67","5","33","","","","","","","","","","","","","","","",
"THE RHODES SCHOOL (101861)","Spring 2016","7","25","1693","88","32","12","25","1683","84","20","16","27","4053","78","19","22","","","","","","","","","","",
"THE RHODES SCHOOL (101861)","May 2016","5","13","1438","54","0","46","12","1476","42","0","58","","","","","","","","","","","","","","","",
"THE VARNETT PUBLIC SCHOOL","Spring 2016","3","182","1388","62","11","38","172","1410","69","5","31","","","","","","","","","","","","","","","",
"THE VARNETT PUBLIC SCHOOL","Spring 2016","4","165","1487","70","12","30","160","1541","76","14","24","168","3725","70","7","30","","","","","","","","","","",
"THE VARNETT PUBLIC SCHOOL","Spring 2016","5","137","1544","81","15","19","137","1594","79","17","21","","","","","","137","3773","74","7","26","","","","","",
"THE VARNETT PUBLIC SCHOOL","May 2016","5","26","1455","50","4","50","29","1521","69","0","31","","","","","","","","","","","","","","","",
"THORNDALE ISD","Spring 2016","3","38","1408","71","16","29","38","1425","66","13","34","","","","","","","","","","","","","","","",
"THORNDALE ISD","Spring 2016","4","38","1567","84","34","16","37","1600","89","35","11","37","4013","81","16","19","","","","","","","","","","",
"THORNDALE ISD","Spring 2016","5","40","1550","78","13","23","40","1578","80","10","20","","","","","","40","3595","53","0","48","","","","","",
"THORNDALE ISD","Spring 2016","6","51","1601","71","16","29","51","1597","69","10","31","","","","","","","","","","","","","","","",
"THORNDALE ISD","Spring 2016","7","39","1650","77","23","23","39","1707","82","28","18","39","3733","62","5","38","","","","","","","","","","",
"THORNDALE ISD","Spring 2016","8","45","1700","84","22","16","24","1771","100","17","0","","","","","","44","3832","66","14","34","44","3877","75","18","25",
"THORNDALE ISD","May 2016","5","9","1391","0","0","100","8","1463","13","0","88","","","","","","","","","","","","","","","",
"THORNDALE ISD","May 2016","8","7","1573","43","0","57","","","","","","","","","","","","","","","","","","","","",
"THRALL ISD","Spring 2016","3","43","1469","91","30","9","42","1452","79","2","21","","","","","","","","","","","","","","","",
"THRALL ISD","Spring 2016","4","52","1531","87","19","13","52","1540","75","13","25","52","3945","79","15","21","","","","","","","","","","",
"THRALL ISD","Spring 2016","5","43","1546","77","21","23","43","1567","70","9","30","","","","","","42","3815","79","7","21","","","","","",
"THRALL ISD","Spring 2016","6","37","1612","81","27","19","37","1701","100","27","0","","","","","","","","","","","","","","","",
"THRALL ISD","Spring 2016","7","55","1678","82","35","18","35","1637","83","0","17","57","3984","81","14","19","","","","","","","","","","",
"THRALL ISD","Spring 2016","8","38","1675","82","18","18","49","1708","92","10","8","","","","","","38","3663","55","8","45","38","3566","50","5","50",
"THRALL ISD","May 2016","5","10","1345","0","0","100","12","1423","8","0","92","","","","","","","","","","","","","","","",
"THRALL ISD","May 2016","8","7","1561","29","0","71","4","-","-","-","-","","","","","","","","","","","","","","","",
"THREE RIVERS ISD","Spring 2016","3","56","1404","70","20","30","56","1424","68","14","32","","","","","","","","","","","","","","","",
"THREE RIVERS ISD","Spring 2016","4","45","1453","67","9","33","45","1475","56","7","44","43","3523","47","7","53","","","","","","","","","","",
"THREE RIVERS ISD","Spring 2016","5","35","1525","77","17","23","35","1596","71","23","29","","","","","","34","3706","71","12","29","","","","","",
"THREE RIVERS ISD","Spring 2016","6","48","1621","75","29","25","48","1660","67","23","33","","","","","","","","","","","","","","","",
"THREE RIVERS ISD","Spring 2016","7","43","1606","70","7","30","39","1630","74","8","26","40","3804","85","0","15","","","","","","","","","","",
"THREE RIVERS ISD","Spring 2016","8","55","1678","85","13","15","48","1663","77","0","23","","","","","","55","3657","53","5","47","55","3675","60","13","40",
"THREE RIVERS ISD","May 2016","5","7","1376","0","0","100","10","1474","50","0","50","","","","","","","","","","","","","","","",
"THREE RIVERS ISD","May 2016","8","8","1559","38","0","63","11","1582","45","0","55","","","","","","","","","","","","","","","",
"THREE WAY ISD","Spring 2016","3","10","1364","60","0","40","10","1428","80","10","20","","","","","","","","","","","","","","","",
"THREE WAY ISD","Spring 2016","4","11","1517","91","9","9","11","1561","82","9","18","11","4246","91","27","9","","","","","","","","","","",
"THREE WAY ISD","Spring 2016","5","12","1566","67","25","33","12","1590","83","17","17","","","","","","12","3640","50","0","50","","","","","",
"THREE WAY ISD","Spring 2016","6","11","1545","45","18","55","11","1528","36","0","64","","","","","","","","","","","","","","","",
"THREE WAY ISD","Spring 2016","7","6","1709","100","17","0","6","1661","83","0","17","7","3777","57","0","43","","","","","","","","","","",
"THREE WAY ISD","Spring 2016","8","6","1701","100","33","0","6","1702","100","17","0","","","","","","6","4012","83","33","17","6","3590","50","0","50",
"THREE WAY ISD","May 2016","5","4","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","",""
