"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"NORTHSIDE ISD (015915)","Spring 2016","4","7290","1524","80","20","20","7275","1558","77","21","23","7314","3816","69","13","31","","","","","","","","","","",
"NORTHSIDE ISD (015915)","Spring 2016","5","7197","1584","82","28","18","7153","1639","87","25","13","","","","","","7161","3844","79","9","21","","","","","",
"NORTHSIDE ISD (015915)","Spring 2016","6","7060","1602","75","20","25","6976","1630","74","15","26","","","","","","","","","","","","","","","",
"NORTHSIDE ISD (015915)","Spring 2016","7","7109","1653","77","22","23","6995","1662","75","15","25","7164","3886","73","13","27","","","","","","","","","","",
"NORTHSIDE ISD (015915)","Spring 2016","8","7283","1693","86","20","14","5349","1644","70","3","30","","","","","","7166","3938","78","19","22","7155","3776","67","16","33",
"NORTHSIDE ISD (015915)","May 2016","5","1299","1430","37","1","63","951","1491","52","1","48","","","","","","","","","","","","","","","",
"NORTHSIDE ISD (015915)","May 2016","8","1036","1561","42","1","58","1620","1586","48","0","52","","","","","","","","","","","","","","","",
"NORTHSIDE ISD (244905)","Spring 2016","3","14","1411","57","14","43","14","1418","64","14","36","","","","","","","","","","","","","","","",
"NORTHSIDE ISD (244905)","Spring 2016","4","18","1443","56","6","44","18","1448","44","0","56","18","3459","33","0","67","","","","","","","","","","",
"NORTHSIDE ISD (244905)","Spring 2016","5","18","1511","72","6","28","20","1494","65","0","35","","","","","","18","3398","28","0","72","","","","","",
"NORTHSIDE ISD (244905)","Spring 2016","6","19","1525","58","5","42","19","1520","26","5","74","","","","","","","","","","","","","","","",
"NORTHSIDE ISD (244905)","Spring 2016","7","16","1622","81","6","19","16","1606","69","0","31","16","3829","88","0","13","","","","","","","","","","",
"NORTHSIDE ISD (244905)","Spring 2016","8","20","1634","65","5","35","16","1620","56","0","44","","","","","","20","3580","50","5","50","20","3416","45","0","55",
"NORTHSIDE ISD (244905)","May 2016","5","5","1396","20","0","80","6","1468","17","0","83","","","","","","","","","","","","","","","",
"NORTHSIDE ISD (244905)","May 2016","8","7","1539","29","0","71","7","1584","29","0","71","","","","","","","","","","","","","","","",
"NORTHWEST ISD","Spring 2016","3","1654","1477","84","34","16","1635","1494","83","24","17","","","","","","","","","","","","","","","",
"NORTHWEST ISD","Spring 2016","4","1638","1548","83","28","17","1636","1584","81","28","19","1636","3970","77","20","23","","","","","","","","","","",
"NORTHWEST ISD","Spring 2016","5","1608","1603","86","34","14","1611","1645","86","28","14","","","","","","1623","3909","82","12","18","","","","","",
"NORTHWEST ISD","Spring 2016","6","1598","1622","80","25","20","783","1569","66","2","34","","","","","","","","","","","","","","","",
"NORTHWEST ISD","Spring 2016","7","1566","1689","86","33","14","1615","1694","84","21","16","1561","4174","86","25","14","","","","","","","","","","",
"NORTHWEST ISD","Spring 2016","8","1520","1722","92","28","8","1641","1704","86","10","14","","","","","","1510","4136","89","29","11","1506","3943","80","24","20",
"NORTHWEST ISD","May 2016","5","243","1431","41","2","59","230","1478","40","1","60","","","","","","","","","","","","","","","",
"NORTHWEST ISD","May 2016","8","122","1566","43","2","57","204","1595","54","0","46","","","","","","","","","","","","","","","",
"NOVA ACADEMY (057809)","Spring 2016","3","19","1411","68","21","32","19","1416","68","0","32","","","","","","","","","","","","","","","",
"NOVA ACADEMY (SOUTHEAST) (057827)","Spring 2016","3","74","1353","45","8","55","74","1354","50","4","50","","","","","","","","","","","","","","","",
"NOVA ACADEMY (SOUTHEAST) (057827)","Spring 2016","4","81","1449","56","7","44","81","1458","49","7","51","81","3817","70","12","30","","","","","","","","","","",
"NOVA ACADEMY (SOUTHEAST) (057827)","Spring 2016","5","73","1533","70","16","30","73","1539","67","5","33","","","","","","72","3526","42","1","58","","","","","",
"NOVA ACADEMY (SOUTHEAST) (057827)","Spring 2016","6","89","1601","85","15","15","89","1629","80","12","20","","","","","","","","","","","","","","","",
"NOVA ACADEMY (SOUTHEAST) (057827)","Spring 2016","7","73","1653","84","22","16","73","1688","86","16","14","73","3854","81","5","19","","","","","","","","","","",
"NOVA ACADEMY (SOUTHEAST) (057827)","Spring 2016","8","48","1728","96","23","4","48","1693","90","8","10","","","","","","48","4090","92","15","8","48","4099","88","33","13",
"NOVA ACADEMY (SOUTHEAST) (057827)","May 2016","5","21","1423","33","0","67","23","1460","30","0","70","","","","","","","","","","","","","","","",
"NOVA ACADEMY (SOUTHEAST) (057827)","May 2016","8","2","-","-","-","-","5","1571","40","0","60","","","","","","","","","","","","","","","",
"NUECES CANYON CISD","Spring 2016","3","19","1398","68","5","32","19","1444","74","16","26","","","","","","","","","","","","","","","",
"NUECES CANYON CISD","Spring 2016","4","17","1453","59","6","41","17","1476","47","0","53","17","3784","76","12","24","","","","","","","","","","",
"NUECES CANYON CISD","Spring 2016","5","25","1521","64","20","36","25","1501","48","0","52","","","","","","25","3628","64","0","36","","","","","",
"NUECES CANYON CISD","Spring 2016","6","14","1630","86","14","14","13","1612","69","15","31","","","","","","","","","","","","","","","",
"NUECES CANYON CISD","Spring 2016","7","13","1631","77","8","23","13","1641","92","0","8","13","3920","85","8","15","","","","","","","","","","",
"NUECES CANYON CISD","Spring 2016","8","22","1737","95","23","5","21","1690","81","10","19","","","","","","21","4033","90","29","10","21","3786","67","10","33",
"NUECES CANYON CISD","May 2016","5","10","1450","40","0","60","15","1444","33","0","67","","","","","","","","","","","","","","","",
"NUECES CANYON CISD","May 2016","8","1","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"NURSERY ISD","Spring 2016","3","15","1461","93","27","7","16","1494","88","31","13","","","","","","","","","","","","","","","",
"NURSERY ISD","Spring 2016","4","17","1524","94","12","6","17","1592","88","18","12","18","3851","78","6","22","","","","","","","","","","",
"NURSERY ISD","Spring 2016","5","11","1574","82","18","18","12","1635","92","17","8","","","","","","12","3851","83","17","17","","","","","",
"NURSERY ISD","May 2016","5","4","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"NYOS CHARTER SCHOOL (227804)","Spring 2016","3","72","1503","85","42","15","72","1553","89","42","11","","","","","","","","","","","","","","","",
"NYOS CHARTER SCHOOL (227804)","Spring 2016","4","68","1555","90","28","10","68","1565","74","25","26","69","3877","74","16","26","","","","","","","","","","",
"NYOS CHARTER SCHOOL (227804)","Spring 2016","5","65","1601","88","29","12","65","1674","94","32","6","","","","","","67","3781","78","3","22","","","","","",
"NYOS CHARTER SCHOOL (227804)","Spring 2016","6","67","1681","90","39","10","66","1722","94","39","6","","","","","","","","","","","","","","","",
"NYOS CHARTER SCHOOL (227804)","Spring 2016","7","68","1707","87","41","13","69","1732","90","30","10","69","3838","80","7","20","","","","","","","","","","",
"NYOS CHARTER SCHOOL (227804)","Spring 2016","8","65","1720","95","28","5","65","1721","86","18","14","","","","","","65","4151","91","28","9","66","4099","89","44","11",
"NYOS CHARTER SCHOOL (227804)","May 2016","5","11","1445","36","0","64","8","1499","50","0","50","","","","","","","","","","","","","","","",
"NYOS CHARTER SCHOOL (227804)","May 2016","8","3","-","-","-","-","8","1626","75","0","25","","","","","","","","","","","","","","","",
"OAKWOOD ISD","Spring 2016","3","8","1434","88","13","13","8","1508","88","25","13","","","","","","","","","","","","","","","",
"OAKWOOD ISD","Spring 2016","4","11","1551","100","9","0","11","1608","100","9","0","11","4144","100","18","0","","","","","","","","","","",
"OAKWOOD ISD","Spring 2016","5","12","1581","83","25","17","12","1606","92","8","8","","","","","","12","3755","75","0","25","","","","","",
"OAKWOOD ISD","Spring 2016","6","9","1643","100","22","0","9","1676","100","11","0","","","","","","","","","","","","","","","",
"OAKWOOD ISD","Spring 2016","7","18","1686","89","33","11","18","1694","94","17","6","18","4003","94","17","6","","","","","","","","","","",
"OAKWOOD ISD","Spring 2016","8","9","1694","89","22","11","9","1662","56","11","44","","","","","","9","3646","44","11","56","9","3540","33","0","67",
"OAKWOOD ISD","May 2016","5","2","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"OAKWOOD ISD","May 2016","8","1","-","-","-","-","5","1410","0","0","100","","","","","","","","","","","","","","","",
"ODEM-EDROY ISD","Spring 2016","3","70","1446","80","23","20","71","1500","86","21","14","","","","","","","","","","","","","","","",
"ODEM-EDROY ISD","Spring 2016","4","57","1508","82","21","18","57","1530","70","14","30","57","3830","79","9","21","","","","","","","","","","",
"ODEM-EDROY ISD","Spring 2016","5","67","1542","72","18","28","67","1563","66","12","34","","","","","","71","3667","62","4","38","","","","","",
"ODEM-EDROY ISD","Spring 2016","6","78","1561","63","9","37","77","1584","64","10","36","","","","","","","","","","","","","","","",
"ODEM-EDROY ISD","Spring 2016","7","60","1615","68","10","32","61","1608","62","5","38","60","3934","90","5","10","","","","","","","","","","",
"ODEM-EDROY ISD","Spring 2016","8","62","1682","85","19","15","50","1629","60","4","40","","","","","","60","3948","77","22","23","60","3635","52","7","48",
"ODEM-EDROY ISD","May 2016","5","22","1403","36","0","64","26","1481","50","0","50","","","","","","","","","","","","","","","",
"ODEM-EDROY ISD","May 2016","8","10","1578","50","0","50","20","1583","40","0","60","","","","","","","","","","","","","","","",
"O'DONNELL ISD","Spring 2016","3","31","1399","52","16","48","31","1404","58","10","42","","","","","","","","","","","","","","","",
"O'DONNELL ISD","Spring 2016","4","17","1513","82","12","18","17","1531","82","0","18","17","4045","76","18","24","","","","","","","","","","",
"O'DONNELL ISD","Spring 2016","5","24","1533","58","21","42","24","1606","75","17","25","","","","","","23","3795","70","22","30","","","","","",
"O'DONNELL ISD","Spring 2016","6","18","1482","33","0","67","17","1550","65","0","35","","","","","","","","","","","","","","","",
"O'DONNELL ISD","Spring 2016","7","26","1621","62","27","38","26","1719","92","31","8","26","3889","73","12","27","","","","","","","","","","",
"O'DONNELL ISD","Spring 2016","8","23","1626","74","0","26","22","1665","77","5","23","","","","","","22","3529","45","5","55","22","3399","36","0","64",
"O'DONNELL ISD","May 2016","5","9","1394","22","0","78","6","1554","83","0","17","","","","","","","","","","","","","","","",
"O'DONNELL ISD","May 2016","8","7","1507","0","0","100","6","1527","33","0","67","","","","","","","","","","","","","","","",
"ODYSSEY ACADEMY INC","Spring 2016","3","109","1404","65","20","35","109","1472","83","19","17","","","","","","","","","","","","","","","",
"ODYSSEY ACADEMY INC","Spring 2016","4","114","1488","64","13","36","114","1549","75","21","25","114","3767","62","10","38","","","","","","","","","","",
"ODYSSEY ACADEMY INC","Spring 2016","5","92","1525","67","13","33","91","1557","63","11","37","","","","","","92","3715","65","4","35","","","","","",
"ODYSSEY ACADEMY INC","Spring 2016","6","80","1548","55","13","45","80","1593","63","6","38","","","","","","","","","","","","","","","",
"ODYSSEY ACADEMY INC","Spring 2016","7","69","1585","59","7","41","69","1624","67","13","33","69","3487","45","0","55","","","","","","","","","","",
"ODYSSEY ACADEMY INC","Spring 2016","8","81","1664","83","7","17","69","1637","65","1","35","","","","","","81","3838","70","10","30","80","3584","51","6","49",
"ODYSSEY ACADEMY INC","May 2016","5","30","1416","30","0","70","35","1476","37","0","63","","","","","","","","","","","","","","","",
"ODYSSEY ACADEMY INC","May 2016","8","14","1552","36","0","64","24","1581","50","0","50","","","","","","","","","","","","","","","",
"OGLESBY ISD","Spring 2016","3","17","1303","47","0","53","17","1324","29","6","71","","","","","","","","","","","","","","","",
"OGLESBY ISD","Spring 2016","4","7","1481","43","14","57","7","1423","14","14","86","7","3411","43","0","57","","","","","","","","","","",
"OGLESBY ISD","Spring 2016","5","9","1511","67","11","33","9","1510","44","22","56","","","","","","9","3692","67","0","33","","","","","",
"OGLESBY ISD","Spring 2016","6","16","1525","50","0","50","16","1535","44","0","56","","","","","","","","","","","","","","","",
"OGLESBY ISD","Spring 2016","7","10","1640","70","10","30","10","1636","70","0","30","10","3871","70","10","30","","","","","","","","","","",
"OGLESBY ISD","Spring 2016","8","16","1656","81","6","19","16","1638","63","0","38","","","","","","16","3562","63","0","38","16","3718","81","13","19",
"OGLESBY ISD","May 2016","5","3","-","-","-","-","5","1409","20","0","80","","","","","","","","","","","","","","","",
"OGLESBY ISD","May 2016","8","3","-","-","-","-","6","1591","33","0","67","","","","","","","","","","","","","","","",
"OLFEN ISD","Spring 2016","3","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"OLFEN ISD","Spring 2016","4","4","-","-","-","-","3","-","-","-","-","4","-","-","-","-","","","","","","","","","","",
"OLFEN ISD","Spring 2016","5","9","1481","56","0","44","9","1483","56","0","44","","","","","","9","3590","67","0","33","","","","","",
"OLFEN ISD","Spring 2016","6","3","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"OLFEN ISD","Spring 2016","7","6","1598","67","0","33","5","1633","80","20","20","6","3561","67","0","33","","","","","","","","","","",
"OLFEN ISD","Spring 2016","8","5","1706","100","20","0","5","1662","80","0","20","","","","","","5","3903","60","20","40","5","3973","80","40","20",
"OLFEN ISD","May 2016","5","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"OLFEN ISD","May 2016","8","","","","","","1","-","-","-","-","","","","","","","","","","","","","","","",
"OLNEY ISD","Spring 2016","3","49","1462","82","29","18","47","1452","74","13","26","","","","","","","","","","","","","","","",
"OLNEY ISD","Spring 2016","4","50","1548","92","24","8","50","1601","88","28","12","51","4155","82","35","18","","","","","","","","","","",
"OLNEY ISD","Spring 2016","5","46","1590","93","26","7","46","1717","100","50","0","","","","","","47","4110","98","28","2","","","","","",
"OLNEY ISD","Spring 2016","6","50","1575","66","12","34","54","1627","74","13","26","","","","","","","","","","","","","","","",
"OLNEY ISD","Spring 2016","7","33","1668","82","30","18","36","1679","83","19","17","39","3788","69","5","31","","","","","","","","","","",
"OLNEY ISD","Spring 2016","8","34","1686","82","18","18","35","1664","66","9","34","","","","","","37","3668","57","3","43","37","3608","51","8","49",
"OLNEY ISD","May 2016","5","3","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"OLNEY ISD","May 2016","8","9","1572","56","0","44","14","1580","36","0","64","","","","","","","","","","","","","","","",
"OLTON ISD","Spring 2016","3","38","1400","68","18","32","38","1436","74","13","26","","","","","","","","","","","","","","","",
"OLTON ISD","Spring 2016","4","39","1498","79","13","21","40","1526","73","10","28","46","3658","61","7","39","","","","","","","","","","",
"OLTON ISD","Spring 2016","5","39","1546","74","26","26","39","1577","74","13","26","","","","","","39","3718","64","8","36","","","","","",
"OLTON ISD","Spring 2016","6","41","1602","80","12","20","41","1613","76","7","24","","","","","","","","","","","","","","","",
"OLTON ISD","Spring 2016","7","47","1676","81","32","19","47","1711","81","21","19","55","3738","67","5","33","","","","","","","","","","",
"OLTON ISD","Spring 2016","8","55","1645","73","11","27","53","1646","64","4","36","","","","","","52","3825","73","10","27","52","3622","54","6","46",
"OLTON ISD","May 2016","5","10","1410","20","0","80","10","1474","40","0","60","","","","","","","","","","","","","","","",
"OLTON ISD","May 2016","8","14","1578","57","0","43","18","1589","44","0","56","","","","","","","","","","","","","","","",
"ONALASKA ISD","Spring 2016","3","74","1461","84","24","16","74","1481","86","18","14","","","","","","","","","","","","","","","",
"ONALASKA ISD","Spring 2016","4","70","1529","89","13","11","67","1595","93","21","7","69","3924","78","12","22","","","","","","","","","","",
"ONALASKA ISD","Spring 2016","5","65","1558","77","18","23","65","1580","72","11","28","","","","","","71","3757","73","4","27","","","","","",
"ONALASKA ISD","Spring 2016","6","63","1593","78","16","22","63","1618","87","8","13","","","","","","","","","","","","","","","",
"ONALASKA ISD","Spring 2016","7","63","1658","78","24","22","65","1669","82","11","18","65","3821","72","6","28","","","","","","","","","","",
"ONALASKA ISD","Spring 2016","8","65","1686","86","15","14","57","1683","68","9","32","","","","","","65","3839","78","11","22","67","3817","73","19","27",
"ONALASKA ISD","May 2016","5","17","1432","24","0","76","20","1510","70","0","30","","","","","","","","","","","","","","","",
"ONALASKA ISD","May 2016","8","11","1594","55","0","45","21","1607","48","0","52","","","","","","","","","","","","","","",""
