"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"PEARSALL ISD","Spring 2016","3","141","1389","59","9","41","141","1403","66","7","34","","","","","","","","","","","","","","","",
"PEARSALL ISD","Spring 2016","4","152","1461","60","9","40","154","1442","42","2","58","160","3585","54","5","46","","","","","","","","","","",
"PEARSALL ISD","Spring 2016","5","163","1477","44","12","56","163","1463","34","3","66","","","","","","164","3461","42","3","58","","","","","",
"PEARSALL ISD","Spring 2016","6","124","1505","44","9","56","123","1544","50","1","50","","","","","","","","","","","","","","","",
"PEARSALL ISD","Spring 2016","7","132","1585","54","10","46","132","1608","59","10","41","130","3673","58","5","42","","","","","","","","","","",
"PEARSALL ISD","Spring 2016","8","163","1625","66","12","34","122","1570","35","0","65","","","","","","161","3549","47","6","53","161","3490","36","6","64",
"PEARSALL ISD","May 2016","5","90","1395","24","0","76","107","1440","27","0","73","","","","","","","","","","","","","","","",
"PEARSALL ISD","May 2016","8","56","1558","43","0","57","81","1579","48","0","52","","","","","","","","","","","","","","","",
"PEASTER ISD","Spring 2016","3","72","1463","85","29","15","72","1492","82","29","18","","","","","","","","","","","","","","","",
"PEASTER ISD","Spring 2016","4","65","1530","80","23","20","65","1529","68","14","32","68","3809","68","10","32","","","","","","","","","","",
"PEASTER ISD","Spring 2016","5","100","1558","75","25","25","102","1574","74","14","26","","","","","","101","3977","83","20","17","","","","","",
"PEASTER ISD","Spring 2016","6","71","1588","73","8","27","71","1630","82","14","18","","","","","","","","","","","","","","","",
"PEASTER ISD","Spring 2016","7","75","1654","77","23","23","74","1681","89","9","11","75","3805","75","4","25","","","","","","","","","","",
"PEASTER ISD","Spring 2016","8","87","1660","79","13","21","87","1682","77","10","23","","","","","","89","3687","58","3","42","89","3456","38","3","62",
"PEASTER ISD","May 2016","5","24","1400","21","0","79","26","1469","46","0","54","","","","","","","","","","","","","","","",
"PEASTER ISD","May 2016","8","19","1539","32","0","68","21","1550","24","0","76","","","","","","","","","","","","","","","",
"PECOS-BARSTOW-TOYAH ISD","Spring 2016","3","204","1411","70","17","30","206","1425","68","9","32","","","","","","","","","","","","","","","",
"PECOS-BARSTOW-TOYAH ISD","Spring 2016","4","160","1490","73","10","28","163","1508","68","6","32","159","3761","73","6","27","","","","","","","","","","",
"PECOS-BARSTOW-TOYAH ISD","Spring 2016","5","152","1520","64","15","36","154","1582","77","12","23","","","","","","161","3762","71","8","29","","","","","",
"PECOS-BARSTOW-TOYAH ISD","Spring 2016","6","163","1530","55","6","45","156","1547","46","1","54","","","","","","","","","","","","","","","",
"PECOS-BARSTOW-TOYAH ISD","Spring 2016","7","177","1612","62","12","38","173","1595","54","5","46","178","3757","66","7","34","","","","","","","","","","",
"PECOS-BARSTOW-TOYAH ISD","Spring 2016","8","180","1649","74","11","26","175","1688","81","10","19","","","","","","175","3979","85","16","15","175","3633","54","11","46",
"PECOS-BARSTOW-TOYAH ISD","May 2016","5","53","1401","23","0","77","35","1494","60","0","40","","","","","","","","","","","","","","","",
"PECOS-BARSTOW-TOYAH ISD","May 2016","8","47","1539","21","0","79","33","1594","48","0","52","","","","","","","","","","","","","","","",
"PEGASUS SCHOOL OF LIBERAL ARTS A","Spring 2016","3","44","1347","52","7","48","44","1346","45","0","55","","","","","","","","","","","","","","","",
"PEGASUS SCHOOL OF LIBERAL ARTS A","Spring 2016","4","38","1446","55","3","45","38","1443","42","0","58","38","3512","45","5","55","","","","","","","","","","",
"PEGASUS SCHOOL OF LIBERAL ARTS A","Spring 2016","5","38","1488","55","8","45","39","1555","74","8","26","","","","","","40","3640","55","5","45","","","","","",
"PEGASUS SCHOOL OF LIBERAL ARTS A","Spring 2016","6","70","1568","63","9","37","70","1583","66","6","34","","","","","","","","","","","","","","","",
"PEGASUS SCHOOL OF LIBERAL ARTS A","Spring 2016","7","67","1601","66","13","34","67","1591","52","3","48","67","3693","58","6","42","","","","","","","","","","",
"PEGASUS SCHOOL OF LIBERAL ARTS A","Spring 2016","8","65","1642","71","8","29","65","1603","49","5","51","","","","","","62","3709","69","6","31","62","3605","48","10","52",
