"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"JACKSBORO ISD","Spring 2016","7","64","1630","72","16","28","60","1644","70","13","30","61","4061","84","20","16","","","","","","","","","","",
"JACKSBORO ISD","Spring 2016","8","74","1665","84","8","16","56","1695","89","0","11","","","","","","69","3765","75","6","25","69","3690","59","10","41",
"JACKSBORO ISD","May 2016","5","23","1427","30","0","70","22","1464","32","0","68","","","","","","","","","","","","","","","",
"JACKSBORO ISD","May 2016","8","12","1536","33","0","67","6","1600","33","0","67","","","","","","","","","","","","","","","",
"JACKSONVILLE ISD","Spring 2016","3","268","1438","75","21","25","374","1455","78","14","22","","","","","","","","","","","","","","","",
"JACKSONVILLE ISD","Spring 2016","4","297","1519","81","18","19","400","1550","79","18","21","290","3822","72","10","28","","","","","","","","","","",
"JACKSONVILLE ISD","Spring 2016","5","306","1526","73","13","27","339","1572","76","8","24","","","","","","327","3660","64","4","36","","","","","",
"JACKSONVILLE ISD","Spring 2016","6","340","1562","66","11","34","342","1586","68","6","32","","","","","","","","","","","","","","","",
"JACKSONVILLE ISD","Spring 2016","7","329","1615","64","12","36","328","1625","64","10","36","323","3837","72","8","28","","","","","","","","","","",
"JACKSONVILLE ISD","Spring 2016","8","357","1665","79","13","21","271","1614","57","1","43","","","","","","354","3755","68","10","32","352","3680","60","11","40",
"JACKSONVILLE ISD","May 2016","5","87","1400","28","2","72","84","1492","55","0","45","","","","","","","","","","","","","","","",
"JACKSONVILLE ISD","May 2016","8","77","1547","30","0","70","115","1595","45","0","55","","","","","","","","","","","","","","","",
"JARRELL ISD","Spring 2016","3","106","1413","70","15","30","104","1422","67","11","33","","","","","","","","","","","","","","","",
"JARRELL ISD","Spring 2016","4","104","1470","69","8","31","104","1527","69","13","31","105","3715","62","8","38","","","","","","","","","","",
"JARRELL ISD","Spring 2016","5","106","1520","67","8","33","107","1528","62","4","38","","","","","","109","3709","69","4","31","","","","","",
"JARRELL ISD","Spring 2016","6","88","1557","66","13","34","88","1568","56","3","44","","","","","","","","","","","","","","","",
"JARRELL ISD","Spring 2016","7","91","1639","77","15","23","69","1586","57","3","43","91","3779","68","8","32","","","","","","","","","","",
"JARRELL ISD","Spring 2016","8","91","1664","85","9","15","91","1629","65","0","35","","","","","","89","3766","72","9","28","89","3670","60","8","40",
"JARRELL ISD","May 2016","5","37","1414","27","0","73","42","1486","38","0","62","","","","","","","","","","","","","","","",
"JARRELL ISD","May 2016","8","13","1559","62","0","38","31","1596","52","0","48","","","","","","","","","","","","","","","",
"JASPER ISD","Spring 2016","3","183","1402","63","18","37","183","1413","64","10","36","","","","","","","","","","","","","","","",
"JASPER ISD","Spring 2016","4","175","1439","46","7","54","175","1454","40","9","60","189","3523","44","8","56","","","","","","","","","","",
"JASPER ISD","Spring 2016","5","180","1525","63","19","37","179","1555","66","8","34","","","","","","179","3637","59","6","41","","","","","",
"JASPER ISD","Spring 2016","6","140","1558","66","10","34","140","1608","70","15","30","","","","","","","","","","","","","","","",
"JASPER ISD","Spring 2016","7","161","1592","60","13","40","160","1624","58","14","42","166","3754","63","10","37","","","","","","","","","","",
"JASPER ISD","Spring 2016","8","165","1653","76","10","24","166","1663","73","7","27","","","","","","164","3701","61","9","39","165","3502","41","7","59",
"JASPER ISD","May 2016","5","68","1412","28","0","72","61","1444","25","0","75","","","","","","","","","","","","","","","",
"JASPER ISD","May 2016","8","44","1565","41","2","59","43","1602","44","0","56","","","","","","","","","","","","","","","",
"JAYTON-GIRARD ISD","Spring 2016","3","5","1509","80","40","20","5","1746","100","100","0","","","","","","","","","","","","","","","",
"JAYTON-GIRARD ISD","Spring 2016","4","9","1544","100","11","0","9","1560","78","11","22","9","4292","100","33","0","","","","","","","","","","",
"JAYTON-GIRARD ISD","Spring 2016","5","6","1622","100","33","0","6","1783","83","50","17","","","","","","7","3964","100","14","0","","","","","",
"JAYTON-GIRARD ISD","Spring 2016","6","11","1608","73","27","27","11","1638","91","27","9","","","","","","","","","","","","","","","",
"JAYTON-GIRARD ISD","Spring 2016","7","3","-","-","-","-","3","-","-","-","-","3","-","-","-","-","","","","","","","","","","",
"JAYTON-GIRARD ISD","Spring 2016","8","11","1666","82","9","18","8","1590","25","0","75","","","","","","11","3676","55","0","45","11","3601","45","9","55",
"JAYTON-GIRARD ISD","May 2016","5","","","","","","1","-","-","-","-","","","","","","","","","","","","","","","",
"JAYTON-GIRARD ISD","May 2016","8","2","-","-","-","-","6","1591","50","0","50","","","","","","","","","","","","","","","",
"JEAN MASSIEU ACADEMY (057819)","Spring 2016","3","22","1358","45","14","55","22","1383","50","5","50","","","","","","","","","","","","","","","",
"JEAN MASSIEU ACADEMY (057819)","Spring 2016","4","14","1465","71","7","29","14","1422","29","0","71","14","3680","64","7","36","","","","","","","","","","",
"JEAN MASSIEU ACADEMY (057819)","Spring 2016","5","16","1421","25","0","75","16","1389","6","0","94","","","","","","16","3089","13","0","88","","","","","",
"JEAN MASSIEU ACADEMY (057819)","Spring 2016","6","13","1588","92","8","8","13","1572","62","8","38","","","","","","","","","","","","","","","",
"JEAN MASSIEU ACADEMY (057819)","Spring 2016","7","5","1576","60","0","40","5","1514","0","0","100","5","3536","40","0","60","","","","","","","","","","",
"JEAN MASSIEU ACADEMY (057819)","Spring 2016","8","10","1650","80","20","20","9","1619","67","0","33","","","","","","9","3541","56","0","44","10","3666","70","10","30",
"JEAN MASSIEU ACADEMY (057819)","May 2016","5","12","1396","25","0","75","15","1411","7","0","93","","","","","","","","","","","","","","","",
"JEAN MASSIEU ACADEMY (057819)","May 2016","8","2","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"JEFFERSON ISD","Spring 2016","3","82","1461","79","28","21","82","1439","72","12","28","","","","","","","","","","","","","","","",
"JEFFERSON ISD","Spring 2016","4","64","1526","80","17","20","64","1525","73","13","27","63","3963","79","21","21","","","","","","","","","","",
"JEFFERSON ISD","Spring 2016","5","83","1556","78","18","22","83","1562","73","7","27","","","","","","84","3639","57","2","43","","","","","",
"JEFFERSON ISD","Spring 2016","6","77","1568","65","9","35","75","1535","47","0","53","","","","","","","","","","","","","","","",
"JEFFERSON ISD","Spring 2016","7","94","1588","59","6","41","96","1590","55","1","45","94","3685","63","2","37","","","","","","","","","","",
"JEFFERSON ISD","Spring 2016","8","73","1696","99","16","1","71","1587","41","0","59","","","","","","74","3732","70","4","30","74","3562","50","3","50",
"JEFFERSON ISD","May 2016","5","20","1427","35","0","65","24","1483","63","0","38","","","","","","","","","","","","","","","",
"JEFFERSON ISD","May 2016","8","1","-","-","-","-","42","1575","33","0","67","","","","","","","","","","","","","","","",
"JIM HOGG COUNTY ISD","Spring 2016","3","100","1358","49","11","51","99","1383","49","3","51","","","","","","","","","","","","","","","",
"JIM HOGG COUNTY ISD","Spring 2016","4","88","1432","56","5","44","88","1524","66","13","34","88","3490","49","5","51","","","","","","","","","","",
"JIM HOGG COUNTY ISD","Spring 2016","5","87","1494","57","10","43","87","1547","64","13","36","","","","","","87","3597","57","5","43","","","","","",
"JIM HOGG COUNTY ISD","Spring 2016","6","73","1520","44","7","56","78","1555","56","3","44","","","","","","","","","","","","","","","",
"JIM HOGG COUNTY ISD","Spring 2016","7","80","1599","58","10","43","84","1589","48","5","52","80","3754","73","5","28","","","","","","","","","","",
"JIM HOGG COUNTY ISD","Spring 2016","8","77","1659","73","13","27","63","1609","57","0","43","","","","","","77","3784","71","12","29","77","3660","61","10","39",
"JIM HOGG COUNTY ISD","May 2016","5","37","1404","30","0","70","31","1471","39","0","61","","","","","","","","","","","","","","","",
"JIM HOGG COUNTY ISD","May 2016","8","22","1538","27","0","73","28","1563","29","0","71","","","","","","","","","","","","","","","",
"JIM NED CISD","Spring 2016","3","82","1538","94","51","6","82","1483","90","17","10","","","","","","","","","","","","","","","",
"JIM NED CISD","Spring 2016","4","84","1578","93","39","7","84","1614","94","32","6","84","4305","89","39","11","","","","","","","","","","",
"JIM NED CISD","Spring 2016","5","93","1656","96","46","4","93","1656","95","25","5","","","","","","92","3914","83","13","17","","","","","",
"JIM NED CISD","Spring 2016","6","86","1633","84","26","16","86","1639","79","13","21","","","","","","","","","","","","","","","",
"JIM NED CISD","Spring 2016","7","98","1681","85","29","15","97","1679","87","18","13","98","3997","86","10","14","","","","","","","","","","",
"JIM NED CISD","Spring 2016","8","87","1730","91","29","9","54","1713","91","7","9","","","","","","85","4000","82","15","18","85","3925","81","22","19",
"JIM NED CISD","May 2016","5","3","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"JIM NED CISD","May 2016","8","8","1538","25","0","75","4","-","-","-","-","","","","","","","","","","","","","","",""
