"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"GEORGETOWN ISD","Spring 2016","4","791","1514","77","19","23","792","1552","73","21","27","787","3823","67","15","33","","","","","","","","","","",
"GEORGETOWN ISD","Spring 2016","5","803","1571","77","28","23","809","1612","79","22","21","","","","","","817","3747","70","7","30","","","","","",
"GEORGETOWN ISD","Spring 2016","6","828","1599","72","22","28","819","1627","75","14","25","","","","","","","","","","","","","","","",
"GEORGETOWN ISD","Spring 2016","7","767","1646","72","22","28","763","1639","67","14","33","769","3796","70","8","30","","","","","","","","","","",
"GEORGETOWN ISD","Spring 2016","8","828","1678","82","17","18","574","1603","51","1","49","","","","","","826","3851","70","15","30","823","3661","59","12","41",
"GEORGETOWN ISD","May 2016","5","201","1423","31","1","69","179","1478","44","1","56","","","","","","","","","","","","","","","",
"GEORGETOWN ISD","May 2016","8","162","1558","38","2","62","284","1572","37","0","63","","","","","","","","","","","","","","","",
"GHOLSON ISD","Spring 2016","3","14","1355","43","14","57","14","1413","57","14","43","","","","","","","","","","","","","","","",
"GHOLSON ISD","Spring 2016","4","22","1461","59","0","41","21","1528","67","14","33","23","3808","57","22","43","","","","","","","","","","",
"GHOLSON ISD","Spring 2016","5","17","1550","65","24","35","17","1605","82","12","18","","","","","","17","3779","82","6","18","","","","","",
"GHOLSON ISD","Spring 2016","6","14","1526","50","0","50","14","1562","64","0","36","","","","","","","","","","","","","","","",
"GHOLSON ISD","Spring 2016","7","16","1607","56","6","44","16","1645","75","13","25","17","3723","65","6","35","","","","","","","","","","",
"GHOLSON ISD","Spring 2016","8","26","1644","69","8","31","26","1677","81","4","19","","","","","","26","3755","65","15","35","25","3477","40","4","60",
"GHOLSON ISD","May 2016","5","6","1420","33","0","67","3","-","-","-","-","","","","","","","","","","","","","","","",
"GHOLSON ISD","May 2016","8","9","1523","22","0","78","6","1567","50","0","50","","","","","","","","","","","","","","","",
"GIDDINGS ISD","Spring 2016","3","127","1383","59","10","41","127","1400","65","6","35","","","","","","","","","","","","","","","",
"GIDDINGS ISD","Spring 2016","4","145","1457","56","8","44","145","1482","57","6","43","138","3589","51","5","49","","","","","","","","","","",
"GIDDINGS ISD","Spring 2016","5","125","1536","72","14","28","125","1579","79","10","21","","","","","","131","3710","67","4","33","","","","","",
"GIDDINGS ISD","Spring 2016","6","122","1543","60","10","40","120","1590","68","7","33","","","","","","","","","","","","","","","",
"GIDDINGS ISD","Spring 2016","7","131","1595","53","15","47","116","1604","63","3","37","132","3734","64","8","36","","","","","","","","","","",
"GIDDINGS ISD","Spring 2016","8","119","1667","78","14","22","106","1743","95","12","5","","","","","","115","4154","86","32","14","115","4052","84","33","16",
"GIDDINGS ISD","May 2016","5","41","1399","20","0","80","31","1471","32","0","68","","","","","","","","","","","","","","","",
"GIDDINGS ISD","May 2016","8","27","1553","44","0","56","6","1614","67","0","33","","","","","","","","","","","","","","","",
"GILMER ISD","Spring 2016","3","177","1373","54","11","46","178","1419","66","12","34","","","","","","","","","","","","","","","",
"GILMER ISD","Spring 2016","4","186","1462","60","8","40","187","1529","69","16","31","188","3556","47","6","53","","","","","","","","","","",
"GILMER ISD","Spring 2016","5","165","1500","59","12","41","166","1546","62","9","38","","","","","","195","3702","67","7","33","","","","","",
"GILMER ISD","Spring 2016","6","166","1597","70","20","30","164","1624","77","13","23","","","","","","","","","","","","","","","",
"GILMER ISD","Spring 2016","7","175","1615","63","17","37","176","1650","64","15","36","188","3686","60","6","40","","","","","","","","","","",
"GILMER ISD","Spring 2016","8","178","1673","81","15","19","178","1646","62","6","38","","","","","","178","3701","61","11","39","178","3731","63","13","37",
"GILMER ISD","May 2016","5","68","1409","24","0","76","63","1464","38","0","62","","","","","","","","","","","","","","","",
"GILMER ISD","May 2016","8","34","1530","29","0","71","66","1582","45","0","55","","","","","","","","","","","","","","","",
"GLADEWATER ISD","Spring 2016","3","132","1377","60","7","40","132","1413","63","10","37","","","","","","","","","","","","","","","",
"GLADEWATER ISD","Spring 2016","4","100","1520","76","20","24","100","1513","63","11","37","100","3864","74","18","26","","","","","","","","","","",
"GLADEWATER ISD","Spring 2016","5","109","1508","62","16","38","110","1551","65","9","35","","","","","","110","3745","65","13","35","","","","","",
"GLADEWATER ISD","Spring 2016","6","135","1546","59","11","41","135","1590","65","10","35","","","","","","","","","","","","","","","",
"GLADEWATER ISD","Spring 2016","7","116","1610","59","15","41","116","1618","61","6","39","112","3663","56","4","44","","","","","","","","","","",
"GLADEWATER ISD","Spring 2016","8","125","1655","76","9","24","125","1653","64","7","36","","","","","","123","3626","60","7","40","121","3428","36","2","64",
"GLADEWATER ISD","May 2016","5","38","1391","16","0","84","39","1474","38","3","62","","","","","","","","","","","","","","","",
"GLADEWATER ISD","May 2016","8","30","1556","37","0","63","43","1564","30","0","70","","","","","","","","","","","","","","","",
"GLASSCOCK COUNTY ISD","Spring 2016","3","20","1488","80","40","20","19","1561","95","53","5","","","","","","","","","","","","","","","",
"GLASSCOCK COUNTY ISD","Spring 2016","4","25","1514","72","12","28","25","1592","84","28","16","25","4061","80","32","20","","","","","","","","","","",
"GLASSCOCK COUNTY ISD","Spring 2016","5","27","1607","93","26","7","26","1612","81","15","19","","","","","","26","3646","65","0","35","","","","","",
"GLASSCOCK COUNTY ISD","Spring 2016","6","10","1604","70","30","30","10","1600","70","10","30","","","","","","","","","","","","","","","",
"GLASSCOCK COUNTY ISD","Spring 2016","7","24","1677","83","29","17","24","1716","92","17","8","24","4082","96","13","4","","","","","","","","","","",
"GLASSCOCK COUNTY ISD","Spring 2016","8","24","1722","96","25","4","26","1713","81","12","19","","","","","","24","3690","58","4","42","24","3566","54","4","46",
"GLASSCOCK COUNTY ISD","May 2016","5","2","-","-","-","-","5","1479","40","0","60","","","","","","","","","","","","","","","",
"GLASSCOCK COUNTY ISD","May 2016","8","1","-","-","-","-","5","1570","40","0","60","","","","","","","","","","","","","","","",
"GLEN ROSE ISD","Spring 2016","3","140","1498","89","41","11","138","1523","91","33","9","","","","","","","","","","","","","","","",
"GLEN ROSE ISD","Spring 2016","4","123","1544","88","20","12","123","1585","82","28","18","120","4077","82","25","18","","","","","","","","","","",
"GLEN ROSE ISD","Spring 2016","5","125","1584","86","28","14","133","1624","82","22","18","","","","","","131","3862","79","11","21","","","","","",
"GLEN ROSE ISD","Spring 2016","6","112","1605","75","20","25","85","1577","64","1","36","","","","","","","","","","","","","","","",
"GLEN ROSE ISD","Spring 2016","7","119","1670","87","20","13","114","1661","82","15","18","120","4018","90","12","10","","","","","","","","","","",
"GLEN ROSE ISD","Spring 2016","8","107","1726","95","24","5","103","1697","91","3","9","","","","","","104","4180","92","29","8","105","4054","91","31","9",
"GLEN ROSE ISD","May 2016","5","27","1425","33","0","67","28","1514","64","0","36","","","","","","","","","","","","","","","",
"GLEN ROSE ISD","May 2016","8","5","1607","40","0","60","9","1586","33","0","67","","","","","","","","","","","","","","","",
"GLOBAL LEARNING VILLAGE (101866)","Spring 2016","3","14","1371","57","14","43","14","1440","71","14","29","","","","","","","","","","","","","","","",
"GODLEY ISD","Spring 2016","3","121","1417","73","16","27","122","1465","75","18","25","","","","","","","","","","","","","","","",
"GODLEY ISD","Spring 2016","4","147","1499","73","14","27","146","1541","72","15","28","150","3727","59","12","41","","","","","","","","","","",
"GODLEY ISD","Spring 2016","5","116","1517","68","13","32","119","1559","68","8","32","","","","","","116","3673","64","5","36","","","","","",
"GODLEY ISD","Spring 2016","6","147","1563","66","10","34","147","1599","72","8","28","","","","","","","","","","","","","","","",
"GODLEY ISD","Spring 2016","7","117","1638","75","17","25","116","1643","73","10","27","116","3802","66","9","34","","","","","","","","","","",
"GODLEY ISD","Spring 2016","8","132","1664","78","17","22","111","1621","54","0","46","","","","","","139","3783","63","14","37","136","3585","49","9","51",
"GODLEY ISD","May 2016","5","38","1421","26","0","74","38","1452","39","0","61","","","","","","","","","","","","","","","",
"GODLEY ISD","May 2016","8","35","1541","29","0","71","55","1592","47","0","53","","","","","","","","","","","","","","","",
"GOLD BURG ISD","Spring 2016","3","7","1372","57","0","43","7","1406","57","0","43","","","","","","","","","","","","","","","",
"GOLD BURG ISD","Spring 2016","4","6","1460","50","0","50","6","1429","50","0","50","6","3592","50","17","50","","","","","","","","","","",
"GOLD BURG ISD","Spring 2016","5","8","1500","50","25","50","8","1495","50","0","50","","","","","","9","3380","33","0","67","","","","","",
"GOLD BURG ISD","Spring 2016","6","9","1538","44","11","56","9","1542","44","0","56","","","","","","","","","","","","","","","",
"GOLD BURG ISD","Spring 2016","7","8","1589","63","13","38","8","1517","25","0","75","7","3398","29","0","71","","","","","","","","","","",
"GOLD BURG ISD","Spring 2016","8","9","1687","89","11","11","9","1625","56","11","44","","","","","","9","3268","33","0","67","9","3697","56","0","44",
"GOLD BURG ISD","May 2016","5","5","1356","0","0","100","5","1473","40","0","60","","","","","","","","","","","","","","","",
"GOLD BURG ISD","May 2016","8","1","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"GOLDEN RULE CHARTER SCHOOL (057835)","Spring 2016","3","128","1384","57","11","43","128","1465","77","20","23","","","","","","","","","","","","","","","",
"GOLDEN RULE CHARTER SCHOOL (057835)","Spring 2016","4","94","1453","57","6","43","95","1504","61","9","39","93","3599","55","2","45","","","","","","","","","","",
"GOLDEN RULE CHARTER SCHOOL (057835)","Spring 2016","5","89","1460","46","8","54","88","1517","58","5","42","","","","","","88","3644","56","6","44","","","","","",
"GOLDEN RULE CHARTER SCHOOL (057835)","Spring 2016","6","75","1567","65","12","35","73","1593","68","8","32","","","","","","","","","","","","","","","",
"GOLDEN RULE CHARTER SCHOOL (057835)","Spring 2016","7","61","1580","51","7","49","61","1605","59","8","41","61","3513","49","0","51","","","","","","","","","","",
"GOLDEN RULE CHARTER SCHOOL (057835)","Spring 2016","8","59","1629","75","5","25","58","1736","90","16","10","","","","","","59","3764","68","12","32","59","3606","56","7","44",
"GOLDEN RULE CHARTER SCHOOL (057835)","May 2016","5","47","1400","23","0","77","38","1451","24","0","76","","","","","","","","","","","","","","","",
"GOLDEN RULE CHARTER SCHOOL (057835)","May 2016","8","16","1540","19","0","81","6","1583","33","0","67","","","","","","","","","","","","","","","",
"GOLDTHWAITE ISD","Spring 2016","3","49","1457","76","29","24","49","1417","67","8","33","","","","","","","","","","","","","","","",
"GOLDTHWAITE ISD","Spring 2016","4","45","1573","93","31","7","45","1550","82","9","18","45","4089","82","22","18","","","","","","","","","","",
"GOLDTHWAITE ISD","Spring 2016","5","42","1594","90","29","10","43","1616","88","14","12","","","","","","43","3903","86","9","14","","","","","",
"GOLDTHWAITE ISD","Spring 2016","6","43","1665","91","40","9","43","1697","98","30","2","","","","","","","","","","","","","","","",
"GOLDTHWAITE ISD","Spring 2016","7","32","1689","88","22","13","32","1728","91","28","9","31","3951","87","13","13","","","","","","","","","","",
"GOLDTHWAITE ISD","Spring 2016","8","50","1706","90","22","10","40","1682","83","5","18","","","","","","53","4142","83","26","17","52","3823","67","19","33",
"GOLDTHWAITE ISD","May 2016","5","5","1474","60","0","40","5","1519","60","0","40","","","","","","","","","","","","","","","",
"GOLDTHWAITE ISD","May 2016","8","7","1626","43","29","57","7","1630","71","0","29","","","","","","","","","","","","","","","",
"GOLIAD ISD","Spring 2016","3","96","1400","63","22","38","96","1449","71","20","29","","","","","","","","","","","","","","","",
"GOLIAD ISD","Spring 2016","4","78","1489","68","17","32","78","1553","74","21","26","78","3873","81","9","19","","","","","","","","","","",
"GOLIAD ISD","Spring 2016","5","81","1557","75","21","25","81","1607","83","19","17","","","","","","81","3781","72","10","28","","","","","",
"GOLIAD ISD","Spring 2016","6","89","1565","67","9","33","88","1649","84","13","16","","","","","","","","","","","","","","","",
"GOLIAD ISD","Spring 2016","7","95","1654","73","25","27","94","1676","74","20","26","95","3916","79","15","21","","","","","","","","","","",
"GOLIAD ISD","Spring 2016","8","93","1691","86","25","14","76","1702","84","11","16","","","","","","93","3992","81","22","19","93","3684","59","12","41",
"GOLIAD ISD","May 2016","5","20","1417","20","5","80","14","1506","64","0","36","","","","","","","","","","","","","","","",
"GOLIAD ISD","May 2016","8","12","1603","50","0","50","12","1626","67","0","33","","","","","","","","","","","","","","","",
"GONZALES ISD","Spring 2016","3","192","1417","68","18","32","192","1452","79","13","21","","","","","","","","","","","","","","","",
"GONZALES ISD","Spring 2016","4","220","1498","69","17","31","221","1521","66","12","34","223","3676","62","6","38","","","","","","","","","","",
"GONZALES ISD","Spring 2016","5","213","1499","57","13","43","213","1550","65","8","35","","","","","","212","3613","56","5","44","","","","","",
"GONZALES ISD","Spring 2016","6","217","1537","52","14","48","217","1588","64","6","36","","","","","","","","","","","","","","","",
"GONZALES ISD","Spring 2016","7","204","1615","66","11","34","205","1636","63","12","37","203","3752","63","9","37","","","","","","","","","","",
"GONZALES ISD","Spring 2016","8","195","1667","79","15","21","157","1596","47","0","53","","","","","","193","3818","70","13","30","196","3668","60","12","40",
"GONZALES ISD","May 2016","5","92","1412","22","0","78","75","1471","35","0","65","","","","","","","","","","","","","","","",
"GONZALES ISD","May 2016","8","41","1560","41","0","59","83","1608","55","0","45","","","","","","","","","","","","","","","",
"GOODRICH ISD","Spring 2016","3","25","1328","40","12","60","25","1334","44","4","56","","","","","","","","","","","","","","","",
"GOODRICH ISD","Spring 2016","4","21","1431","52","0","48","21","1455","52","0","48","21","3521","62","0","38","","","","","","","","","","",
"GOODRICH ISD","Spring 2016","5","14","1491","64","14","36","14","1496","36","7","64","","","","","","14","3588","50","0","50","","","","","",
"GOODRICH ISD","Spring 2016","6","10","1549","60","0","40","10","1611","80","10","20","","","","","","","","","","","","","","","",
"GOODRICH ISD","Spring 2016","7","16","1604","75","0","25","14","1589","50","0","50","17","3574","53","0","47","","","","","","","","","","",
"GOODRICH ISD","Spring 2016","8","13","1667","92","15","8","7","1596","43","0","57","","","","","","14","3818","86","14","14","14","3535","50","0","50",
"GOODRICH ISD","May 2016","5","5","1383","0","0","100","9","1440","33","0","67","","","","","","","","","","","","","","","",
"GOODRICH ISD","May 2016","8","1","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","",""
