"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"VERIBEST ISD","Spring 2016","8","20","1714","75","30","25","20","1665","65","15","35","","","","","","20","3724","65","5","35","20","3659","60","5","40",
"VERIBEST ISD","May 2016","5","3","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"VERIBEST ISD","May 2016","8","5","1617","80","0","20","7","1608","43","0","57","","","","","","","","","","","","","","","",
"VERNON ISD","Spring 2016","3","154","1406","67","18","33","154","1427","68","11","32","","","","","","","","","","","","","","","",
"VERNON ISD","Spring 2016","4","166","1485","70","11","30","165","1525","69","12","31","169","3726","63","9","37","","","","","","","","","","",
"VERNON ISD","Spring 2016","5","173","1535","67","21","33","173","1621","82","21","18","","","","","","171","3695","69","5","31","","","","","",
"VERNON ISD","Spring 2016","6","143","1552","63","10","37","141","1561","52","4","48","","","","","","","","","","","","","","","",
"VERNON ISD","Spring 2016","7","148","1618","61","18","39","148","1642","63","18","37","147","3746","63","10","37","","","","","","","","","","",
"VERNON ISD","Spring 2016","8","135","1674","79","17","21","136","1653","65","4","35","","","","","","137","3711","69","11","31","135","3723","59","15","41",
"VERNON ISD","May 2016","5","57","1407","30","0","70","32","1492","50","0","50","","","","","","","","","","","","","","","",
"VERNON ISD","May 2016","8","34","1545","35","0","65","49","1553","24","0","76","","","","","","","","","","","","","","","",
"VICTORIA ISD","Spring 2016","3","1098","1400","65","14","35","1100","1432","69","13","31","","","","","","","","","","","","","","","",
"VICTORIA ISD","Spring 2016","4","1035","1486","66","15","34","1034","1509","61","13","39","1024","3676","60","9","40","","","","","","","","","","",
"VICTORIA ISD","Spring 2016","5","1021","1532","68","19","32","1021","1564","67","13","33","","","","","","1045","3644","60","5","40","","","","","",
"VICTORIA ISD","Spring 2016","6","914","1560","62","14","38","906","1590","61","10","39","","","","","","","","","","","","","","","",
"VICTORIA ISD","Spring 2016","7","894","1609","63","15","37","889","1619","59","10","41","906","3685","60","8","40","","","","","","","","","","",
"VICTORIA ISD","Spring 2016","8","918","1658","78","12","22","806","1650","65","6","35","","","","","","916","3825","71","14","29","908","3682","59","11","41",
"VICTORIA ISD","May 2016","5","343","1408","29","0","71","355","1466","40","0","60","","","","","","","","","","","","","","","",
"VICTORIA ISD","May 2016","8","209","1558","40","0","60","278","1582","47","0","53","","","","","","","","","","","","","","","",
"VICTORY PREP (101865)","Spring 2016","3","22","1365","41","18","59","22","1350","41","0","59","","","","","","","","","","","","","","","",
"VICTORY PREP (101865)","Spring 2016","4","25","1423","44","4","56","25","1498","60","8","40","23","3673","48","13","52","","","","","","","","","","",
"VICTORY PREP (101865)","Spring 2016","5","19","1472","53","5","47","19","1548","63","21","37","","","","","","19","3535","42","5","58","","","","","",
"VICTORY PREP (101865)","Spring 2016","6","35","1507","40","3","60","35","1513","37","0","63","","","","","","","","","","","","","","","",
"VICTORY PREP (101865)","Spring 2016","7","32","1630","69","16","31","31","1605","61","3","39","32","3731","66","3","34","","","","","","","","","","",
"VICTORY PREP (101865)","Spring 2016","8","44","1650","75","5","25","44","1610","48","0","52","","","","","","44","3479","50","0","50","43","3475","37","2","63",
"VICTORY PREP (101865)","May 2016","5","8","1440","63","0","38","7","1447","14","0","86","","","","","","","","","","","","","","","",
"VICTORY PREP (101865)","May 2016","8","10","1553","40","0","60","22","1563","36","0","64","","","","","","","","","","","","","","","",
"VIDOR ISD","Spring 2016","3","351","1423","75","18","25","356","1440","70","15","30","","","","","","","","","","","","","","","",
"VIDOR ISD","Spring 2016","4","331","1511","77","13","23","338","1566","82","20","18","329","3758","67","12","33","","","","","","","","","","",
"VIDOR ISD","Spring 2016","5","336","1526","68","18","32","335","1596","78","15","22","","","","","","331","3722","68","5","32","","","","","",
"VIDOR ISD","Spring 2016","6","329","1565","67","12","33","329","1630","80","14","20","","","","","","","","","","","","","","","",
"VIDOR ISD","Spring 2016","7","324","1611","65","12","35","329","1642","70","12","30","328","3756","63","9","37","","","","","","","","","","",
"VIDOR ISD","Spring 2016","8","335","1658","75","13","25","302","1656","75","2","25","","","","","","333","3794","70","11","30","335","3785","65","16","35",
"VIDOR ISD","May 2016","5","107","1416","34","0","66","76","1478","45","0","55","","","","","","","","","","","","","","","",
"VIDOR ISD","May 2016","8","84","1547","39","0","61","71","1563","37","0","63","","","","","","","","","","","","","","","",
"VILLAGE TECH SCHOOLS (057847)","Spring 2016","3","57","1407","58","21","42","57","1398","60","9","40","","","","","","","","","","","","","","","",
"VILLAGE TECH SCHOOLS (057847)","Spring 2016","4","57","1484","68","12","32","57","1469","53","7","47","58","3690","62","9","38","","","","","","","","","","",
"VILLAGE TECH SCHOOLS (057847)","Spring 2016","5","56","1555","80","21","20","57","1516","46","11","54","","","","","","56","3736","63","14","38","","","","","",
"VILLAGE TECH SCHOOLS (057847)","Spring 2016","6","76","1591","71","14","29","76","1585","64","9","36","","","","","","","","","","","","","","","",
"VILLAGE TECH SCHOOLS (057847)","Spring 2016","7","70","1687","87","37","13","70","1677","74","17","26","70","3966","84","11","16","","","","","","","","","","",
"VILLAGE TECH SCHOOLS (057847)","Spring 2016","8","","","","","","","","","","","","","","","","54","3899","74","19","26","54","3515","43","2","57",
"VILLAGE TECH SCHOOLS (057847)","May 2016","5","11","1415","27","0","73","31","1453","16","0","84","","","","","","","","","","","","","","","",
"VISTA DEL FUTURO CHARTER SCHOOL (071809)","Spring 2016","3","67","1495","87","33","13","67","1527","91","31","9","","","","","","","","","","","","","","","",
"VISTA DEL FUTURO CHARTER SCHOOL (071809)","Spring 2016","4","36","1559","97","28","3","36","1620","86","39","14","37","4140","86","22","14","","","","","","","","","","",
"VISTA DEL FUTURO CHARTER SCHOOL (071809)","Spring 2016","5","36","1605","92","36","8","37","1627","89","19","11","","","","","","37","3990","97","8","3","","","","","",
"VISTA DEL FUTURO CHARTER SCHOOL (071809)","Spring 2016","6","12","1624","75","25","25","12","1682","92","25","8","","","","","","","","","","","","","","","",
"VISTA DEL FUTURO CHARTER SCHOOL (071809)","May 2016","5","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"VYSEHRAD ISD","Spring 2016","3","12","1499","83","42","17","12","1507","92","33","8","","","","","","","","","","","","","","","",
"VYSEHRAD ISD","Spring 2016","4","7","1504","71","14","29","7","1551","86","0","14","7","3960","100","0","0","","","","","","","","","","",
"VYSEHRAD ISD","Spring 2016","5","14","1602","71","36","29","16","1588","75","6","25","","","","","","16","3713","63","0","38","","","","","",
"VYSEHRAD ISD","Spring 2016","6","6","1755","83","67","17","6","1787","100","50","0","","","","","","","","","","","","","","","",
"VYSEHRAD ISD","Spring 2016","7","12","1700","75","33","25","12","1725","92","33","8","12","4229","83","42","17","","","","","","","","","","",
"VYSEHRAD ISD","Spring 2016","8","8","1722","100","25","0","5","1690","100","0","0","","","","","","8","4279","100","38","0","8","3856","88","25","13",
"VYSEHRAD ISD","May 2016","5","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"WACO CHARTER SCHOOL (161801)","Spring 2016","3","30","1382","57","7","43","23","1365","52","0","48","","","","","","","","","","","","","","","",
"WACO CHARTER SCHOOL (161801)","Spring 2016","4","27","1455","63","4","37","27","1476","52","4","48","27","3631","56","0","44","","","","","","","","","","",
"WACO CHARTER SCHOOL (161801)","Spring 2016","5","24","1549","79","21","21","23","1573","74","13","26","","","","","","24","3342","33","0","67","","","","","",
"WACO CHARTER SCHOOL (161801)","May 2016","5","5","1408","20","0","80","7","1429","0","0","100","","","","","","","","","","","","","","","",
"WACO ISD","Spring 2016","3","1145","1362","53","10","47","1134","1389","56","7","44","","","","","","","","","","","","","","","",
"WACO ISD","Spring 2016","4","1138","1461","61","9","39","1136","1479","54","7","46","1145","3595","53","7","47","","","","","","","","","","",
"WACO ISD","Spring 2016","5","1102","1500","58","13","42","1099","1536","60","8","40","","","","","","1103","3635","60","5","40","","","","","",
"WACO ISD","Spring 2016","6","890","1539","55","9","45","888","1575","55","9","45","","","","","","","","","","","","","","","",
"WACO ISD","Spring 2016","7","984","1588","56","11","44","981","1591","49","8","51","989","3572","52","4","48","","","","","","","","","","",
"WACO ISD","Spring 2016","8","884","1625","67","8","33","719","1615","55","2","45","","","","","","866","3665","59","9","41","862","3494","45","4","55",
"WACO ISD","May 2016","5","469","1394","22","0","78","442","1448","32","0","68","","","","","","","","","","","","","","","",
"WACO ISD","May 2016","8","295","1541","32","0","68","328","1558","31","0","69","","","","","","","","","","","","","","","",
"WAELDER ISD","Spring 2016","3","22","1401","73","9","27","22","1443","73","14","27","","","","","","","","","","","","","","","",
"WAELDER ISD","Spring 2016","4","18","1453","56","6","44","18","1449","44","0","56","22","3656","59","5","41","","","","","","","","","","",
"WAELDER ISD","Spring 2016","5","23","1476","48","0","52","23","1513","48","4","52","","","","","","24","3477","46","0","54","","","","","",
"WAELDER ISD","Spring 2016","6","24","1488","42","0","58","23","1494","30","0","70","","","","","","","","","","","","","","","",
"WAELDER ISD","Spring 2016","7","12","1595","50","25","50","11","1566","45","0","55","13","3846","69","8","31","","","","","","","","","","",
"WAELDER ISD","Spring 2016","8","19","1589","63","0","37","19","1548","16","0","84","","","","","","21","3513","52","0","48","21","3465","38","0","62",
"WAELDER ISD","May 2016","5","12","1389","17","0","83","12","1458","33","0","67","","","","","","","","","","","","","","","",
"WAELDER ISD","May 2016","8","7","1538","14","0","86","17","1545","12","0","88","","","","","","","","","","","","","","","",
"WALCOTT ISD","Spring 2016","3","17","1434","94","12","6","17","1432","82","6","18","","","","","","","","","","","","","","","",
"WALCOTT ISD","Spring 2016","4","17","1531","76","24","24","17","1537","88","12","12","17","3855","76","6","24","","","","","","","","","","",
"WALCOTT ISD","Spring 2016","5","17","1594","94","12","6","17","1607","100","0","0","","","","","","17","3898","100","0","0","","","","","",
"WALCOTT ISD","Spring 2016","6","15","1575","87","7","13","15","1666","100","7","0","","","","","","","","","","","","","","","",
"WALCOTT ISD","May 2016","5","1","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"WALL ISD","Spring 2016","3","80","1509","90","46","10","80","1559","94","44","6","","","","","","","","","","","","","","","",
"WALL ISD","Spring 2016","4","80","1600","95","44","5","80","1606","89","33","11","80","4492","96","53","4","","","","","","","","","","",
"WALL ISD","Spring 2016","5","69","1637","94","42","6","69","1682","96","32","4","","","","","","69","3896","86","10","14","","","","","",
"WALL ISD","Spring 2016","6","84","1652","92","33","8","84","1711","100","23","0","","","","","","","","","","","","","","","",
"WALL ISD","Spring 2016","7","104","1739","98","45","2","104","1765","99","32","1","103","4366","96","34","4","","","","","","","","","","",
"WALL ISD","Spring 2016","8","79","1748","99","33","1","62","1711","97","0","3","","","","","","76","4188","96","34","4","76","3777","74","11","26",
"WALL ISD","May 2016","5","5","1451","60","0","40","5","1512","80","0","20","","","","","","","","","","","","","","","",
"WALL ISD","May 2016","8","3","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"WALLER ISD","Spring 2016","3","551","1431","72","22","28","551","1466","79","17","21","","","","","","","","","","","","","","","",
"WALLER ISD","Spring 2016","4","460","1518","78","19","22","460","1573","81","24","19","461","3844","72","13","28","","","","","","","","","","",
"WALLER ISD","Spring 2016","5","465","1562","78","23","22","465","1617","83","22","17","","","","","","462","3872","82","13","18","","","","","",
"WALLER ISD","Spring 2016","6","455","1591","73","18","27","450","1622","73","13","27","","","","","","","","","","","","","","","",
"WALLER ISD","Spring 2016","7","445","1647","75","21","25","440","1654","75","12","25","449","3863","72","12","28","","","","","","","","","","",
"WALLER ISD","Spring 2016","8","480","1683","85","17","15","319","1642","71","2","29","","","","","","473","4023","82","24","18","472","3765","67","13","33",
"WALLER ISD","May 2016","5","103","1436","39","0","61","80","1505","58","1","43","","","","","","","","","","","","","","","",
"WALLER ISD","May 2016","8","74","1565","45","1","55","94","1602","53","0","47","","","","","","","","","","","","","","","",
"WALNUT BEND ISD","Spring 2016","3","14","1460","86","14","14","13","1430","69","8","31","","","","","","","","","","","","","","","",
"WALNUT BEND ISD","Spring 2016","4","5","1527","80","20","20","6","1594","100","33","0","4","-","-","-","-","","","","","","","","","","",
"WALNUT BEND ISD","Spring 2016","5","9","1543","78","22","22","9","1619","78","33","22","","","","","","10","3624","40","10","60","","","","","",
"WALNUT BEND ISD","Spring 2016","6","7","1563","57","14","43","7","1568","57","0","43","","","","","","","","","","","","","","","",
"WALNUT BEND ISD","Spring 2016","7","4","-","-","-","-","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","",
"WALNUT BEND ISD","Spring 2016","8","4","-","-","-","-","4","-","-","-","-","","","","","","4","-","-","-","-","4","-","-","-","-",
"WALNUT BEND ISD","May 2016","5","3","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"WALNUT BEND ISD","May 2016","8","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"WALNUT SPRINGS ISD","Spring 2016","3","13","1383","54","15","46","13","1428","77","0","23","","","","","","","","","","","","","","","",
"WALNUT SPRINGS ISD","Spring 2016","4","9","1498","67","11","33","9","1529","78","11","22","9","3619","67","0","33","","","","","","","","","","",
"WALNUT SPRINGS ISD","Spring 2016","5","10","1506","60","10","40","10","1562","80","0","20","","","","","","9","3693","78","0","22","","","","","",
"WALNUT SPRINGS ISD","Spring 2016","6","12","1618","75","25","25","12","1542","50","8","50","","","","","","","","","","","","","","","",
"WALNUT SPRINGS ISD","Spring 2016","7","7","1668","71","29","29","7","1593","57","0","43","7","4118","100","14","0","","","","","","","","","","",
"WALNUT SPRINGS ISD","Spring 2016","8","11","1679","82","9","18","11","1625","55","0","45","","","","","","11","3729","64","0","36","11","3588","55","0","45",
"WALNUT SPRINGS ISD","May 2016","5","3","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"WALNUT SPRINGS ISD","May 2016","8","2","-","-","-","-","5","1569","20","0","80","","","","","","","","","","","","","","","",
"WARREN ISD","Spring 2016","3","86","1427","74","22","26","84","1428","69","10","31","","","","","","","","","","","","","","","",
"WARREN ISD","Spring 2016","4","87","1540","89","22","11","87","1549","78","13","22","85","3965","84","18","16","","","","","","","","","","",
"WARREN ISD","Spring 2016","5","101","1564","78","21","22","101","1574","77","9","23","","","","","","102","3852","79","10","21","","","","","",
"WARREN ISD","Spring 2016","6","83","1587","70","14","30","80","1619","79","11","21","","","","","","","","","","","","","","","",
"WARREN ISD","Spring 2016","7","88","1620","69","13","31","89","1624","60","9","40","91","3709","62","4","38","","","","","","","","","","",
"WARREN ISD","Spring 2016","8","78","1657","74","12","26","78","1637","69","1","31","","","","","","79","3752","68","13","32","79","3641","56","8","44",
"WARREN ISD","May 2016","5","23","1438","35","0","65","24","1469","33","0","67","","","","","","","","","","","","","","","",
"WARREN ISD","May 2016","8","21","1574","52","0","48","25","1613","60","0","40","","","","","","","","","","","","","","",""
