"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"WOODSBORO ISD","Spring 2016","4","45","1498","76","16","24","44","1506","68","5","32","45","3656","62","4","38","","","","","","","","","","",
"WOODSBORO ISD","Spring 2016","5","28","1518","68","11","32","28","1544","46","11","54","","","","","","27","3585","52","4","48","","","","","",
"WOODSBORO ISD","Spring 2016","6","30","1597","70","10","30","29","1593","62","10","38","","","","","","","","","","","","","","","",
"WOODSBORO ISD","Spring 2016","7","23","1667","78","26","22","23","1631","61","9","39","23","3993","78","17","22","","","","","","","","","","",
"WOODSBORO ISD","Spring 2016","8","29","1661","83","3","17","29","1640","76","3","24","","","","","","30","3851","80","7","20","30","3572","53","10","47",
"WOODSBORO ISD","May 2016","5","8","1419","25","0","75","14","1499","79","0","21","","","","","","","","","","","","","","","",
"WOODSBORO ISD","May 2016","8","6","1592","67","0","33","8","1589","50","0","50","","","","","","","","","","","","","","","",
"WOODSON ISD","Spring 2016","3","9","1474","78","22","22","9","1409","67","0","33","","","","","","","","","","","","","","","",
"WOODSON ISD","Spring 2016","4","11","1448","45","9","55","11","1485","55","0","45","11","3529","45","0","55","","","","","","","","","","",
"WOODSON ISD","Spring 2016","5","10","1483","60","0","40","10","1561","80","0","20","","","","","","10","3658","90","0","10","","","","","",
"WOODSON ISD","Spring 2016","6","11","1612","91","18","9","11","1673","82","27","18","","","","","","","","","","","","","","","",
"WOODSON ISD","Spring 2016","7","9","1644","67","22","33","9","1708","100","11","0","9","3714","56","0","44","","","","","","","","","","",
"WOODSON ISD","Spring 2016","8","9","1782","100","44","0","9","1681","78","11","22","","","","","","9","3725","78","0","22","9","3803","78","22","22",
"WOODSON ISD","May 2016","5","4","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"WOODSON ISD","May 2016","8","","","","","","2","-","-","-","-","","","","","","","","","","","","","","","",
"WOODVILLE ISD","Spring 2016","3","102","1355","50","6","50","104","1391","59","6","41","","","","","","","","","","","","","","","",
"WOODVILLE ISD","Spring 2016","4","105","1457","56","9","44","106","1458","43","7","57","101","3519","50","3","50","","","","","","","","","","",
"WOODVILLE ISD","Spring 2016","5","100","1515","59","19","41","96","1545","65","7","35","","","","","","98","3661","62","5","38","","","","","",
"WOODVILLE ISD","Spring 2016","6","82","1573","60","13","40","82","1565","57","7","43","","","","","","","","","","","","","","","",
"WOODVILLE ISD","Spring 2016","7","59","1628","76","10","24","60","1630","73","3","27","59","3792","71","5","29","","","","","","","","","","",
"WOODVILLE ISD","Spring 2016","8","86","1675","87","10","13","68","1676","88","1","12","","","","","","86","4018","85","19","15","86","3635","58","7","42",
"WOODVILLE ISD","May 2016","5","42","1422","33","2","67","34","1470","41","0","59","","","","","","","","","","","","","","","",
"WOODVILLE ISD","May 2016","8","12","1580","67","0","33","8","1625","75","0","25","","","","","","","","","","","","","","","",
"WORTHAM ISD","Spring 2016","3","41","1438","68","24","32","42","1416","62","14","38","","","","","","","","","","","","","","","",
"WORTHAM ISD","Spring 2016","4","40","1479","58","8","43","40","1523","70","13","30","40","3615","60","5","40","","","","","","","","","","",
"WORTHAM ISD","Spring 2016","5","41","1514","61","17","39","41","1591","80","12","20","","","","","","41","3661","66","2","34","","","","","",
"WORTHAM ISD","Spring 2016","6","26","1576","62","19","38","26","1607","77","12","23","","","","","","","","","","","","","","","",
"WORTHAM ISD","Spring 2016","7","29","1663","86","24","14","29","1687","86","14","14","30","3724","67","7","33","","","","","","","","","","",
"WORTHAM ISD","Spring 2016","8","29","1682","83","10","17","31","1720","84","16","16","","","","","","29","3794","69","10","31","29","3788","72","14","28",
"WORTHAM ISD","May 2016","5","15","1439","33","0","67","7","1494","43","0","57","","","","","","","","","","","","","","","",
"WORTHAM ISD","May 2016","8","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"WYLIE ISD (043914)","Spring 2016","3","1067","1498","88","38","12","1049","1533","90","33","10","","","","","","","","","","","","","","","",
"WYLIE ISD (043914)","Spring 2016","4","1095","1570","91","33","9","1091","1629","90","40","10","1092","4084","86","24","14","","","","","","","","","","",
"WYLIE ISD (043914)","Spring 2016","5","1049","1626","92","40","8","1051","1686","94","37","6","","","","","","1048","4060","91","21","9","","","","","",
"WYLIE ISD (043914)","Spring 2016","6","1032","1661","89","34","11","1027","1742","95","40","5","","","","","","","","","","","","","","","",
"WYLIE ISD (043914)","Spring 2016","7","1016","1702","87","38","13","1018","1751","89","39","11","1050","4147","85","24","15","","","","","","","","","","",
"WYLIE ISD (043914)","Spring 2016","8","963","1740","97","31","3","665","1721","91","11","9","","","","","","950","4222","92","35","8","949","4149","91","39","9",
"WYLIE ISD (043914)","May 2016","5","100","1454","45","3","55","71","1533","69","4","31","","","","","","","","","","","","","","","",
"WYLIE ISD (043914)","May 2016","8","33","1604","55","6","45","75","1630","71","0","29","","","","","","","","","","","","","","","",
"WYLIE ISD (221912)","Spring 2016","3","299","1519","94","44","6","300","1526","94","28","6","","","","","","","","","","","","","","","",
"WYLIE ISD (221912)","Spring 2016","4","290","1563","93","28","7","291","1617","93","31","7","291","4222","92","29","8","","","","","","","","","","",
"WYLIE ISD (221912)","Spring 2016","5","315","1637","94","43","6","315","1707","97","42","3","","","","","","315","3941","87","13","13","","","","","",
"WYLIE ISD (221912)","Spring 2016","6","290","1665","89","35","11","289","1715","93","30","7","","","","","","","","","","","","","","","",
"WYLIE ISD (221912)","Spring 2016","7","324","1707","91","34","9","328","1733","92","27","8","328","4161","92","22","8","","","","","","","","","","",
"WYLIE ISD (221912)","Spring 2016","8","304","1744","94","34","6","239","1722","92","11","8","","","","","","306","4209","92","33","8","305","3917","80","21","20",
"WYLIE ISD (221912)","May 2016","5","21","1426","43","0","57","10","1490","60","0","40","","","","","","","","","","","","","","","",
"WYLIE ISD (221912)","May 2016","8","20","1628","90","0","10","20","1593","50","0","50","","","","","","","","","","","","","","","",
"YANTIS ISD","Spring 2016","3","24","1433","83","13","17","21","1437","81","5","19","","","","","","","","","","","","","","","",
"YANTIS ISD","Spring 2016","4","31","1465","65","10","35","31","1515","68","10","32","27","3701","70","0","30","","","","","","","","","","",
"YANTIS ISD","Spring 2016","5","36","1516","61","14","39","36","1547","75","8","25","","","","","","36","3551","53","0","47","","","","","",
"YANTIS ISD","Spring 2016","6","15","1599","73","20","27","15","1616","80","13","20","","","","","","","","","","","","","","","",
"YANTIS ISD","Spring 2016","7","30","1630","67","17","33","30","1587","47","10","53","30","3680","53","7","47","","","","","","","","","","",
"YANTIS ISD","Spring 2016","8","16","1657","81","0","19","17","1631","76","6","24","","","","","","17","3620","59","0","41","17","3559","47","6","53",
"YANTIS ISD","May 2016","5","14","1445","43","0","57","9","1500","56","0","44","","","","","","","","","","","","","","","",
"YANTIS ISD","May 2016","8","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"YES PREP PUBLIC SCHOOLS INC","Spring 2016","6","1911","1551","62","9","38","1889","1622","73","14","27","","","","","","","","","","","","","","","",
"YES PREP PUBLIC SCHOOLS INC","Spring 2016","7","1609","1620","70","14","30","1600","1679","77","20","23","1610","3841","70","10","30","","","","","","","","","","",
"YES PREP PUBLIC SCHOOLS INC","Spring 2016","8","1558","1667","81","13","19","1551","1697","80","12","20","","","","","","1541","3851","76","15","24","1532","3686","64","10","36",
"YES PREP PUBLIC SCHOOLS INC","May 2016","8","298","1567","42","1","58","313","1576","39","0","61","","","","","","","","","","","","","","","",
"YOAKUM ISD","Spring 2016","3","105","1436","79","15","21","105","1470","82","16","18","","","","","","","","","","","","","","","",
"YOAKUM ISD","Spring 2016","4","98","1505","73","15","27","99","1564","84","19","16","99","3686","60","6","40","","","","","","","","","","",
"YOAKUM ISD","Spring 2016","5","110","1525","66","15","34","111","1615","89","17","11","","","","","","113","3758","73","6","27","","","","","",
"YOAKUM ISD","Spring 2016","6","95","1551","62","7","38","93","1586","68","2","32","","","","","","","","","","","","","","","",
"YOAKUM ISD","Spring 2016","7","113","1604","60","14","40","112","1602","55","5","45","113","3879","77","13","23","","","","","","","","","","",
"YOAKUM ISD","Spring 2016","8","89","1659","85","10","15","72","1599","53","0","47","","","","","","84","3815","74","8","26","84","3590","51","7","49",
"YOAKUM ISD","May 2016","5","41","1414","24","0","76","12","1480","42","0","58","","","","","","","","","","","","","","","",
"YOAKUM ISD","May 2016","8","12","1559","42","0","58","31","1595","48","0","52","","","","","","","","","","","","","","","",
"YORKTOWN ISD","Spring 2016","3","21","1380","67","5","33","21","1460","76","10","24","","","","","","","","","","","","","","","",
"YORKTOWN ISD","Spring 2016","4","26","1441","58","0","42","26","1506","65","4","35","26","3527","54","0","46","","","","","","","","","","",
"YORKTOWN ISD","Spring 2016","5","27","1484","44","7","56","27","1563","81","7","19","","","","","","27","3555","59","0","41","","","","","",
"YORKTOWN ISD","Spring 2016","6","31","1605","74","26","26","31","1612","84","6","16","","","","","","","","","","","","","","","",
"YORKTOWN ISD","Spring 2016","7","30","1633","70","20","30","30","1628","87","7","13","30","4001","87","13","13","","","","","","","","","","",
"YORKTOWN ISD","Spring 2016","8","37","1642","68","11","32","34","1636","62","6","38","","","","","","39","3796","72","10","28","38","3606","53","8","47",
"YORKTOWN ISD","May 2016","5","14","1433","36","0","64","4","-","-","-","-","","","","","","","","","","","","","","","",
"YORKTOWN ISD","May 2016","8","14","1532","43","0","57","14","1581","36","0","64","","","","","","","","","","","","","","","",
"YSLETA ISD","Spring 2016","3","2163","1460","82","27","18","2463","1488","85","22","15","","","","","","","","","","","","","","","",
"YSLETA ISD","Spring 2016","4","2240","1527","83","19","17","2384","1574","83","22","17","2245","3932","77","17","23","","","","","","","","","","",
"YSLETA ISD","Spring 2016","5","2509","1557","78","21","22","2606","1623","88","19","12","","","","","","2616","3876","83","10","17","","","","","",
"YSLETA ISD","Spring 2016","6","2654","1584","72","15","28","2615","1644","82","15","18","","","","","","","","","","","","","","","",
"YSLETA ISD","Spring 2016","7","2683","1625","70","14","30","1845","1621","69","5","31","2730","3796","69","8","31","","","","","","","","","","",
"YSLETA ISD","Spring 2016","8","2681","1674","82","15","18","2668","1679","80","7","20","","","","","","2563","3890","78","14","22","2565","3702","63","10","37",
"YSLETA ISD","May 2016","5","567","1440","39","1","61","331","1494","53","1","47","","","","","","","","","","","","","","","",
"YSLETA ISD","May 2016","8","493","1553","37","1","63","503","1601","55","0","45","","","","","","","","","","","","","","","",
"ZAPATA COUNTY ISD","Spring 2016","3","242","1365","50","10","50","245","1421","62","12","38","","","","","","","","","","","","","","","",
"ZAPATA COUNTY ISD","Spring 2016","4","233","1484","69","14","31","235","1523","67","11","33","238","3568","49","6","51","","","","","","","","","","",
"ZAPATA COUNTY ISD","Spring 2016","5","218","1525","64","16","36","215","1584","79","13","21","","","","","","216","3745","70","7","30","","","","","",
"ZAPATA COUNTY ISD","Spring 2016","6","250","1525","58","3","42","248","1541","46","2","54","","","","","","","","","","","","","","","",
"ZAPATA COUNTY ISD","Spring 2016","7","216","1600","60","13","40","217","1606","60","6","40","216","3568","54","3","46","","","","","","","","","","",
"ZAPATA COUNTY ISD","Spring 2016","8","221","1645","71","12","29","185","1588","44","0","56","","","","","","223","3659","58","9","42","222","3563","47","6","53",
"ZAPATA COUNTY ISD","May 2016","5","80","1417","29","0","71","51","1485","51","0","49","","","","","","","","","","","","","","","",
"ZAPATA COUNTY ISD","May 2016","8","67","1554","33","0","67","104","1601","57","0","43","","","","","","","","","","","","","","","",
"ZAVALLA ISD","Spring 2016","3","19","1485","79","37","21","19","1469","79","16","21","","","","","","","","","","","","","","","",
"ZAVALLA ISD","Spring 2016","4","24","1541","79","33","21","24","1546","88","13","13","24","3944","75","21","25","","","","","","","","","","",
"ZAVALLA ISD","Spring 2016","5","25","1571","80","32","20","25","1563","72","16","28","","","","","","24","3698","67","4","33","","","","","",
"ZAVALLA ISD","Spring 2016","6","26","1539","58","8","42","27","1584","63","7","37","","","","","","","","","","","","","","","",
"ZAVALLA ISD","Spring 2016","7","30","1672","77","27","23","30","1676","83","17","17","30","3910","73","17","27","","","","","","","","","","",
"ZAVALLA ISD","Spring 2016","8","23","1670","78","13","22","17","1588","41","0","59","","","","","","25","3501","44","0","56","25","3688","68","8","32",
"ZAVALLA ISD","May 2016","5","4","-","-","-","-","6","1445","0","0","100","","","","","","","","","","","","","","","",
"ZAVALLA ISD","May 2016","8","7","1549","43","0","57","12","1560","25","0","75","","","","","","","","","","","","","","","",
"ZEPHYR ISD","Spring 2016","3","14","1387","64","14","36","14","1416","86","0","14","","","","","","","","","","","","","","","",
"ZEPHYR ISD","Spring 2016","4","11","1546","91","27","9","11","1605","100","18","0","11","3894","91","0","9","","","","","","","","","","",
"ZEPHYR ISD","Spring 2016","5","11","1651","100","27","0","13","1635","100","23","0","","","","","","11","3970","82","18","18","","","","","",
"ZEPHYR ISD","Spring 2016","6","11","1567","64","0","36","11","1572","73","9","27","","","","","","","","","","","","","","","",
"ZEPHYR ISD","Spring 2016","7","19","1617","79","5","21","18","1663","78","17","22","18","3883","67","6","33","","","","","","","","","","",
"ZEPHYR ISD","Spring 2016","8","9","1719","100","22","0","9","1723","100","11","0","","","","","","8","3842","88","0","13","8","3756","75","0","25",
"ZOE LEARNING ACADEMY (101850)","Spring 2016","3","53","1381","55","8","45","53","1411","66","8","34","","","","","","","","","","","","","","","",
"ZOE LEARNING ACADEMY (101850)","Spring 2016","4","61","1444","57","3","43","61","1455","52","2","48","61","3426","38","2","62","","","","","","","","","","",
"ZOE LEARNING ACADEMY (101850)","Spring 2016","5","54","1538","69","22","31","54","1593","70","22","30","","","","","","53","3673","70","2","30","","","","","",
"ZOE LEARNING ACADEMY (101850)","Spring 2016","6","42","1524","57","0","43","42","1577","67","0","33","","","","","","","","","","","","","","","",
"ZOE LEARNING ACADEMY (101850)","May 2016","5","16","1372","13","0","88","16","1441","19","0","81","","","","","","","","","","","","","","",""
