"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"COMPASS ACADEMY CHARTER SCHOOL (068802)","Spring 2016","5","96","1598","92","24","8","96","1650","92","26","8","","","","","","95","3790","80","1","20","","","","","",
"COMPASS ACADEMY CHARTER SCHOOL (068802)","Spring 2016","6","69","1617","78","23","22","69","1609","72","7","28","","","","","","","","","","","","","","","",
"COMPASS ACADEMY CHARTER SCHOOL (068802)","May 2016","5","8","1432","50","0","50","8","1465","50","0","50","","","","","","","","","","","","","","","",
"COMQUEST ACADEMY (101842)","Spring 2016","3","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"COMQUEST ACADEMY (101842)","Spring 2016","4","9","1311","11","0","89","9","1372","11","0","89","9","3105","0","0","100","","","","","","","","","","",
"COMQUEST ACADEMY (101842)","Spring 2016","5","3","-","-","-","-","3","-","-","-","-","","","","","","3","-","-","-","-","","","","","",
"COMQUEST ACADEMY (101842)","Spring 2016","6","6","1612","100","33","0","6","1521","33","0","67","","","","","","","","","","","","","","","",
"COMQUEST ACADEMY (101842)","Spring 2016","7","1","-","-","-","-","","","","","","1","-","-","-","-","","","","","","","","","","",
"COMQUEST ACADEMY (101842)","Spring 2016","8","5","1552","40","0","60","","","","","","","","","","","5","3031","0","0","100","5","2943","0","0","100",
"COMQUEST ACADEMY (101842)","May 2016","5","1","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"COMQUEST ACADEMY (101842)","May 2016","8","3","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"COMSTOCK ISD","Spring 2016","3","15","1466","87","33","13","15","1494","80","27","20","","","","","","","","","","","","","","","",
"COMSTOCK ISD","Spring 2016","4","8","1525","88","25","13","8","1620","100","25","0","8","3933","88","13","13","","","","","","","","","","",
"COMSTOCK ISD","Spring 2016","5","17","1634","94","41","6","17","1729","100","41","0","","","","","","16","3919","94","13","6","","","","","",
"COMSTOCK ISD","Spring 2016","6","16","1736","100","50","0","16","1689","100","19","0","","","","","","","","","","","","","","","",
"COMSTOCK ISD","Spring 2016","7","10","1733","80","50","20","10","1675","80","10","20","9","4168","78","33","22","","","","","","","","","","",
"COMSTOCK ISD","Spring 2016","8","15","1824","93","67","7","8","1670","88","0","13","","","","","","14","4361","93","43","7","14","4085","93","29","7",
"COMSTOCK ISD","May 2016","5","1","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"COMSTOCK ISD","May 2016","8","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"CONNALLY ISD","Spring 2016","3","183","1385","61","13","39","183","1429","62","16","38","","","","","","","","","","","","","","","",
"CONNALLY ISD","Spring 2016","4","154","1492","73","10","27","154","1503","62","8","38","151","3651","61","6","39","","","","","","","","","","",
"CONNALLY ISD","Spring 2016","5","156","1494","56","12","44","156","1548","65","12","35","","","","","","159","3602","57","3","43","","","","","",
"CONNALLY ISD","Spring 2016","6","169","1512","46","6","54","170","1535","44","2","56","","","","","","","","","","","","","","","",
"CONNALLY ISD","Spring 2016","7","169","1579","57","8","43","114","1536","32","0","68","169","3498","46","1","54","","","","","","","","","","",
"CONNALLY ISD","Spring 2016","8","139","1662","78","13","22","143","1592","47","1","53","","","","","","138","3796","70","12","30","138","3582","55","7","45",
"CONNALLY ISD","May 2016","5","71","1395","24","0","76","57","1460","35","0","65","","","","","","","","","","","","","","","",
"CONNALLY ISD","May 2016","8","31","1538","23","0","77","74","1558","31","0","69","","","","","","","","","","","","","","","",
"CONROE ISD","Spring 2016","3","4253","1489","84","38","16","4296","1533","87","36","13","","","","","","","","","","","","","","","",
"CONROE ISD","Spring 2016","4","4156","1569","88","33","12","4163","1627","88","39","12","4151","4076","81","26","19","","","","","","","","","","",
"CONROE ISD","Spring 2016","5","4201","1611","86","37","14","4220","1654","87","30","13","","","","","","4220","4040","88","22","12","","","","","",
"CONROE ISD","Spring 2016","6","4284","1649","83","32","17","4233","1702","86","31","14","","","","","","","","","","","","","","","",
"CONROE ISD","Spring 2016","7","4202","1687","82","34","18","2909","1665","78","14","22","4225","4038","80","21","20","","","","","","","","","","",
"CONROE ISD","Spring 2016","8","4257","1724","90","30","10","4072","1767","90","27","10","","","","","","4175","4175","89","33","11","4172","3986","80","29","20",
"CONROE ISD","May 2016","5","627","1424","32","1","68","545","1485","46","0","54","","","","","","","","","","","","","","","",
"CONROE ISD","May 2016","8","459","1576","53","2","47","420","1605","57","0","43","","","","","","","","","","","","","","","",
"COOLIDGE ISD","Spring 2016","3","29","1428","83","14","17","29","1581","97","52","3","","","","","","","","","","","","","","","",
"COOLIDGE ISD","Spring 2016","4","25","1549","100","12","0","25","1547","76","12","24","25","3637","56","8","44","","","","","","","","","","",
"COOLIDGE ISD","Spring 2016","5","27","1534","74","19","26","28","1563","64","7","36","","","","","","28","3696","68","4","32","","","","","",
"COOLIDGE ISD","Spring 2016","6","21","1531","52","10","48","21","1592","71","0","29","","","","","","","","","","","","","","","",
"COOLIDGE ISD","Spring 2016","7","28","1573","57","0","43","29","1579","52","0","48","29","3587","59","0","41","","","","","","","","","","",
"COOLIDGE ISD","Spring 2016","8","20","1547","45","0","55","19","1596","47","0","53","","","","","","21","3287","24","0","76","21","3210","14","0","86",
"COOLIDGE ISD","May 2016","5","8","1380","13","0","88","10","1519","80","0","20","","","","","","","","","","","","","","","",
"COOLIDGE ISD","May 2016","8","11","1521","9","0","91","11","1567","27","0","73","","","","","","","","","","","","","","","",
"COOPER ISD","Spring 2016","3","50","1379","66","8","34","50","1426","72","8","28","","","","","","","","","","","","","","","",
"COOPER ISD","Spring 2016","4","54","1496","72","13","28","54","1544","76","15","24","54","3675","67","6","33","","","","","","","","","","",
"COOPER ISD","Spring 2016","5","56","1595","86","30","14","56","1622","95","14","5","","","","","","56","3770","79","5","21","","","","","",
"COOPER ISD","Spring 2016","6","55","1582","65","18","35","54","1623","72","15","28","","","","","","","","","","","","","","","",
"COOPER ISD","Spring 2016","7","57","1628","74","11","26","57","1673","77","14","23","57","3804","77","9","23","","","","","","","","","","",
"COOPER ISD","Spring 2016","8","54","1664","78","15","22","54","1680","74","9","26","","","","","","54","3694","63","4","37","54","3627","57","6","43",
"COOPER ISD","May 2016","5","8","1459","50","0","50","3","-","-","-","-","","","","","","","","","","","","","","","",
"COOPER ISD","May 2016","8","12","1526","33","0","67","14","1541","29","0","71","","","","","","","","","","","","","","","",
"COPPELL ISD","Spring 2016","3","844","1537","91","51","9","817","1556","91","42","9","","","","","","","","","","","","","","","",
"COPPELL ISD","Spring 2016","4","931","1583","90","36","10","911","1655","89","45","11","937","4236","85","36","15","","","","","","","","","","",
"COPPELL ISD","Spring 2016","5","928","1656","94","51","6","911","1722","93","50","7","","","","","","911","4051","91","19","9","","","","","",
"COPPELL ISD","Spring 2016","6","961","1686","89","43","11","915","1808","96","57","4","","","","","","","","","","","","","","","",
"COPPELL ISD","Spring 2016","7","957","1731","90","48","10","927","1828","95","59","5","956","4236","91","28","9","","","","","","","","","","",
"COPPELL ISD","Spring 2016","8","947","1768","96","44","4","487","1774","91","25","9","","","","","","942","4366","91","47","9","940","4219","90","47","10",
"COPPELL ISD","May 2016","5","56","1454","43","7","57","68","1496","56","0","44","","","","","","","","","","","","","","","",
"COPPELL ISD","May 2016","8","45","1591","56","7","44","51","1605","49","2","51","","","","","","","","","","","","","","","",
"COPPERAS COVE ISD","Spring 2016","3","590","1446","78","24","22","586","1481","80","21","20","","","","","","","","","","","","","","","",
"COPPERAS COVE ISD","Spring 2016","4","502","1515","79","17","21","496","1573","79","26","21","501","3813","70","12","30","","","","","","","","","","",
"COPPERAS COVE ISD","Spring 2016","5","496","1574","81","27","19","499","1626","85","23","15","","","","","","498","3906","81","12","19","","","","","",
"COPPERAS COVE ISD","Spring 2016","6","482","1603","76","19","24","475","1622","76","11","24","","","","","","","","","","","","","","","",
"COPPERAS COVE ISD","Spring 2016","7","488","1648","75","20","25","485","1662","73","15","27","492","3806","73","7","27","","","","","","","","","","",
"COPPERAS COVE ISD","Spring 2016","8","546","1695","86","18","14","397","1650","69","3","31","","","","","","534","3997","84","20","16","536","3713","65","12","35",
"COPPERAS COVE ISD","May 2016","5","103","1445","41","2","59","82","1505","65","0","35","","","","","","","","","","","","","","","",
"COPPERAS COVE ISD","May 2016","8","77","1566","45","0","55","122","1570","37","0","63","","","","","","","","","","","","","","","",
"CORPUS CHRISTI ISD","Spring 2016","3","2882","1417","69","20","31","2893","1461","76","18","24","","","","","","","","","","","","","","","",
"CORPUS CHRISTI ISD","Spring 2016","4","2847","1504","74","17","26","2860","1556","75","21","25","2874","3808","68","13","32","","","","","","","","","","",
"CORPUS CHRISTI ISD","Spring 2016","5","2764","1544","71","20","29","2780","1596","76","17","24","","","","","","2777","3768","71","8","29","","","","","",
"CORPUS CHRISTI ISD","Spring 2016","6","2631","1565","64","14","36","2615","1597","63","11","37","","","","","","","","","","","","","","","",
"CORPUS CHRISTI ISD","Spring 2016","7","2599","1613","63","16","37","2462","1601","55","7","45","2606","3722","61","9","39","","","","","","","","","","",
"CORPUS CHRISTI ISD","Spring 2016","8","2706","1660","77","14","23","2187","1618","55","4","45","","","","","","2589","3655","60","8","40","2635","3593","52","9","48",
"CORPUS CHRISTI ISD","May 2016","5","828","1419","30","0","70","664","1473","39","0","61","","","","","","","","","","","","","","","",
"CORPUS CHRISTI ISD","May 2016","8","622","1551","35","0","65","972","1575","41","0","59","","","","","","","","","","","","","","","",
"CORPUS CHRISTI MONTESSORI SCHOOL (178807)","Spring 2016","3","23","1418","70","17","30","23","1346","43","0","57","","","","","","","","","","","","","","","",
"CORPUS CHRISTI MONTESSORI SCHOOL (178807)","Spring 2016","4","20","1462","65","10","35","20","1428","45","0","55","20","3320","25","0","75","","","","","","","","","","",
"CORPUS CHRISTI MONTESSORI SCHOOL (178807)","Spring 2016","5","18","1563","78","22","22","18","1513","50","11","50","","","","","","18","3777","83","6","17","","","","","",
"CORPUS CHRISTI MONTESSORI SCHOOL (178807)","Spring 2016","6","24","1621","71","21","29","24","1585","58","8","42","","","","","","","","","","","","","","","",
"CORPUS CHRISTI MONTESSORI SCHOOL (178807)","Spring 2016","7","23","1680","87","22","13","23","1625","74","9","26","23","4207","87","30","13","","","","","","","","","","",
"CORPUS CHRISTI MONTESSORI SCHOOL (178807)","Spring 2016","8","14","1753","93","50","7","14","1644","71","7","29","","","","","","13","3689","69","15","31","13","3501","54","8","46",
"CORPUS CHRISTI MONTESSORI SCHOOL (178807)","May 2016","5","4","-","-","-","-","9","1454","44","0","56","","","","","","","","","","","","","","","",
"CORPUS CHRISTI MONTESSORI SCHOOL (178807)","May 2016","8","1","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"CORRIGAN-CAMDEN ISD","Spring 2016","3","69","1376","62","12","38","68","1418","63","7","37","","","","","","","","","","","","","","","",
"CORRIGAN-CAMDEN ISD","Spring 2016","4","59","1445","58","5","42","60","1434","38","2","62","60","3353","35","0","65","","","","","","","","","","",
"CORRIGAN-CAMDEN ISD","Spring 2016","5","74","1494","54","12","46","73","1501","52","4","48","","","","","","74","3468","41","1","59","","","","","",
"CORRIGAN-CAMDEN ISD","Spring 2016","6","55","1538","60","5","40","54","1574","56","9","44","","","","","","","","","","","","","","","",
"CORRIGAN-CAMDEN ISD","Spring 2016","7","72","1597","63","8","38","72","1588","56","3","44","71","3707","63","4","37","","","","","","","","","","",
"CORRIGAN-CAMDEN ISD","Spring 2016","8","73","1635","78","7","22","71","1631","63","3","37","","","","","","71","3595","52","6","48","71","3516","48","7","52",
"CORRIGAN-CAMDEN ISD","May 2016","5","34","1370","18","0","82","36","1442","31","0","69","","","","","","","","","","","","","","","",
"CORRIGAN-CAMDEN ISD","May 2016","8","16","1497","6","0","94","26","1554","23","0","77","","","","","","","","","","","","","","","",
"CORSICANA ISD","Spring 2016","3","494","1395","62","13","38","487","1434","67","11","33","","","","","","","","","","","","","","","",
"CORSICANA ISD","Spring 2016","4","399","1503","72","16","28","397","1534","70","15","30","411","3733","63","11","37","","","","","","","","","","",
"CORSICANA ISD","Spring 2016","5","407","1518","66","14","34","405","1593","78","17","22","","","","","","403","3692","63","6","37","","","","","",
"CORSICANA ISD","Spring 2016","6","367","1571","69","11","31","367","1609","71","10","29","","","","","","","","","","","","","","","",
"CORSICANA ISD","Spring 2016","7","390","1607","62","14","38","386","1667","75","16","25","387","3702","61","5","39","","","","","","","","","","",
"CORSICANA ISD","Spring 2016","8","365","1648","76","10","24","270","1613","59","1","41","","","","","","367","3774","69","11","31","366","3496","42","6","58",
"CORSICANA ISD","May 2016","5","138","1415","25","1","75","90","1474","40","0","60","","","","","","","","","","","","","","","",
"CORSICANA ISD","May 2016","8","93","1541","33","0","67","114","1569","38","0","62","","","","","","","","","","","","","","","",
"COTTON CENTER ISD","Spring 2016","3","7","1386","57","14","43","7","1354","43","14","57","","","","","","","","","","","","","","","",
"COTTON CENTER ISD","Spring 2016","4","9","1494","78","0","22","9","1488","56","0","44","9","3696","67","0","33","","","","","","","","","","",
"COTTON CENTER ISD","Spring 2016","5","9","1577","78","22","22","9","1622","89","11","11","","","","","","8","3760","63","0","38","","","","","",
"COTTON CENTER ISD","Spring 2016","6","5","1725","100","40","0","5","1609","100","0","0","","","","","","","","","","","","","","","",
"COTTON CENTER ISD","Spring 2016","7","6","1677","83","33","17","6","1652","83","0","17","6","4116","100","17","0","","","","","","","","","","",
"COTTON CENTER ISD","Spring 2016","8","8","1771","100","50","0","9","1672","67","11","33","","","","","","8","3847","75","0","25","8","3778","63","25","38",
"COTTON CENTER ISD","May 2016","5","1","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"COTTON CENTER ISD","May 2016","8","","","","","","3","-","-","-","-","","","","","","","","","","","","","","","",
"COTULLA ISD","Spring 2016","3","96","1399","67","15","33","102","1406","54","8","46","","","","","","","","","","","","","","","",
"COTULLA ISD","Spring 2016","4","85","1511","80","19","20","89","1571","80","20","20","82","3778","68","7","32","","","","","","","","","","",
"COTULLA ISD","Spring 2016","5","85","1525","67","18","33","88","1549","60","10","40","","","","","","89","3677","62","4","38","","","","","",
"COTULLA ISD","Spring 2016","6","84","1535","46","11","54","85","1595","60","14","40","","","","","","","","","","","","","","","",
"COTULLA ISD","Spring 2016","7","83","1572","59","5","41","83","1644","69","14","31","86","3637","57","5","43","","","","","","","","","","",
"COTULLA ISD","Spring 2016","8","77","1672","83","17","17","60","1648","75","2","25","","","","","","77","3906","81","13","19","77","3476","40","4","60",
"COTULLA ISD","May 2016","5","28","1410","36","0","64","35","1454","29","0","71","","","","","","","","","","","","","","","",
"COTULLA ISD","May 2016","8","13","1535","23","0","77","15","1573","20","0","80","","","","","","","","","","","","","","","",
"COUPLAND ISD","Spring 2016","3","16","1448","69","25","31","16","1397","56","0","44","","","","","","","","","","","","","","","",
"COUPLAND ISD","Spring 2016","4","16","1551","100","25","0","16","1583","88","31","13","16","3862","81","6","19","","","","","","","","","","",
"COUPLAND ISD","Spring 2016","5","20","1547","55","30","45","20","1564","60","15","40","","","","","","20","3657","70","5","30","","","","","",
"COUPLAND ISD","Spring 2016","6","10","1633","90","30","10","10","1631","90","0","10","","","","","","","","","","","","","","","",
"COUPLAND ISD","Spring 2016","7","25","1680","88","24","12","25","1626","60","8","40","25","4014","80","12","20","","","","","","","","","","",
"COUPLAND ISD","Spring 2016","8","8","1683","63","38","38","8","1610","50","0","50","","","","","","8","3436","50","13","50","8","3489","38","0","63",
"COUPLAND ISD","May 2016","5","9","1446","56","0","44","8","1471","25","0","75","","","","","","","","","","","","","","","",
"COUPLAND ISD","May 2016","8","3","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"COVINGTON ISD","Spring 2016","3","23","1427","65","17","35","23","1405","65","4","35","","","","","","","","","","","","","","","",
"COVINGTON ISD","Spring 2016","4","16","1522","75","19","25","16","1583","88","19","13","17","3890","88","12","12","","","","","","","","","","",
"COVINGTON ISD","Spring 2016","5","26","1503","54","15","46","26","1600","85","12","15","","","","","","27","3641","63","4","37","","","","","",
"COVINGTON ISD","Spring 2016","6","21","1632","86","14","14","21","1642","81","10","19","","","","","","","","","","","","","","","",
"COVINGTON ISD","Spring 2016","7","21","1655","86","19","14","21","1628","71","5","29","21","3817","86","5","14","","","","","","","","","","",
"COVINGTON ISD","Spring 2016","8","25","1638","80","4","20","25","1643","68","4","32","","","","","","25","3614","68","0","32","25","3508","40","4","60",
"COVINGTON ISD","May 2016","5","12","1416","33","0","67","5","1495","40","0","60","","","","","","","","","","","","","","","",
"COVINGTON ISD","May 2016","8","5","1499","20","0","80","8","1578","25","0","75","","","","","","","","","","","","","","","",
"CRANDALL ISD","Spring 2016","3","251","1457","84","24","16","250","1489","84","20","16","","","","","","","","","","","","","","","",
"CRANDALL ISD","Spring 2016","4","264","1532","85","19","15","268","1557","75","19","25","269","3969","82","17","18","","","","","","","","","","",
"CRANDALL ISD","Spring 2016","5","250","1559","76","22","24","255","1608","79","18","21","","","","","","256","3914","84","11","16","","","","","",
"CRANDALL ISD","Spring 2016","6","254","1598","77","19","23","252","1634","77","12","23","","","","","","","","","","","","","","","",
"CRANDALL ISD","Spring 2016","7","233","1648","74","18","26","155","1592","59","2","41","236","3856","74","8","26","","","","","","","","","","",
"CRANDALL ISD","Spring 2016","8","222","1717","93","18","7","233","1653","75","4","25","","","","","","221","4042","83","20","17","221","3702","62","9","38",
"CRANDALL ISD","May 2016","5","65","1467","51","2","49","56","1498","54","2","46","","","","","","","","","","","","","","","",
"CRANDALL ISD","May 2016","8","19","1596","58","0","42","61","1599","54","0","46","","","","","","","","","","","","","","",""
