"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"MANARA ACADEMY (057844)","May 2016","8","4","-","-","-","-","19","1556","16","0","84","","","","","","","","","","","","","","","",
"MANOR ISD","Spring 2016","3","606","1399","63","15","37","619","1433","70","12","30","","","","","","","","","","","","","","","",
"MANOR ISD","Spring 2016","4","673","1478","66","13","34","678","1519","64","16","36","683","3608","55","6","45","","","","","","","","","","",
"MANOR ISD","Spring 2016","5","579","1513","62","13","38","583","1554","64","10","36","","","","","","589","3664","63","6","37","","","","","",
"MANOR ISD","Spring 2016","6","573","1532","53","6","47","561","1573","57","7","43","","","","","","","","","","","","","","","",
"MANOR ISD","Spring 2016","7","575","1601","60","13","40","562","1606","57","8","43","573","3657","57","7","43","","","","","","","","","","",
"MANOR ISD","Spring 2016","8","557","1655","75","12","25","338","1594","51","0","49","","","","","","548","3726","64","11","36","545","3530","47","4","53",
"MANOR ISD","May 2016","5","226","1409","26","0","74","211","1468","37","0","63","","","","","","","","","","","","","","","",
"MANOR ISD","May 2016","8","146","1552","36","1","64","170","1569","34","0","66","","","","","","","","","","","","","","","",
"MANSFIELD ISD","Spring 2016","3","2371","1487","85","36","15","2369","1517","89","29","11","","","","","","","","","","","","","","","",
"MANSFIELD ISD","Spring 2016","4","2444","1555","87","28","13","2464","1599","85","31","15","2431","4089","83","25","17","","","","","","","","","","",
"MANSFIELD ISD","Spring 2016","5","2481","1577","81","28","19","2491","1620","84","21","16","","","","","","2492","3879","79","13","21","","","","","",
"MANSFIELD ISD","Spring 2016","6","2625","1616","78","23","22","2617","1658","81","20","19","","","","","","","","","","","","","","","",
"MANSFIELD ISD","Spring 2016","7","2597","1670","81","26","19","2581","1690","79","23","21","2614","3996","80","18","20","","","","","","","","","","",
"MANSFIELD ISD","Spring 2016","8","2487","1707","89","23","11","1494","1658","77","3","23","","","","","","2465","3968","80","21","20","2453","3864","73","22","27",
"MANSFIELD ISD","May 2016","5","499","1425","36","1","64","410","1490","53","0","47","","","","","","","","","","","","","","","",
"MANSFIELD ISD","May 2016","8","288","1562","41","1","59","348","1592","48","1","52","","","","","","","","","","","","","","","",
"MARATHON ISD","Spring 2016","3","7","1435","71","14","29","7","1426","71","14","29","","","","","","","","","","","","","","","",
"MARATHON ISD","Spring 2016","4","3","-","-","-","-","3","-","-","-","-","3","-","-","-","-","","","","","","","","","","",
"MARATHON ISD","Spring 2016","5","4","-","-","-","-","4","-","-","-","-","","","","","","4","-","-","-","-","","","","","",
"MARATHON ISD","Spring 2016","6","2","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"MARATHON ISD","Spring 2016","7","1","-","-","-","-","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","",
"MARATHON ISD","Spring 2016","8","4","-","-","-","-","4","-","-","-","-","","","","","","4","-","-","-","-","4","-","-","-","-",
"MARATHON ISD","May 2016","5","1","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"MARBLE FALLS ISD","Spring 2016","3","267","1438","72","25","28","262","1460","72","18","28","","","","","","","","","","","","","","","",
"MARBLE FALLS ISD","Spring 2016","4","294","1514","74","21","26","296","1559","73","22","27","293","3751","65","12","35","","","","","","","","","","",
"MARBLE FALLS ISD","Spring 2016","5","299","1564","76","23","24","298","1638","87","24","13","","","","","","296","3842","73","13","27","","","","","",
"MARBLE FALLS ISD","Spring 2016","6","288","1581","69","16","31","290","1621","75","11","25","","","","","","","","","","","","","","","",
"MARBLE FALLS ISD","Spring 2016","7","264","1621","64","17","36","207","1573","50","0","50","266","3825","72","9","28","","","","","","","","","","",
"MARBLE FALLS ISD","Spring 2016","8","302","1690","87","22","13","287","1692","81","11","19","","","","","","295","4010","79","26","21","292","3751","67","17","33",
"MARBLE FALLS ISD","May 2016","5","69","1418","28","0","72","34","1473","44","0","56","","","","","","","","","","","","","","","",
"MARBLE FALLS ISD","May 2016","8","42","1515","38","0","62","58","1550","40","0","60","","","","","","","","","","","","","","","",
"MARFA ISD","Spring 2016","3","26","1410","58","23","42","26","1386","58","4","42","","","","","","","","","","","","","","","",
"MARFA ISD","Spring 2016","4","30","1557","80","33","20","30","1600","83","30","17","28","4090","79","32","21","","","","","","","","","","",
"MARFA ISD","Spring 2016","5","19","1542","74","26","26","19","1539","63","11","37","","","","","","19","3625","58","0","42","","","","","",
"MARFA ISD","Spring 2016","6","19","1597","79","21","21","19","1577","63","5","37","","","","","","","","","","","","","","","",
"MARFA ISD","Spring 2016","7","24","1651","75","29","25","24","1588","54","4","46","24","3782","71","8","29","","","","","","","","","","",
"MARFA ISD","Spring 2016","8","24","1621","75","8","25","18","1544","17","0","83","","","","","","24","3740","54","8","46","24","3344","21","0","79",
"MARFA ISD","May 2016","5","5","1345","0","0","100","7","1459","43","0","57","","","","","","","","","","","","","","","",
"MARFA ISD","May 2016","8","6","1550","17","0","83","15","1608","60","0","40","","","","","","","","","","","","","","","",
"MARION ISD","Spring 2016","3","109","1437","83","17","17","108","1463","81","15","19","","","","","","","","","","","","","","","",
"MARION ISD","Spring 2016","4","102","1521","83","22","17","102","1549","75","21","25","100","4006","82","23","18","","","","","","","","","","",
"MARION ISD","Spring 2016","5","109","1586","83","28","17","109","1634","84","27","16","","","","","","107","3745","74","8","26","","","","","",
"MARION ISD","Spring 2016","6","91","1630","85","23","15","68","1617","81","6","19","","","","","","","","","","","","","","","",
"MARION ISD","Spring 2016","7","95","1640","77","19","23","98","1659","79","14","21","95","3893","76","12","24","","","","","","","","","","",
"MARION ISD","Spring 2016","8","114","1694","90","23","10","114","1688","89","5","11","","","","","","111","3848","76","15","24","111","3806","74","17","26",
"MARION ISD","May 2016","5","19","1387","58","0","42","17","1455","71","0","29","","","","","","","","","","","","","","","",
"MARION ISD","May 2016","8","8","1504","25","0","75","8","1549","75","0","25","","","","","","","","","","","","","","","",
"MARLIN ISD","Spring 2016","3","70","1329","40","6","60","66","1309","30","3","70","","","","","","","","","","","","","","","",
"MARLIN ISD","Spring 2016","4","66","1368","29","2","71","65","1360","14","0","86","68","3332","35","0","65","","","","","","","","","","",
"MARLIN ISD","Spring 2016","5","46","1400","24","2","76","46","1460","30","0","70","","","","","","46","3208","22","2","78","","","","","",
"MARLIN ISD","Spring 2016","6","54","1471","30","4","70","54","1501","26","2","74","","","","","","","","","","","","","","","",
"MARLIN ISD","Spring 2016","7","40","1560","53","3","48","41","1551","37","0","63","40","3599","50","3","50","","","","","","","","","","",
"MARLIN ISD","Spring 2016","8","41","1608","63","2","37","41","1604","51","0","49","","","","","","41","3411","34","0","66","40","3289","20","0","80",
"MARLIN ISD","May 2016","5","35","1360","11","0","89","32","1412","13","0","88","","","","","","","","","","","","","","","",
"MARLIN ISD","May 2016","8","14","1536","29","0","71","20","1555","35","0","65","","","","","","","","","","","","","","","",
"MARSHALL ISD","Spring 2016","3","426","1378","55","13","45","435","1416","62","13","38","","","","","","","","","","","","","","","",
"MARSHALL ISD","Spring 2016","4","422","1467","61","12","39","422","1489","51","14","49","423","3575","51","7","49","","","","","","","","","","",
"MARSHALL ISD","Spring 2016","5","412","1507","61","16","39","413","1522","55","6","45","","","","","","411","3620","58","4","42","","","","","",
"MARSHALL ISD","Spring 2016","6","384","1559","63","13","37","386","1568","58","4","42","","","","","","","","","","","","","","","",
"MARSHALL ISD","Spring 2016","7","377","1582","53","10","47","371","1594","51","8","49","376","3558","49","4","51","","","","","","","","","","",
"MARSHALL ISD","Spring 2016","8","341","1641","70","9","30","235","1564","31","1","69","","","","","","340","3648","53","8","47","341","3480","37","6","63",
"MARSHALL ISD","May 2016","5","162","1391","22","0","78","183","1458","39","0","61","","","","","","","","","","","","","","","",
"MARSHALL ISD","May 2016","8","107","1544","29","0","71","163","1564","36","0","64","","","","","","","","","","","","","","","",
"MART ISD","Spring 2016","3","28","1446","89","18","11","29","1476","90","14","10","","","","","","","","","","","","","","","",
"MART ISD","Spring 2016","4","26","1479","85","4","15","27","1465","48","0","52","33","3761","79","3","21","","","","","","","","","","",
"MART ISD","Spring 2016","5","31","1529","81","10","19","31","1561","84","3","16","","","","","","30","3698","67","3","33","","","","","",
"MART ISD","Spring 2016","6","31","1606","84","13","16","31","1608","77","13","23","","","","","","","","","","","","","","","",
"MART ISD","Spring 2016","7","37","1694","89","27","11","37","1733","84","32","16","37","4053","84","24","16","","","","","","","","","","",
"MART ISD","Spring 2016","8","24","1704","100","13","0","25","1746","92","20","8","","","","","","25","4077","92","20","8","24","3920","88","21","13",
"MART ISD","May 2016","5","7","1423","29","0","71","5","1469","40","0","60","","","","","","","","","","","","","","","",
"MART ISD","May 2016","8","","","","","","2","-","-","-","-","","","","","","","","","","","","","","","",
"MARTINS MILL ISD","Spring 2016","3","44","1510","93","39","7","44","1522","95","25","5","","","","","","","","","","","","","","","",
"MARTINS MILL ISD","Spring 2016","4","26","1553","81","38","19","26","1570","85","23","15","26","4002","77","19","23","","","","","","","","","","",
"MARTINS MILL ISD","Spring 2016","5","40","1589","90","25","10","40","1661","90","28","10","","","","","","39","3876","82","10","18","","","","","",
"MARTINS MILL ISD","Spring 2016","6","30","1640","87","23","13","30","1652","80","20","20","","","","","","","","","","","","","","","",
"MARTINS MILL ISD","Spring 2016","7","37","1640","73","11","27","37","1678","78","22","22","36","3931","72","17","28","","","","","","","","","","",
"MARTINS MILL ISD","Spring 2016","8","38","1720","92","26","8","38","1677","84","3","16","","","","","","38","4234","89","42","11","38","3983","79","21","21",
"MARTINS MILL ISD","May 2016","5","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"MARTINS MILL ISD","May 2016","8","3","-","-","-","-","6","1551","50","0","50","","","","","","","","","","","","","","","",
"MARTINSVILLE ISD","Spring 2016","3","25","1469","84","32","16","25","1554","100","40","0","","","","","","","","","","","","","","","",
"MARTINSVILLE ISD","Spring 2016","4","19","1510","84","21","16","19","1521","74","11","26","19","3977","84","21","16","","","","","","","","","","",
"MARTINSVILLE ISD","Spring 2016","5","30","1560","87","13","13","29","1602","90","10","10","","","","","","31","3927","90","13","10","","","","","",
"MARTINSVILLE ISD","Spring 2016","6","24","1608","92","21","8","24","1637","83","17","17","","","","","","","","","","","","","","","",
"MARTINSVILLE ISD","Spring 2016","7","28","1641","82","18","18","18","1616","72","0","28","27","3771","74","4","26","","","","","","","","","","",
"MARTINSVILLE ISD","Spring 2016","8","26","1696","100","8","0","30","1674","90","0","10","","","","","","26","3772","77","0","23","26","3618","54","8","46",
"MARTINSVILLE ISD","May 2016","5","4","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"MARTINSVILLE ISD","May 2016","8","","","","","","3","-","-","-","-","","","","","","","","","","","","","","","",
"MASON ISD","Spring 2016","3","41","1438","73","22","27","41","1538","95","37","5","","","","","","","","","","","","","","","",
"MASON ISD","Spring 2016","4","47","1549","87","21","13","48","1602","85","29","15","48","4013","85","19","15","","","","","","","","","","",
"MASON ISD","Spring 2016","5","51","1603","86","29","14","50","1636","94","20","6","","","","","","52","3826","85","4","15","","","","","",
"MASON ISD","Spring 2016","6","45","1621","82","20","18","44","1629","77","11","23","","","","","","","","","","","","","","","",
"MASON ISD","Spring 2016","7","43","1669","84","33","16","41","1701","83","22","17","43","4044","81","19","19","","","","","","","","","","",
"MASON ISD","Spring 2016","8","44","1719","86","30","14","28","1689","82","7","18","","","","","","42","4154","88","29","12","41","3954","68","32","32",
"MASON ISD","May 2016","5","8","1440","38","0","63","5","1489","40","0","60","","","","","","","","","","","","","","","",
"MASON ISD","May 2016","8","6","1544","33","0","67","6","1611","50","0","50","","","","","","","","","","","","","","","",
"MATAGORDA ISD","Spring 2016","3","15","1401","73","13","27","15","1364","40","7","60","","","","","","","","","","","","","","","",
"MATAGORDA ISD","Spring 2016","4","15","1500","80","7","20","15","1418","27","0","73","16","3739","69","6","31","","","","","","","","","","",
"MATAGORDA ISD","Spring 2016","5","20","1486","60","5","40","20","1493","35","5","65","","","","","","21","3499","52","0","48","","","","","",
"MATAGORDA ISD","Spring 2016","6","14","1583","79","14","21","14","1652","86","21","14","","","","","","","","","","","","","","","",
"MATAGORDA ISD","Spring 2016","7","8","1610","63","13","38","8","1693","100","13","0","8","3817","88","13","13","","","","","","","","","","",
"MATAGORDA ISD","Spring 2016","8","14","1672","86","14","14","14","1695","79","14","21","","","","","","14","4250","93","29","7","14","3693","71","21","29",
"MATAGORDA ISD","May 2016","5","9","1428","22","0","78","14","1465","36","0","64","","","","","","","","","","","","","","","",
"MATAGORDA ISD","May 2016","8","2","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"MATHIS ISD","Spring 2016","3","148","1345","44","7","56","147","1375","50","3","50","","","","","","","","","","","","","","","",
"MATHIS ISD","Spring 2016","4","116","1467","58","10","42","115","1535","70","17","30","116","3600","59","7","41","","","","","","","","","","",
"MATHIS ISD","Spring 2016","5","134","1493","52","13","48","134","1595","75","15","25","","","","","","133","3589","57","4","43","","","","","",
"MATHIS ISD","Spring 2016","6","140","1514","46","8","54","138","1542","47","2","53","","","","","","","","","","","","","","","",
"MATHIS ISD","Spring 2016","7","97","1594","59","9","41","96","1565","41","3","59","98","3561","49","3","51","","","","","","","","","","",
"MATHIS ISD","Spring 2016","8","128","1609","57","4","43","127","1574","36","1","64","","","","","","129","3478","43","3","57","127","3324","25","2","75",
"MATHIS ISD","May 2016","5","64","1386","13","0","88","34","1444","29","0","71","","","","","","","","","","","","","","","",
"MATHIS ISD","May 2016","8","57","1537","18","0","82","82","1553","27","0","73","","","","","","","","","","","","","","","",
"MAUD ISD","Spring 2016","3","26","1474","88","27","12","27","1471","81","15","19","","","","","","","","","","","","","","","",
"MAUD ISD","Spring 2016","4","33","1529","91","6","9","33","1529","79","6","21","33","3696","64","3","36","","","","","","","","","","",
"MAUD ISD","Spring 2016","5","37","1553","78","19","22","37","1598","84","8","16","","","","","","36","3985","92","14","8","","","","","",
"MAUD ISD","Spring 2016","6","39","1526","56","3","44","39","1540","38","8","62","","","","","","","","","","","","","","","",
"MAUD ISD","Spring 2016","7","28","1649","68","29","32","29","1578","48","3","52","30","3739","67","3","33","","","","","","","","","","",
"MAUD ISD","Spring 2016","8","37","1665","76","11","24","37","1629","68","0","32","","","","","","37","3559","54","0","46","37","3620","62","3","38",
"MAUD ISD","May 2016","5","6","1510","67","0","33","4","-","-","-","-","","","","","","","","","","","","","","","",
"MAUD ISD","May 2016","8","8","1562","50","0","50","10","1602","60","0","40","","","","","","","","","","","","","","","",
"MAY ISD","Spring 2016","3","18","1390","56","17","44","18","1371","50","6","50","","","","","","","","","","","","","","","",
"MAY ISD","Spring 2016","4","22","1439","55","9","45","22","1475","50","0","50","22","3569","64","0","36","","","","","","","","","","",
"MAY ISD","Spring 2016","5","17","1549","88","6","12","17","1568","82","6","18","","","","","","17","3632","71","0","29","","","","","",
"MAY ISD","Spring 2016","6","24","1612","83","21","17","24","1592","71","4","29","","","","","","","","","","","","","","","",
"MAY ISD","Spring 2016","7","22","1692","77","45","23","22","1621","64","9","36","22","4044","86","23","14","","","","","","","","","","",
"MAY ISD","Spring 2016","8","14","1711","86","14","14","14","1618","64","7","36","","","","","","13","3763","69","8","31","13","3502","23","8","77",
"MAY ISD","May 2016","5","2","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"MAY ISD","May 2016","8","2","-","-","-","-","5","1579","60","0","40","","","","","","","","","","","","","","","",
"MAYPEARL ISD","Spring 2016","3","82","1440","76","23","24","82","1453","77","18","23","","","","","","","","","","","","","","","",
"MAYPEARL ISD","Spring 2016","4","79","1529","75","27","25","79","1576","76","29","24","79","3939","70","20","30","","","","","","","","","","",
"MAYPEARL ISD","Spring 2016","5","71","1555","73","27","27","71","1578","75","8","25","","","","","","73","3661","60","3","40","","","","","",
"MAYPEARL ISD","Spring 2016","6","98","1597","68","17","32","98","1598","70","7","30","","","","","","","","","","","","","","","",
"MAYPEARL ISD","Spring 2016","7","107","1682","82","31","18","106","1742","91","36","9","106","4108","87","25","13","","","","","","","","","","",
"MAYPEARL ISD","Spring 2016","8","77","1740","95","32","5","77","1737","91","19","9","","","","","","79","4298","97","35","3","79","4023","86","28","14",
"MAYPEARL ISD","May 2016","5","22","1463","45","0","55","20","1493","50","0","50","","","","","","","","","","","","","","","",
"MAYPEARL ISD","May 2016","8","4","-","-","-","-","7","1630","100","0","0","","","","","","","","","","","","","","","",
"MCALLEN ISD","Spring 2016","3","1487","1457","77","30","23","1609","1483","81","22","19","","","","","","","","","","","","","","","",
"MCALLEN ISD","Spring 2016","4","1558","1534","82","23","18","1622","1564","76","22","24","1575","3966","76","20","24","","","","","","","","","","",
"MCALLEN ISD","Spring 2016","5","1547","1575","77","28","23","1563","1617","80","22","20","","","","","","1567","3872","79","13","21","","","","","",
"MCALLEN ISD","Spring 2016","6","1662","1592","73","17","27","1603","1628","77","14","23","","","","","","","","","","","","","","","",
"MCALLEN ISD","Spring 2016","7","1699","1642","73","21","27","1531","1657","74","15","26","1706","3970","76","17","24","","","","","","","","","","",
"MCALLEN ISD","Spring 2016","8","1722","1685","83","19","17","1387","1667","74","7","26","","","","","","1672","3941","76","20","24","1669","3781","66","18","34",
"MCALLEN ISD","May 2016","5","372","1431","35","0","65","322","1481","44","0","56","","","","","","","","","","","","","","","",
"MCALLEN ISD","May 2016","8","303","1565","44","0","56","365","1591","51","0","49","","","","","","","","","","","","","","",""
