"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"SABINAL ISD","May 2016","8","9","1556","33","0","67","11","1601","64","0","36","","","","","","","","","","","","","","","",
"SABINE ISD","Spring 2016","3","116","1425","77","17","23","116","1440","77","9","23","","","","","","","","","","","","","","","",
"SABINE ISD","Spring 2016","4","99","1534","87","19","13","103","1528","75","14","25","94","3889","77","11","23","","","","","","","","","","",
"SABINE ISD","Spring 2016","5","106","1579","77","30","23","106","1608","83","18","17","","","","","","105","3722","68","6","32","","","","","",
"SABINE ISD","Spring 2016","6","109","1595","79","17","21","108","1642","82","10","18","","","","","","","","","","","","","","","",
"SABINE ISD","Spring 2016","7","106","1629","76","15","24","106","1629","70","8","30","106","3932","77","12","23","","","","","","","","","","",
"SABINE ISD","Spring 2016","8","104","1683","89","13","11","70","1638","69","1","31","","","","","","102","3964","81","21","19","102","3799","69","17","31",
"SABINE ISD","May 2016","5","24","1437","42","0","58","17","1464","29","0","71","","","","","","","","","","","","","","","",
"SABINE ISD","May 2016","8","9","1583","56","0","44","20","1601","55","0","45","","","","","","","","","","","","","","","",
"SABINE PASS ISD","Spring 2016","3","18","1437","78","17","22","18","1359","44","0","56","","","","","","","","","","","","","","","",
"SABINE PASS ISD","Spring 2016","4","19","1513","79","16","21","19","1513","68","5","32","19","3916","74","16","26","","","","","","","","","","",
"SABINE PASS ISD","Spring 2016","5","24","1582","83","25","17","24","1587","83","4","17","","","","","","24","3810","79","13","21","","","","","",
"SABINE PASS ISD","Spring 2016","6","27","1635","100","22","0","27","1644","78","11","22","","","","","","","","","","","","","","","",
"SABINE PASS ISD","Spring 2016","7","29","1674","86","21","14","29","1720","93","24","7","29","4116","93","17","7","","","","","","","","","","",
"SABINE PASS ISD","Spring 2016","8","34","1707","91","26","9","34","1654","76","3","24","","","","","","34","4051","82","15","18","34","3813","71","15","29",
"SABINE PASS ISD","May 2016","5","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"SABINE PASS ISD","May 2016","8","3","-","-","-","-","8","1621","75","0","25","","","","","","","","","","","","","","","",
"SAINT JO ISD","Spring 2016","3","25","1503","84","36","16","26","1475","88","23","12","","","","","","","","","","","","","","","",
"SAINT JO ISD","Spring 2016","4","12","1514","83","17","17","12","1568","75","8","25","12","3999","92","17","8","","","","","","","","","","",
"SAINT JO ISD","Spring 2016","5","16","1636","94","50","6","16","1672","94","25","6","","","","","","16","4057","100","13","0","","","","","",
"SAINT JO ISD","Spring 2016","6","23","1684","91","35","9","23","1772","100","48","0","","","","","","","","","","","","","","","",
"SAINT JO ISD","Spring 2016","7","17","1667","65","35","35","17","1672","76","24","24","17","3934","76","18","24","","","","","","","","","","",
"SAINT JO ISD","Spring 2016","8","21","1727","95","29","5","14","1689","86","0","14","","","","","","20","3944","80","15","20","20","3724","65","5","35",
"SAINT JO ISD","May 2016","5","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"SAINT JO ISD","May 2016","8","1","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"SALADO ISD","Spring 2016","3","115","1481","86","31","14","114","1481","83","22","17","","","","","","","","","","","","","","","",
"SALADO ISD","Spring 2016","4","137","1536","79","26","21","136","1557","73","23","27","137","3957","81","20","19","","","","","","","","","","",
"SALADO ISD","Spring 2016","5","116","1618","88","41","12","117","1599","79","12","21","","","","","","117","3898","82","12","18","","","","","",
"SALADO ISD","Spring 2016","6","121","1624","77","27","23","121","1639","79","13","21","","","","","","","","","","","","","","","",
"SALADO ISD","Spring 2016","7","141","1702","86","40","14","58","1598","64","0","36","144","4069","83","18","17","","","","","","","","","","",
"SALADO ISD","Spring 2016","8","129","1720","90","26","10","161","1739","91","17","9","","","","","","127","4230","91","35","9","127","3753","61","19","39",
"SALADO ISD","May 2016","5","16","1440","31","0","69","25","1468","36","0","64","","","","","","","","","","","","","","","",
"SALADO ISD","May 2016","8","13","1555","38","0","62","16","1613","50","0","50","","","","","","","","","","","","","","","",
"SALTILLO ISD","Spring 2016","3","15","1479","100","33","0","15","1520","100","20","0","","","","","","","","","","","","","","","",
"SALTILLO ISD","Spring 2016","4","17","1496","82","6","18","17","1549","76","18","24","17","3741","65","6","35","","","","","","","","","","",
"SALTILLO ISD","Spring 2016","5","14","1634","93","29","7","14","1658","100","36","0","","","","","","14","3761","79","7","21","","","","","",
"SALTILLO ISD","Spring 2016","6","18","1559","61","11","39","18","1638","78","11","22","","","","","","","","","","","","","","","",
"SALTILLO ISD","Spring 2016","7","14","1695","93","21","7","14","1759","93","43","7","15","3898","73","13","27","","","","","","","","","","",
"SALTILLO ISD","Spring 2016","8","17","1691","94","0","6","17","1724","88","12","12","","","","","","16","3991","94","6","6","16","3687","50","6","50",
"SALTILLO ISD","May 2016","5","1","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"SALTILLO ISD","May 2016","8","1","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"SAM RAYBURN ISD","Spring 2016","3","37","1441","78","19","22","38","1462","76","13","24","","","","","","","","","","","","","","","",
"SAM RAYBURN ISD","Spring 2016","4","41","1509","83","20","17","41","1540","73","15","27","40","3973","80","18","20","","","","","","","","","","",
"SAM RAYBURN ISD","Spring 2016","5","50","1555","80","22","20","50","1584","76","10","24","","","","","","49","3924","92","8","8","","","","","",
"SAM RAYBURN ISD","Spring 2016","6","41","1613","78","24","22","41","1645","80","20","20","","","","","","","","","","","","","","","",
"SAM RAYBURN ISD","Spring 2016","7","34","1689","88","26","12","34","1783","100","38","0","34","4361","94","41","6","","","","","","","","","","",
"SAM RAYBURN ISD","Spring 2016","8","26","1700","92","15","8","26","1790","100","19","0","","","","","","26","4159","96","38","4","26","4048","92","35","8",
"SAM RAYBURN ISD","May 2016","5","8","1438","50","0","50","9","1557","78","0","22","","","","","","","","","","","","","","","",
"SAM RAYBURN ISD","May 2016","8","2","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"SAN ANGELO ISD","Spring 2016","3","1184","1426","72","20","28","1183","1448","73","15","27","","","","","","","","","","","","","","","",
"SAN ANGELO ISD","Spring 2016","4","1125","1508","76","16","24","1127","1543","73","16","27","1124","3836","71","11","29","","","","","","","","","","",
"SAN ANGELO ISD","Spring 2016","5","1066","1552","73","22","27","1074","1587","76","14","24","","","","","","1076","3830","75","12","25","","","","","",
"SAN ANGELO ISD","Spring 2016","6","991","1580","69","14","31","986","1591","64","9","36","","","","","","","","","","","","","","","",
"SAN ANGELO ISD","Spring 2016","7","980","1616","68","15","32","977","1632","66","12","34","983","3713","64","6","36","","","","","","","","","","",
"SAN ANGELO ISD","Spring 2016","8","939","1665","76","17","24","823","1635","62","4","38","","","","","","933","3854","70","18","30","928","3614","53","11","47",
"SAN ANGELO ISD","May 2016","5","298","1413","32","0","68","273","1467","41","0","59","","","","","","","","","","","","","","","",
"SAN ANGELO ISD","May 2016","8","232","1541","33","0","67","316","1567","37","0","63","","","","","","","","","","","","","","","",
"SAN ANTONIO ISD","Spring 2016","3","3299","1377","57","12","43","3284","1407","61","9","39","","","","","","","","","","","","","","","",
"SAN ANTONIO ISD","Spring 2016","4","3494","1458","60","9","40","3532","1494","58","10","42","3550","3602","54","6","46","","","","","","","","","","",
"SAN ANTONIO ISD","Spring 2016","5","3395","1500","58","13","42","3421","1554","66","9","34","","","","","","3400","3659","62","4","38","","","","","",
"SAN ANTONIO ISD","Spring 2016","6","2998","1522","50","7","50","2940","1558","52","5","48","","","","","","","","","","","","","","","",
"SAN ANTONIO ISD","Spring 2016","7","3012","1576","53","8","47","2952","1591","51","7","49","3048","3552","49","4","51","","","","","","","","","","",
"SAN ANTONIO ISD","Spring 2016","8","2887","1626","68","7","32","2212","1592","47","1","53","","","","","","2871","3638","56","9","44","2861","3471","40","5","60",
"SAN ANTONIO ISD","May 2016","5","1431","1400","23","0","77","1168","1463","36","0","64","","","","","","","","","","","","","","","",
"SAN ANTONIO ISD","May 2016","8","898","1535","29","0","71","1135","1561","33","0","67","","","","","","","","","","","","","","","",
"SAN ANTONIO SCHOOL FOR INQUIRY &","Spring 2016","3","18","1412","61","11","39","17","1469","76","12","24","","","","","","","","","","","","","","","",
"SAN ANTONIO SCHOOL FOR INQUIRY &","Spring 2016","4","17","1432","53","0","47","17","1389","18","0","82","16","3269","19","0","81","","","","","","","","","","",
"SAN ANTONIO SCHOOL FOR INQUIRY &","Spring 2016","5","15","1529","67","20","33","15","1492","53","0","47","","","","","","15","3396","40","0","60","","","","","",
"SAN ANTONIO SCHOOL FOR INQUIRY &","Spring 2016","6","28","1609","82","11","18","28","1605","75","4","25","","","","","","","","","","","","","","","",
"SAN ANTONIO SCHOOL FOR INQUIRY &","Spring 2016","7","23","1578","52","4","48","23","1550","30","4","70","23","3651","57","4","43","","","","","","","","","","",
"SAN ANTONIO SCHOOL FOR INQUIRY &","Spring 2016","8","27","1692","93","19","7","27","1575","41","0","59","","","","","","26","3689","73","4","27","26","3895","85","12","15",
"SAN ANTONIO SCHOOL FOR INQUIRY &","May 2016","5","5","1446","40","0","60","7","1493","57","0","43","","","","","","","","","","","","","","","",
"SAN ANTONIO SCHOOL FOR INQUIRY &","May 2016","8","2","-","-","-","-","15","1593","47","0","53","","","","","","","","","","","","","","","",
"SAN AUGUSTINE ISD","Spring 2016","3","57","1376","56","9","44","57","1390","56","7","44","","","","","","","","","","","","","","","",
"SAN AUGUSTINE ISD","Spring 2016","4","50","1450","56","8","44","50","1490","58","8","42","50","3559","44","8","56","","","","","","","","","","",
"SAN AUGUSTINE ISD","Spring 2016","5","44","1485","52","7","48","44","1501","52","0","48","","","","","","44","3610","59","5","41","","","","","",
"SAN AUGUSTINE ISD","Spring 2016","6","31","1562","65","6","35","31","1585","71","6","29","","","","","","","","","","","","","","","",
"SAN AUGUSTINE ISD","Spring 2016","7","42","1582","57","5","43","41","1586","51","2","49","42","3654","48","7","52","","","","","","","","","","",
"SAN AUGUSTINE ISD","Spring 2016","8","49","1626","65","8","35","49","1581","39","2","61","","","","","","49","3554","51","4","49","49","3423","31","6","69",
"SAN AUGUSTINE ISD","May 2016","5","21","1380","19","0","81","21","1458","38","0","62","","","","","","","","","","","","","","","",
"SAN AUGUSTINE ISD","May 2016","8","17","1515","18","0","82","30","1573","40","0","60","","","","","","","","","","","","","","","",
"SAN BENITO CISD","Spring 2016","3","667","1411","67","18","33","704","1434","69","13","31","","","","","","","","","","","","","","","",
"SAN BENITO CISD","Spring 2016","4","690","1497","72","14","28","703","1527","69","15","31","685","3828","71","13","29","","","","","","","","","","",
"SAN BENITO CISD","Spring 2016","5","787","1509","60","16","40","792","1556","65","11","35","","","","","","794","3722","65","7","35","","","","","",
"SAN BENITO CISD","Spring 2016","6","764","1541","58","9","42","759","1566","58","5","42","","","","","","","","","","","","","","","",
"SAN BENITO CISD","Spring 2016","7","761","1595","60","12","40","751","1597","54","7","46","760","3723","63","8","37","","","","","","","","","","",
"SAN BENITO CISD","Spring 2016","8","805","1652","75","13","25","745","1632","64","2","36","","","","","","784","3709","68","6","32","785","3529","46","5","54",
"SAN BENITO CISD","May 2016","5","322","1413","26","0","74","282","1467","38","0","62","","","","","","","","","","","","","","","",
"SAN BENITO CISD","May 2016","8","209","1540","32","1","68","276","1579","42","0","58","","","","","","","","","","","","","","","",
"SAN DIEGO ISD","Spring 2016","3","93","1400","66","14","34","93","1446","70","19","30","","","","","","","","","","","","","","","",
"SAN DIEGO ISD","Spring 2016","4","98","1439","51","6","49","98","1484","55","8","45","101","3724","73","5","27","","","","","","","","","","",
"SAN DIEGO ISD","Spring 2016","5","79","1497","61","11","39","79","1523","51","9","49","","","","","","78","3543","55","1","45","","","","","",
"SAN DIEGO ISD","Spring 2016","6","96","1538","54","8","46","96","1597","56","14","44","","","","","","","","","","","","","","","",
"SAN DIEGO ISD","Spring 2016","7","81","1599","62","6","38","91","1657","71","20","29","84","3669","61","4","39","","","","","","","","","","",
"SAN DIEGO ISD","Spring 2016","8","73","1652","82","8","18","83","1666","76","10","24","","","","","","73","3682","60","4","40","72","3667","61","13","39",
"SAN DIEGO ISD","May 2016","5","31","1379","19","0","81","38","1456","39","0","61","","","","","","","","","","","","","","","",
"SAN DIEGO ISD","May 2016","8","15","1535","27","0","73","20","1551","40","0","60","","","","","","","","","","","","","","","",
"SAN ELIZARIO ISD","Spring 2016","3","165","1433","77","18","23","219","1445","76","11","24","","","","","","","","","","","","","","","",
"SAN ELIZARIO ISD","Spring 2016","4","224","1475","64","9","36","273","1502","59","11","41","220","3742","63","9","37","","","","","","","","","","",
"SAN ELIZARIO ISD","Spring 2016","5","216","1519","68","14","32","244","1564","75","7","25","","","","","","245","3851","80","9","20","","","","","",
"SAN ELIZARIO ISD","Spring 2016","6","282","1529","55","6","45","277","1600","71","5","29","","","","","","","","","","","","","","","",
"SAN ELIZARIO ISD","Spring 2016","7","268","1591","61","8","39","269","1613","59","9","41","270","3702","62","6","38","","","","","","","","","","",
"SAN ELIZARIO ISD","Spring 2016","8","253","1650","79","9","21","266","1695","83","8","17","","","","","","248","3772","67","8","33","248","3441","32","3","68",
"SAN ELIZARIO ISD","May 2016","5","70","1429","31","0","69","61","1470","38","0","62","","","","","","","","","","","","","","","",
"SAN ELIZARIO ISD","May 2016","8","57","1562","51","0","49","45","1620","67","0","33","","","","","","","","","","","","","","","",
"SAN FELIPE-DEL RIO CISD","Spring 2016","3","735","1399","64","15","36","720","1434","70","14","30","","","","","","","","","","","","","","","",
"SAN FELIPE-DEL RIO CISD","Spring 2016","4","707","1497","72","15","28","699","1526","69","13","31","717","3764","65","12","35","","","","","","","","","","",
"SAN FELIPE-DEL RIO CISD","Spring 2016","5","721","1528","68","17","32","710","1577","73","12","27","","","","","","714","3784","73","9","27","","","","","",
"SAN FELIPE-DEL RIO CISD","Spring 2016","6","713","1561","61","14","39","693","1628","76","14","24","","","","","","","","","","","","","","","",
"SAN FELIPE-DEL RIO CISD","Spring 2016","7","700","1598","59","14","41","684","1617","60","9","40","701","3643","60","4","40","","","","","","","","","","",
"SAN FELIPE-DEL RIO CISD","Spring 2016","8","513","1617","67","4","33","531","1641","66","2","34","","","","","","662","3695","63","8","37","717","3549","50","6","50",
"SAN FELIPE-DEL RIO CISD","May 2016","5","233","1398","18","0","82","199","1473","42","0","58","","","","","","","","","","","","","","","",
"SAN FELIPE-DEL RIO CISD","May 2016","8","161","1545","35","0","65","173","1584","46","0","54","","","","","","","","","","","","","","","",
"SAN ISIDRO ISD","Spring 2016","3","18","1423","67","28","33","17","1466","82","18","18","","","","","","","","","","","","","","","",
"SAN ISIDRO ISD","Spring 2016","4","17","1518","82","12","18","17","1579","82","18","18","17","4151","76","35","24","","","","","","","","","","",
"SAN ISIDRO ISD","Spring 2016","5","21","1494","52","10","48","22","1563","73","9","27","","","","","","22","3542","55","5","45","","","","","",
"SAN ISIDRO ISD","Spring 2016","6","20","1569","70","0","30","20","1577","70","0","30","","","","","","","","","","","","","","","",
"SAN ISIDRO ISD","Spring 2016","7","19","1663","89","11","11","19","1604","63","0","37","19","4039","79","21","21","","","","","","","","","","",
"SAN ISIDRO ISD","Spring 2016","8","13","1701","77","23","23","13","1613","69","0","31","","","","","","13","3724","69","8","31","13","3627","62","8","38",
"SAN ISIDRO ISD","May 2016","5","10","1416","40","0","60","6","1432","0","0","100","","","","","","","","","","","","","","","",
"SAN ISIDRO ISD","May 2016","8","3","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"SAN MARCOS CISD","Spring 2016","3","529","1420","70","19","30","552","1430","69","12","31","","","","","","","","","","","","","","","",
"SAN MARCOS CISD","Spring 2016","4","551","1498","74","14","26","556","1512","65","13","35","544","3699","64","8","36","","","","","","","","","","",
"SAN MARCOS CISD","Spring 2016","5","508","1537","69","20","31","510","1574","69","13","31","","","","","","502","3681","62","7","38","","","","","",
"SAN MARCOS CISD","Spring 2016","6","491","1587","70","17","30","496","1632","77","15","23","","","","","","","","","","","","","","","",
"SAN MARCOS CISD","Spring 2016","7","526","1623","69","15","31","470","1627","66","8","34","526","3748","66","6","34","","","","","","","","","","",
"SAN MARCOS CISD","Spring 2016","8","527","1666","79","15","21","354","1635","63","5","37","","","","","","512","3728","65","12","35","514","3617","58","8","42",
"SAN MARCOS CISD","May 2016","5","156","1420","36","1","64","150","1481","45","0","55","","","","","","","","","","","","","","","",
"SAN MARCOS CISD","May 2016","8","114","1539","30","1","70","134","1559","28","0","72","","","","","","","","","","","","","","","",
"SAN PERLITA ISD","Spring 2016","3","15","1369","47","7","53","15","1494","87","20","13","","","","","","","","","","","","","","","",
"SAN PERLITA ISD","Spring 2016","4","18","1498","72","28","28","18","1630","83","44","17","19","3698","53","16","47","","","","","","","","","","",
"SAN PERLITA ISD","Spring 2016","5","17","1591","88","29","12","17","1759","100","53","0","","","","","","16","3708","69","6","31","","","","","",
"SAN PERLITA ISD","Spring 2016","6","20","1592","80","15","20","20","1579","60","5","40","","","","","","","","","","","","","","","",
"SAN PERLITA ISD","Spring 2016","7","20","1595","50","15","50","20","1581","35","5","65","20","3660","60","10","40","","","","","","","","","","",
"SAN PERLITA ISD","Spring 2016","8","18","1634","61","11","39","13","1605","54","0","46","","","","","","20","3536","50","0","50","20","3802","65","25","35",
"SAN PERLITA ISD","May 2016","5","1","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"SAN PERLITA ISD","May 2016","8","6","1514","0","0","100","5","1575","20","0","80","","","","","","","","","","","","","","","",
"SAN SABA ISD","Spring 2016","3","68","1446","81","25","19","72","1492","96","15","4","","","","","","","","","","","","","","","",
"SAN SABA ISD","Spring 2016","4","42","1509","69","19","31","43","1568","77","28","23","41","3985","71","27","29","","","","","","","","","","",
"SAN SABA ISD","Spring 2016","5","49","1636","84","39","16","48","1688","98","31","2","","","","","","49","4083","92","24","8","","","","","",
"SAN SABA ISD","Spring 2016","6","44","1629","93","25","7","45","1739","96","36","4","","","","","","","","","","","","","","","",
"SAN SABA ISD","Spring 2016","7","42","1668","83","26","17","42","1703","86","17","14","42","4125","81","24","19","","","","","","","","","","",
"SAN SABA ISD","Spring 2016","8","49","1680","88","12","12","46","1692","87","9","13","","","","","","48","4258","92","33","8","48","3578","54","2","46",
"SAN SABA ISD","May 2016","5","7","1493","86","0","14","1","-","-","-","-","","","","","","","","","","","","","","","",
"SAN SABA ISD","May 2016","8","8","1543","25","0","75","6","1603","67","0","33","","","","","","","","","","","","","","",""
