"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"FANNINDEL ISD","Spring 2016","3","10","1402","70","10","30","10","1426","70","10","30","","","","","","","","","","","","","","","",
"FANNINDEL ISD","Spring 2016","4","14","1556","86","29","14","14","1548","79","14","21","14","3767","71","7","29","","","","","","","","","","",
"FANNINDEL ISD","Spring 2016","5","14","1428","36","0","64","14","1563","71","7","29","","","","","","14","3524","50","0","50","","","","","",
"FANNINDEL ISD","Spring 2016","6","10","1550","50","10","50","9","1551","56","0","44","","","","","","","","","","","","","","","",
"FANNINDEL ISD","Spring 2016","7","13","1559","38","15","62","13","1555","38","0","62","13","3547","31","8","69","","","","","","","","","","",
"FANNINDEL ISD","Spring 2016","8","5","1672","80","20","20","5","1631","60","0","40","","","","","","6","3049","0","0","100","6","3065","0","0","100",
"FANNINDEL ISD","May 2016","5","9","1429","56","0","44","4","-","-","-","-","","","","","","","","","","","","","","","",
"FANNINDEL ISD","May 2016","8","3","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"FARMERSVILLE ISD","Spring 2016","3","108","1461","84","26","16","108","1470","82","13","18","","","","","","","","","","","","","","","",
"FARMERSVILLE ISD","Spring 2016","4","109","1535","80","21","20","111","1533","75","14","25","115","3911","73","17","27","","","","","","","","","","",
"FARMERSVILLE ISD","Spring 2016","5","105","1573","83","29","17","105","1619","85","19","15","","","","","","104","3803","77","6","23","","","","","",
"FARMERSVILLE ISD","Spring 2016","6","107","1653","88","32","12","104","1671","90","20","10","","","","","","","","","","","","","","","",
"FARMERSVILLE ISD","Spring 2016","7","104","1693","88","31","13","105","1712","90","19","10","103","4251","87","31","13","","","","","","","","","","",
"FARMERSVILLE ISD","Spring 2016","8","111","1736","95","25","5","68","1699","91","4","9","","","","","","111","4276","95","38","5","111","4028","86","28","14",
"FARMERSVILLE ISD","May 2016","5","19","1435","47","0","53","16","1525","69","0","31","","","","","","","","","","","","","","","",
"FARMERSVILLE ISD","May 2016","8","7","1565","43","0","57","7","1660","100","0","0","","","","","","","","","","","","","","","",
"FARWELL ISD","Spring 2016","3","42","1352","52","10","48","42","1402","55","10","45","","","","","","","","","","","","","","","",
"FARWELL ISD","Spring 2016","4","33","1481","76","9","24","35","1553","80","26","20","34","3676","62","3","38","","","","","","","","","","",
"FARWELL ISD","Spring 2016","5","51","1554","73","18","27","51","1675","90","35","10","","","","","","55","3943","89","16","11","","","","","",
"FARWELL ISD","Spring 2016","6","34","1589","71","15","29","38","1605","79","8","21","","","","","","","","","","","","","","","",
"FARWELL ISD","Spring 2016","7","36","1651","89","14","11","36","1608","64","6","36","36","3915","86","8","14","","","","","","","","","","",
"FARWELL ISD","Spring 2016","8","36","1735","89","42","11","35","1678","80","6","20","","","","","","37","4124","89","24","11","37","3725","68","16","32",
"FARWELL ISD","May 2016","5","16","1439","31","0","69","8","1506","50","0","50","","","","","","","","","","","","","","","",
"FARWELL ISD","May 2016","8","5","1559","40","0","60","9","1621","67","0","33","","","","","","","","","","","","","","","",
"FAYETTEVILLE ISD","Spring 2016","3","19","1371","58","5","42","19","1347","53","0","47","","","","","","","","","","","","","","","",
"FAYETTEVILLE ISD","Spring 2016","4","20","1537","75","35","25","20","1534","75","15","25","20","3766","65","15","35","","","","","","","","","","",
"FAYETTEVILLE ISD","Spring 2016","5","16","1536","69","6","31","16","1574","75","6","25","","","","","","16","3731","75","0","25","","","","","",
"FAYETTEVILLE ISD","Spring 2016","6","13","1607","77","23","23","13","1553","38","0","62","","","","","","","","","","","","","","","",
"FAYETTEVILLE ISD","Spring 2016","7","15","1620","73","0","27","15","1573","47","0","53","15","3619","73","0","27","","","","","","","","","","",
"FAYETTEVILLE ISD","Spring 2016","8","24","1705","92","17","8","15","1562","27","0","73","","","","","","23","3961","78","9","22","23","3782","65","17","35",
"FAYETTEVILLE ISD","May 2016","5","5","1449","40","0","60","4","-","-","-","-","","","","","","","","","","","","","","","",
"FAYETTEVILLE ISD","May 2016","8","1","-","-","-","-","10","1617","60","0","40","","","","","","","","","","","","","","","",
"FERRIS ISD","Spring 2016","3","197","1392","63","13","37","197","1428","66","13","34","","","","","","","","","","","","","","","",
"FERRIS ISD","Spring 2016","4","156","1498","74","13","26","155","1516","66","10","34","163","3729","66","11","34","","","","","","","","","","",
"FERRIS ISD","Spring 2016","5","161","1503","60","12","40","160","1568","73","12","28","","","","","","160","3648","61","5","39","","","","","",
"FERRIS ISD","Spring 2016","6","184","1574","68","12","32","181","1588","66","4","34","","","","","","","","","","","","","","","",
"FERRIS ISD","Spring 2016","7","157","1614","70","12","30","153","1649","76","14","24","158","3670","63","2","37","","","","","","","","","","",
"FERRIS ISD","Spring 2016","8","159","1678","87","15","13","114","1619","62","0","38","","","","","","159","3908","77","19","23","158","3507","45","3","55",
"FERRIS ISD","May 2016","5","65","1418","28","0","72","44","1439","27","0","73","","","","","","","","","","","","","","","",
"FERRIS ISD","May 2016","8","21","1592","57","0","43","45","1611","58","0","42","","","","","","","","","","","","","","","",
"FLATONIA ISD","Spring 2016","3","40","1439","80","20","20","41","1438","76","12","24","","","","","","","","","","","","","","","",
"FLATONIA ISD","Spring 2016","4","54","1546","72","28","28","54","1528","70","7","30","54","3885","80","11","20","","","","","","","","","","",
"FLATONIA ISD","Spring 2016","5","44","1552","73","23","27","45","1594","76","20","24","","","","","","44","3607","52","5","48","","","","","",
"FLATONIA ISD","Spring 2016","6","46","1649","93","24","7","45","1686","93","20","7","","","","","","","","","","","","","","","",
"FLATONIA ISD","Spring 2016","7","30","1725","90","43","10","30","1808","97","60","3","30","4154","83","30","17","","","","","","","","","","",
"FLATONIA ISD","Spring 2016","8","28","1688","86","25","14","21","1739","95","10","5","","","","","","26","4064","92","27","8","26","4239","92","46","8",
"FLATONIA ISD","May 2016","5","11","1449","36","0","64","10","1513","70","0","30","","","","","","","","","","","","","","","",
"FLATONIA ISD","May 2016","8","3","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"FLORENCE ISD","Spring 2016","3","70","1389","57","11","43","60","1404","62","8","38","","","","","","","","","","","","","","","",
"FLORENCE ISD","Spring 2016","4","71","1460","59","10","41","71","1501","56","10","44","72","3618","56","8","44","","","","","","","","","","",
"FLORENCE ISD","Spring 2016","5","71","1524","69","14","31","71","1560","75","6","25","","","","","","71","3591","56","0","44","","","","","",
"FLORENCE ISD","Spring 2016","6","69","1552","59","13","41","66","1569","62","5","38","","","","","","","","","","","","","","","",
"FLORENCE ISD","Spring 2016","7","73","1620","64","18","36","70","1613","54","6","46","69","3637","58","1","42","","","","","","","","","","",
"FLORENCE ISD","Spring 2016","8","69","1666","80","14","20","47","1603","55","0","45","","","","","","72","3607","58","6","42","72","3822","75","17","25",
"FLORENCE ISD","May 2016","5","23","1406","30","0","70","18","1488","50","0","50","","","","","","","","","","","","","","","",
"FLORENCE ISD","May 2016","8","18","1537","33","0","67","25","1576","52","0","48","","","","","","","","","","","","","","","",
"FLORESVILLE ISD","Spring 2016","3","291","1404","66","17","34","292","1420","65","11","35","","","","","","","","","","","","","","","",
"FLORESVILLE ISD","Spring 2016","4","295","1498","72","16","28","297","1530","72","15","28","291","3593","52","6","48","","","","","","","","","","",
"FLORESVILLE ISD","Spring 2016","5","263","1565","78","22","22","262","1643","89","28","11","","","","","","260","3810","78","4","22","","","","","",
"FLORESVILLE ISD","Spring 2016","6","271","1609","77","21","23","264","1618","76","9","24","","","","","","","","","","","","","","","",
"FLORESVILLE ISD","Spring 2016","7","287","1652","76","22","24","284","1641","69","13","31","288","3861","72","12","28","","","","","","","","","","",
"FLORESVILLE ISD","Spring 2016","8","264","1690","86","19","14","233","1667","76","4","24","","","","","","260","3927","77","17","23","260","3743","67","12","33",
"FLORESVILLE ISD","May 2016","5","61","1437","44","0","56","33","1485","45","0","55","","","","","","","","","","","","","","","",
"FLORESVILLE ISD","May 2016","8","38","1549","45","0","55","56","1604","64","0","36","","","","","","","","","","","","","","","",
"FLOUR BLUFF ISD","Spring 2016","3","369","1449","80","23","20","372","1477","81","20","19","","","","","","","","","","","","","","","",
"FLOUR BLUFF ISD","Spring 2016","4","357","1539","85","23","15","358","1564","84","16","16","351","3896","78","12","22","","","","","","","","","","",
"FLOUR BLUFF ISD","Spring 2016","5","379","1592","86","30","14","385","1622","87","19","13","","","","","","386","3806","80","8","20","","","","","",
"FLOUR BLUFF ISD","Spring 2016","6","325","1639","87","26","13","274","1625","82","9","18","","","","","","","","","","","","","","","",
"FLOUR BLUFF ISD","Spring 2016","7","430","1671","83","27","17","415","1694","83","24","17","432","4050","83","20","17","","","","","","","","","","",
"FLOUR BLUFF ISD","Spring 2016","8","421","1710","90","26","10","303","1701","77","13","23","","","","","","416","4008","85","21","15","414","3966","81","26","19",
"FLOUR BLUFF ISD","May 2016","5","56","1449","43","0","57","55","1489","53","0","47","","","","","","","","","","","","","","","",
"FLOUR BLUFF ISD","May 2016","8","44","1564","41","0","59","75","1584","35","1","65","","","","","","","","","","","","","","","",
"FLOYDADA ISD","Spring 2016","3","52","1353","52","8","48","52","1394","63","6","37","","","","","","","","","","","","","","","",
"FLOYDADA ISD","Spring 2016","4","54","1432","54","7","46","55","1500","56","11","44","50","3750","68","14","32","","","","","","","","","","",
"FLOYDADA ISD","Spring 2016","5","48","1503","60","10","40","48","1574","67","21","33","","","","","","50","3760","76","4","24","","","","","",
"FLOYDADA ISD","Spring 2016","6","49","1552","63","10","37","53","1670","85","23","15","","","","","","","","","","","","","","","",
"FLOYDADA ISD","Spring 2016","7","51","1628","73","18","27","51","1666","75","12","25","50","3990","82","14","18","","","","","","","","","","",
"FLOYDADA ISD","Spring 2016","8","29","1669","83","7","17","29","1730","86","24","14","","","","","","27","3791","81","7","19","27","3556","56","0","44",
"FLOYDADA ISD","May 2016","5","21","1401","24","0","76","17","1475","35","0","65","","","","","","","","","","","","","","","",
"FLOYDADA ISD","May 2016","8","3","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"FOCUS LEARNING ACADEMY (057817)","Spring 2016","3","92","1326","37","9","63","92","1328","32","2","68","","","","","","","","","","","","","","","",
"FOCUS LEARNING ACADEMY (057817)","Spring 2016","4","72","1402","36","1","64","73","1350","5","0","95","78","3509","51","1","49","","","","","","","","","","",
"FOCUS LEARNING ACADEMY (057817)","Spring 2016","5","86","1465","48","7","52","87","1440","23","2","77","","","","","","84","3273","15","0","85","","","","","",
"FOCUS LEARNING ACADEMY (057817)","Spring 2016","6","69","1516","48","6","52","71","1519","35","1","65","","","","","","","","","","","","","","","",
"FOCUS LEARNING ACADEMY (057817)","Spring 2016","7","60","1584","58","5","42","59","1547","32","3","68","60","3539","47","3","53","","","","","","","","","","",
"FOCUS LEARNING ACADEMY (057817)","Spring 2016","8","47","1609","57","13","43","47","1558","28","0","72","","","","","","46","3614","63","2","37","46","3233","11","0","89",
"FOCUS LEARNING ACADEMY (057817)","May 2016","5","44","1397","25","2","75","65","1421","9","0","91","","","","","","","","","","","","","","","",
"FOCUS LEARNING ACADEMY (057817)","May 2016","8","19","1527","11","0","89","33","1540","6","0","94","","","","","","","","","","","","","","","",
"FOLLETT ISD","Spring 2016","3","12","1441","75","25","25","12","1467","83","8","17","","","","","","","","","","","","","","","",
"FOLLETT ISD","Spring 2016","4","12","1604","92","50","8","12","1689","92","75","8","13","4486","100","62","0","","","","","","","","","","",
"FOLLETT ISD","Spring 2016","5","14","1661","93","57","7","14","1673","100","29","0","","","","","","14","3905","86","0","14","","","","","",
"FOLLETT ISD","Spring 2016","6","15","1564","73","7","27","15","1597","67","0","33","","","","","","","","","","","","","","","",
"FOLLETT ISD","Spring 2016","7","10","1659","70","30","30","9","1673","89","22","11","10","3830","80","10","20","","","","","","","","","","",
"FOLLETT ISD","Spring 2016","8","12","1669","75","25","25","12","1610","58","0","42","","","","","","12","3841","92","8","8","12","3365","8","8","92",
"FOLLETT ISD","May 2016","5","1","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"FOLLETT ISD","May 2016","8","3","-","-","-","-","5","1564","20","0","80","","","","","","","","","","","","","","","",
"FORESTBURG ISD","Spring 2016","3","11","1383","64","0","36","11","1366","55","0","45","","","","","","","","","","","","","","","",
"FORESTBURG ISD","Spring 2016","4","7","1590","100","29","0","7","1635","86","43","14","7","3831","71","0","29","","","","","","","","","","",
"FORESTBURG ISD","Spring 2016","5","12","1535","83","0","17","12","1633","100","17","0","","","","","","12","3863","92","0","8","","","","","",
"FORESTBURG ISD","Spring 2016","6","12","1557","67","8","33","12","1545","58","0","42","","","","","","","","","","","","","","","",
"FORESTBURG ISD","Spring 2016","7","17","1582","47","12","53","17","1557","41","0","59","17","3599","53","0","47","","","","","","","","","","",
"FORESTBURG ISD","Spring 2016","8","14","1654","79","14","21","14","1594","43","0","57","","","","","","14","3536","36","7","64","14","3630","50","7","50",
"FORESTBURG ISD","May 2016","5","2","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"FORESTBURG ISD","May 2016","8","3","-","-","-","-","8","1557","25","0","75","","","","","","","","","","","","","","","",
"FORNEY ISD","Spring 2016","3","736","1497","88","38","12","761","1501","87","25","13","","","","","","","","","","","","","","","",
"FORNEY ISD","Spring 2016","4","693","1559","88","29","12","713","1592","84","30","16","686","3983","78","21","22","","","","","","","","","","",
"FORNEY ISD","Spring 2016","5","713","1596","84","32","16","743","1634","87","22","13","","","","","","700","3914","83","13","17","","","","","",
"FORNEY ISD","Spring 2016","6","673","1636","84","27","16","673","1682","87","26","13","","","","","","","","","","","","","","","",
"FORNEY ISD","Spring 2016","7","707","1670","81","26","19","705","1715","85","27","15","705","4009","80","18","20","","","","","","","","","","",
"FORNEY ISD","Spring 2016","8","689","1715","92","24","8","570","1685","81","7","19","","","","","","686","4087","85","31","15","685","3961","80","28","20",
"FORNEY ISD","May 2016","5","114","1442","34","3","66","84","1499","50","1","50","","","","","","","","","","","","","","","",
"FORNEY ISD","May 2016","8","61","1575","51","0","49","111","1617","61","0","39","","","","","","","","","","","","","","","",
"FORSAN ISD","Spring 2016","3","62","1472","92","26","8","62","1501","89","23","11","","","","","","","","","","","","","","","",
"FORSAN ISD","Spring 2016","4","71","1556","89","30","11","71","1575","86","28","14","72","4237","86","36","14","","","","","","","","","","",
"FORSAN ISD","Spring 2016","5","55","1574","80","22","20","55","1632","87","22","13","","","","","","54","3925","87","11","13","","","","","",
"FORSAN ISD","Spring 2016","6","56","1652","84","27","16","56","1624","73","14","27","","","","","","","","","","","","","","","",
"FORSAN ISD","Spring 2016","7","50","1721","90","48","10","51","1697","84","20","16","50","4363","98","44","2","","","","","","","","","","",
"FORSAN ISD","Spring 2016","8","52","1718","92","29","8","34","1659","76","0","24","","","","","","52","4054","88","27","12","52","3951","85","27","15",
"FORSAN ISD","May 2016","5","10","1494","70","0","30","6","1438","17","0","83","","","","","","","","","","","","","","","",
"FORSAN ISD","May 2016","8","4","-","-","-","-","8","1584","38","0","63","","","","","","","","","","","","","","","",
"FORT BEND ISD","Spring 2016","3","5012","1477","80","34","20","4985","1508","82","31","18","","","","","","","","","","","","","","","",
"FORT BEND ISD","Spring 2016","4","5210","1544","82","27","18","5227","1594","80","32","20","5201","3940","73","20","27","","","","","","","","","","",
"FORT BEND ISD","Spring 2016","5","5349","1603","82","36","18","5344","1654","85","32","15","","","","","","5357","3887","78","15","22","","","","","",
"FORT BEND ISD","Spring 2016","6","5424","1629","78","29","22","5308","1691","81","30","19","","","","","","","","","","","","","","","",
"FORT BEND ISD","Spring 2016","7","5603","1685","82","34","18","5398","1729","82","34","18","5629","4045","77","22","23","","","","","","","","","","",
"FORT BEND ISD","Spring 2016","8","5481","1718","88","28","12","3961","1704","79","14","21","","","","","","5426","4135","85","31","15","5413","3970","78","29","22",
"FORT BEND ISD","May 2016","5","903","1417","31","1","69","762","1470","39","1","61","","","","","","","","","","","","","","","",
"FORT BEND ISD","May 2016","8","675","1568","45","1","55","842","1587","48","0","52","","","","","","","","","","","","","","","",
"FORT ELLIOTT CISD","Spring 2016","3","9","1437","100","0","0","9","1377","78","0","22","","","","","","","","","","","","","","","",
"FORT ELLIOTT CISD","Spring 2016","4","11","1462","55","9","45","11","1447","36","0","64","11","3695","55","9","45","","","","","","","","","","",
"FORT ELLIOTT CISD","Spring 2016","5","6","1596","100","17","0","6","1536","83","0","17","","","","","","6","3841","83","0","17","","","","","",
"FORT ELLIOTT CISD","Spring 2016","6","12","1610","83","17","17","12","1613","83","0","17","","","","","","","","","","","","","","","",
"FORT ELLIOTT CISD","Spring 2016","7","10","1732","100","40","0","10","1680","90","10","10","10","4425","100","40","0","","","","","","","","","","",
