"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"BUNA ISD","Spring 2016","3","101","1449","81","24","19","103","1458","83","13","17","","","","","","","","","","","","","","","",
"BUNA ISD","Spring 2016","4","98","1516","78","18","22","100","1524","66","15","34","94","3813","67","13","33","","","","","","","","","","",
"BUNA ISD","Spring 2016","5","102","1578","84","25","16","107","1615","84","20","16","","","","","","106","3996","89","14","11","","","","","",
"BUNA ISD","Spring 2016","6","101","1584","66","19","34","101","1576","58","5","42","","","","","","","","","","","","","","","",
"BUNA ISD","Spring 2016","7","104","1620","69","9","31","104","1620","70","7","30","100","3868","73","6","27","","","","","","","","","","",
"BUNA ISD","Spring 2016","8","101","1677","82","14","18","103","1649","71","4","29","","","","","","107","3668","64","5","36","107","3488","43","4","57",
"BUNA ISD","May 2016","5","17","1425","29","0","71","19","1505","58","0","42","","","","","","","","","","","","","","","",
"BUNA ISD","May 2016","8","23","1568","48","0","52","34","1594","59","0","41","","","","","","","","","","","","","","","",
"BURKBURNETT ISD","Spring 2016","3","236","1429","71","21","29","235","1465","76","22","24","","","","","","","","","","","","","","","",
"BURKBURNETT ISD","Spring 2016","4","224","1494","71","12","29","223","1541","69","22","31","227","3656","57","10","43","","","","","","","","","","",
"BURKBURNETT ISD","Spring 2016","5","194","1547","70","21","30","194","1589","72","19","28","","","","","","198","3755","72","9","28","","","","","",
"BURKBURNETT ISD","Spring 2016","6","226","1594","71","21","29","227","1638","78","15","22","","","","","","","","","","","","","","","",
"BURKBURNETT ISD","Spring 2016","7","238","1630","70","19","30","238","1647","73","15","27","235","3743","66","4","34","","","","","","","","","","",
"BURKBURNETT ISD","Spring 2016","8","207","1692","88","17","12","152","1694","82","6","18","","","","","","211","3867","81","8","19","207","3732","68","10","32",
"BURKBURNETT ISD","May 2016","5","60","1403","28","0","72","57","1479","44","2","56","","","","","","","","","","","","","","","",
"BURKBURNETT ISD","May 2016","8","28","1583","46","7","54","31","1620","65","0","35","","","","","","","","","","","","","","","",
"BURKEVILLE ISD","Spring 2016","3","26","1344","42","8","58","26","1402","62","8","38","","","","","","","","","","","","","","","",
"BURKEVILLE ISD","Spring 2016","4","19","1444","58","11","42","20","1502","75","5","25","18","3494","44","6","56","","","","","","","","","","",
"BURKEVILLE ISD","Spring 2016","5","21","1507","62","10","38","21","1501","43","5","57","","","","","","21","3600","62","0","38","","","","","",
"BURKEVILLE ISD","Spring 2016","6","20","1567","65","15","35","20","1516","35","0","65","","","","","","","","","","","","","","","",
"BURKEVILLE ISD","Spring 2016","7","13","1661","92","15","8","13","1594","62","0","38","13","3780","77","0","23","","","","","","","","","","",
"BURKEVILLE ISD","Spring 2016","8","19","1679","84","11","16","19","1587","37","0","63","","","","","","19","3621","58","0","42","19","3432","42","0","58",
"BURKEVILLE ISD","May 2016","5","8","1451","50","0","50","12","1454","17","0","83","","","","","","","","","","","","","","","",
"BURKEVILLE ISD","May 2016","8","3","-","-","-","-","12","1568","25","0","75","","","","","","","","","","","","","","","",
"BURLESON ISD","Spring 2016","3","856","1463","79","30","21","842","1482","82","21","18","","","","","","","","","","","","","","","",
"BURLESON ISD","Spring 2016","4","863","1528","79","22","21","861","1561","76","21","24","862","3910","75","17","25","","","","","","","","","","",
"BURLESON ISD","Spring 2016","5","871","1580","82","30","18","879","1612","80","19","20","","","","","","871","3867","79","11","21","","","","","",
"BURLESON ISD","Spring 2016","6","830","1606","75","22","25","786","1616","76","9","24","","","","","","","","","","","","","","","",
"BURLESON ISD","Spring 2016","7","814","1654","76","23","24","504","1593","59","2","41","813","3870","73","12","27","","","","","","","","","","",
"BURLESON ISD","Spring 2016","8","830","1706","90","21","10","941","1693","82","10","18","","","","","","831","3958","82","18","18","832","3944","79","24","21",
"BURLESON ISD","May 2016","5","166","1454","42","2","58","178","1493","52","1","48","","","","","","","","","","","","","","","",
"BURLESON ISD","May 2016","8","95","1582","46","4","54","163","1612","60","0","40","","","","","","","","","","","","","","","",
"BURNET CISD","Spring 2016","3","209","1430","74","19","26","210","1488","80","22","20","","","","","","","","","","","","","","","",
"BURNET CISD","Spring 2016","4","260","1505","74","14","26","262","1520","66","13","34","261","3790","67","10","33","","","","","","","","","","",
"BURNET CISD","Spring 2016","5","239","1522","67","19","33","215","1521","53","3","47","","","","","","238","3769","71","6","29","","","","","",
"BURNET CISD","Spring 2016","6","184","1565","67","13","33","171","1589","65","7","35","","","","","","","","","","","","","","","",
"BURNET CISD","Spring 2016","7","219","1619","69","14","31","163","1623","66","6","34","220","3871","72","13","28","","","","","","","","","","",
"BURNET CISD","Spring 2016","8","206","1665","83","10","17","229","1664","72","4","28","","","","","","210","3855","76","12","24","206","3706","63","13","37",
"BURNET CISD","May 2016","5","81","1403","26","0","74","103","1458","36","0","64","","","","","","","","","","","","","","","",
"BURNET CISD","May 2016","8","44","1548","27","0","73","66","1585","48","0","52","","","","","","","","","","","","","","","",
"BURNHAM WOOD CHARTER SCHOOL DIST","Spring 2016","3","87","1448","84","17","16","87","1478","84","17","16","","","","","","","","","","","","","","","",
"BURNHAM WOOD CHARTER SCHOOL DIST","Spring 2016","4","89","1551","88","21","12","89","1586","87","24","13","93","3903","74","17","26","","","","","","","","","","",
"BURNHAM WOOD CHARTER SCHOOL DIST","Spring 2016","5","79","1602","90","32","10","79","1627","81","22","19","","","","","","80","3827","80","9","20","","","","","",
"BURNHAM WOOD CHARTER SCHOOL DIST","Spring 2016","6","115","1612","77","23","23","111","1687","91","24","9","","","","","","","","","","","","","","","",
"BURNHAM WOOD CHARTER SCHOOL DIST","Spring 2016","7","142","1630","71","15","29","133","1683","82","16","18","143","3838","72","9","28","","","","","","","","","","",
"BURNHAM WOOD CHARTER SCHOOL DIST","Spring 2016","8","101","1707","88","24","12","68","1634","65","0","35","","","","","","96","4054","86","24","14","96","3804","71","13","29",
"BURNHAM WOOD CHARTER SCHOOL DIST","May 2016","5","8","1486","63","0","38","15","1502","53","0","47","","","","","","","","","","","","","","","",
"BURNHAM WOOD CHARTER SCHOOL DIST","May 2016","8","12","1511","0","0","100","22","1614","77","0","23","","","","","","","","","","","","","","","",
"BURTON ISD","Spring 2016","3","35","1421","74","14","26","35","1446","80","9","20","","","","","","","","","","","","","","","",
