"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"HIGHLAND PARK ISD (057911)","Spring 2016","4","570","1639","99","56","1","568","1683","97","56","3","568","4596","97","54","3","","","","","","","","","","",
"HIGHLAND PARK ISD (057911)","Spring 2016","5","559","1686","98","60","2","558","1709","97","42","3","","","","","","554","4000","90","16","10","","","","","",
"HIGHLAND PARK ISD (057911)","Spring 2016","6","536","1709","96","49","4","529","1770","97","48","3","","","","","","","","","","","","","","","",
"HIGHLAND PARK ISD (057911)","Spring 2016","7","562","1743","95","47","5","473","1796","99","47","1","562","4383","94","36","6","","","","","","","","","","",
"HIGHLAND PARK ISD (057911)","Spring 2016","8","555","1782","99","46","1","375","1751","96","15","4","","","","","","550","4194","92","31","8","550","4093","91","35","9",
"HIGHLAND PARK ISD (057911)","May 2016","5","15","1501","60","13","40","20","1501","45","5","55","","","","","","","","","","","","","","","",
"HIGHLAND PARK ISD (057911)","May 2016","8","5","1589","80","0","20","13","1597","62","0","38","","","","","","","","","","","","","","","",
"HIGHLAND PARK ISD (188903)","Spring 2016","3","63","1419","68","13","32","64","1440","77","11","23","","","","","","","","","","","","","","","",
"HIGHLAND PARK ISD (188903)","Spring 2016","4","62","1489","73","11","27","63","1533","79","16","21","53","3763","64","8","36","","","","","","","","","","",
"HIGHLAND PARK ISD (188903)","Spring 2016","5","55","1551","76","20","24","57","1570","72","7","28","","","","","","59","3969","85","15","15","","","","","",
"HIGHLAND PARK ISD (188903)","Spring 2016","6","69","1620","88","17","12","69","1627","80","10","20","","","","","","","","","","","","","","","",
"HIGHLAND PARK ISD (188903)","Spring 2016","7","60","1636","78","13","22","60","1673","82","13","18","60","3891","82","8","18","","","","","","","","","","",
"HIGHLAND PARK ISD (188903)","Spring 2016","8","61","1704","84","26","16","66","1692","74","14","26","","","","","","61","3885","74","13","26","61","3737","69","15","31",
"HIGHLAND PARK ISD (188903)","May 2016","5","11","1440","55","0","45","11","1478","45","0","55","","","","","","","","","","","","","","","",
"HIGHLAND PARK ISD (188903)","May 2016","8","11","1570","27","9","73","13","1552","31","0","69","","","","","","","","","","","","","","","",
"HILLSBORO ISD","Spring 2016","3","154","1385","61","10","39","153","1399","60","8","40","","","","","","","","","","","","","","","",
"HILLSBORO ISD","Spring 2016","4","149","1465","68","7","32","148","1483","54","7","46","150","3672","59","7","41","","","","","","","","","","",
"HILLSBORO ISD","Spring 2016","5","143","1505","59","13","41","141","1553","66","7","34","","","","","","144","3746","74","10","26","","","","","",
"HILLSBORO ISD","Spring 2016","6","122","1555","60","14","40","120","1587","63","7","37","","","","","","","","","","","","","","","",
"HILLSBORO ISD","Spring 2016","7","117","1617","65","13","35","115","1612","57","12","43","116","3777","67","8","33","","","","","","","","","","",
"HILLSBORO ISD","Spring 2016","8","113","1677","77","15","23","77","1641","66","0","34","","","","","","112","3736","71","7","29","111","3584","53","8","47",
"HILLSBORO ISD","May 2016","5","62","1425","34","0","66","49","1457","29","0","71","","","","","","","","","","","","","","","",
"HILLSBORO ISD","May 2016","8","26","1585","46","0","54","27","1576","37","0","63","","","","","","","","","","","","","","","",
"HITCHCOCK ISD","Spring 2016","3","111","1349","49","5","51","113","1346","44","2","56","","","","","","","","","","","","","","","",
"HITCHCOCK ISD","Spring 2016","4","87","1482","66","14","34","86","1485","57","8","43","88","3656","58","6","42","","","","","","","","","","",
"HITCHCOCK ISD","Spring 2016","5","97","1521","67","16","33","97","1521","52","7","48","","","","","","99","3744","69","9","31","","","","","",
"HITCHCOCK ISD","Spring 2016","6","97","1559","67","6","33","95","1591","68","6","32","","","","","","","","","","","","","","","",
"HITCHCOCK ISD","Spring 2016","7","91","1591","54","13","46","91","1601","55","3","45","91","3576","56","3","44","","","","","","","","","","",
"HITCHCOCK ISD","Spring 2016","8","85","1651","72","14","28","86","1680","73","10","27","","","","","","89","3650","52","6","48","89","3291","27","1","73",
"HITCHCOCK ISD","May 2016","5","34","1395","24","3","76","49","1482","39","0","61","","","","","","","","","","","","","","","",
"HITCHCOCK ISD","May 2016","8","28","1549","32","0","68","24","1542","21","0","79","","","","","","","","","","","","","","","",
"HOLLAND ISD","Spring 2016","3","44","1524","98","43","2","44","1501","91","18","9","","","","","","","","","","","","","","","",
"HOLLAND ISD","Spring 2016","4","45","1493","78","9","22","45","1554","82","18","18","38","4153","79","37","21","","","","","","","","","","",
"HOLLAND ISD","Spring 2016","5","49","1542","80","16","20","50","1649","94","24","6","","","","","","50","3824","86","8","14","","","","","",
"HOLLAND ISD","Spring 2016","6","47","1599","74","15","26","46","1639","80","11","20","","","","","","","","","","","","","","","",
"HOLLAND ISD","Spring 2016","7","52","1681","85","25","15","51","1714","90","24","10","53","4095","85","17","15","","","","","","","","","","",
"HOLLAND ISD","Spring 2016","8","54","1684","94","11","6","57","1692","88","4","12","","","","","","63","3923","78","16","22","63","3726","67","3","33",
"HOLLAND ISD","May 2016","5","9","1505","89","0","11","3","-","-","-","-","","","","","","","","","","","","","","","",
"HOLLAND ISD","May 2016","8","10","1549","20","0","80","12","1601","58","0","42","","","","","","","","","","","","","","","",
"HOLLIDAY ISD","Spring 2016","3","61","1456","89","30","11","61","1477","87","16","13","","","","","","","","","","","","","","","",
"HOLLIDAY ISD","Spring 2016","4","76","1551","87","26","13","76","1608","87","34","13","75","4110","87","27","13","","","","","","","","","","",
"HOLLIDAY ISD","Spring 2016","5","79","1601","85","35","15","78","1675","90","36","10","","","","","","79","3981","92","13","8","","","","","",
"HOLLIDAY ISD","Spring 2016","6","70","1634","81","27","19","70","1705","96","24","4","","","","","","","","","","","","","","","",
"HOLLIDAY ISD","Spring 2016","7","81","1687","83","33","17","81","1684","85","19","15","83","4066","84","22","16","","","","","","","","","","",
"HOLLIDAY ISD","Spring 2016","8","74","1722","93","32","7","56","1677","86","2","14","","","","","","73","3951","79","18","21","73","3680","60","12","40",
"HOLLIDAY ISD","May 2016","5","12","1425","8","0","92","8","1459","38","0","63","","","","","","","","","","","","","","","",
"HOLLIDAY ISD","May 2016","8","3","-","-","-","-","6","1599","50","0","50","","","","","","","","","","","","","","","",
"HONDO ISD","Spring 2016","3","142","1428","72","21","28","144","1454","76","18","24","","","","","","","","","","","","","","","",
"HONDO ISD","Spring 2016","4","134","1494","74","10","26","139","1513","65","12","35","141","3688","60","8","40","","","","","","","","","","",
"HONDO ISD","Spring 2016","5","121","1582","80","29","20","123","1602","79","18","21","","","","","","119","3804","77","12","23","","","","","",
"HONDO ISD","Spring 2016","6","133","1565","59","13","41","131","1618","66","15","34","","","","","","","","","","","","","","","",
"HONDO ISD","Spring 2016","7","156","1633","68","17","32","155","1675","72","22","28","157","3718","63","3","37","","","","","","","","","","",
"HONDO ISD","Spring 2016","8","145","1671","73","19","27","117","1673","71","10","29","","","","","","145","3977","75","26","25","145","3694","52","18","48",
"HONDO ISD","May 2016","5","23","1443","35","0","65","25","1491","56","0","44","","","","","","","","","","","","","","","",
"HONDO ISD","May 2016","8","37","1566","43","0","57","34","1612","68","0","32","","","","","","","","","","","","","","","",
"HONEY GROVE ISD","Spring 2016","3","45","1415","71","16","29","46","1445","70","15","30","","","","","","","","","","","","","","","",
"HONEY GROVE ISD","Spring 2016","4","36","1481","78","14","22","37","1521","70","11","30","36","3753","75","3","25","","","","","","","","","","",
"HONEY GROVE ISD","Spring 2016","5","45","1482","60","7","40","45","1579","73","16","27","","","","","","43","3752","65","7","35","","","","","",
"HONEY GROVE ISD","Spring 2016","6","41","1600","83","17","17","42","1649","86","14","14","","","","","","","","","","","","","","","",
"HONEY GROVE ISD","Spring 2016","7","38","1685","71","42","29","39","1721","85","36","15","39","4039","82","15","18","","","","","","","","","","",
"HONEY GROVE ISD","Spring 2016","8","51","1659","82","12","18","53","1680","72","13","28","","","","","","54","3521","57","4","43","54","3800","70","17","30",
"HONEY GROVE ISD","May 2016","5","18","1375","0","0","100","13","1507","69","0","31","","","","","","","","","","","","","","","",
"HONEY GROVE ISD","May 2016","8","11","1565","27","0","73","17","1575","53","0","47","","","","","","","","","","","","","","","",
"HOOKS ISD","Spring 2016","3","58","1477","91","28","9","58","1500","88","22","12","","","","","","","","","","","","","","","",
"HOOKS ISD","Spring 2016","4","37","1536","81","24","19","37","1617","86","43","14","37","4082","86","27","14","","","","","","","","","","",
"HOOKS ISD","Spring 2016","5","52","1563","81","21","19","54","1596","80","11","20","","","","","","54","3629","61","4","39","","","","","",
"HOOKS ISD","Spring 2016","6","55","1602","80","15","20","50","1622","78","10","22","","","","","","","","","","","","","","","",
"HOOKS ISD","Spring 2016","7","56","1688","88","29","13","57","1680","81","18","19","56","4015","84","14","16","","","","","","","","","","",
"HOOKS ISD","Spring 2016","8","61","1689","89","16","11","65","1618","60","2","40","","","","","","68","3666","65","3","35","67","3545","51","1","49",
"HOOKS ISD","May 2016","5","10","1405","10","0","90","11","1513","64","0","36","","","","","","","","","","","","","","","",
"HOOKS ISD","May 2016","8","8","1536","38","0","63","25","1577","40","0","60","","","","","","","","","","","","","","","",
"HORIZON MONTESSORI PUBLIC SCHOOL","Spring 2016","3","96","1407","64","20","36","90","1465","81","21","19","","","","","","","","","","","","","","","",
"HORIZON MONTESSORI PUBLIC SCHOOL","Spring 2016","4","109","1499","71","15","29","110","1549","81","16","19","110","3717","59","9","41","","","","","","","","","","",
"HORIZON MONTESSORI PUBLIC SCHOOL","Spring 2016","5","93","1534","71","16","29","91","1613","88","18","12","","","","","","94","3606","56","4","44","","","","","",
"HORIZON MONTESSORI PUBLIC SCHOOL","Spring 2016","6","81","1600","75","20","25","81","1690","90","25","10","","","","","","","","","","","","","","","",
"HORIZON MONTESSORI PUBLIC SCHOOL","Spring 2016","7","51","1618","78","10","22","50","1615","66","10","34","51","3814","75","2","25","","","","","","","","","","",
"HORIZON MONTESSORI PUBLIC SCHOOL","Spring 2016","8","49","1679","92","10","8","48","1638","77","0","23","","","","","","52","3624","62","4","38","52","3463","37","6","63",
"HORIZON MONTESSORI PUBLIC SCHOOL","May 2016","5","29","1408","24","0","76","12","1504","58","0","42","","","","","","","","","","","","","","","",
"HORIZON MONTESSORI PUBLIC SCHOOL","May 2016","8","7","1543","43","0","57","14","1578","29","0","71","","","","","","","","","","","","","","","",
"HOUSTON GATEWAY ACADEMY INC","Spring 2016","3","124","1469","90","27","10","124","1518","95","26","5","","","","","","","","","","","","","","","",
"HOUSTON GATEWAY ACADEMY INC","Spring 2016","4","137","1549","93","18","7","137","1605","91","25","9","137","4017","86","15","14","","","","","","","","","","",
"HOUSTON GATEWAY ACADEMY INC","Spring 2016","5","98","1639","96","43","4","98","1735","98","53","2","","","","","","98","4031","94","15","6","","","","","",
"HOUSTON GATEWAY ACADEMY INC","Spring 2016","6","172","1651","91","27","9","172","1739","95","37","5","","","","","","","","","","","","","","","",
"HOUSTON GATEWAY ACADEMY INC","Spring 2016","7","149","1696","93","29","7","149","1871","98","72","2","149","4234","93","24","7","","","","","","","","","","",
"HOUSTON GATEWAY ACADEMY INC","Spring 2016","8","146","1730","95","24","5","146","1837","96","47","4","","","","","","146","4344","96","41","4","146","4104","88","38","12",
"HOUSTON GATEWAY ACADEMY INC","May 2016","5","4","-","-","-","-","2","-","-","-","-","","","","","","","","","","","","","","","",
"HOUSTON GATEWAY ACADEMY INC","May 2016","8","7","1561","43","0","57","6","1590","50","0","50","","","","","","","","","","","","","","",""
