"Group Summary: Performance Levels "
"STAAR 3-8"

"Group","Admin","Grade","STAAR - Reading - Number Tested","STAAR - Reading - Average Scale Score","STAAR - Reading - Satisfactory - %","STAAR - Reading - Advanced - %","STAAR - Reading - Unsatisfactory - %","STAAR - Mathematics - Number Tested","STAAR - Mathematics - Average Scale Score","STAAR - Mathematics - Satisfactory - %","STAAR - Mathematics - Advanced - %","STAAR - Mathematics - Unsatisfactory - %","STAAR - Writing - Number Tested","STAAR - Writing - Average Scale Score","STAAR - Writing - Satisfactory - %","STAAR - Writing - Advanced - %","STAAR - Writing - Unsatisfactory - %","STAAR - Science - Number Tested","STAAR - Science - Average Scale Score","STAAR - Science - Satisfactory - %","STAAR - Science - Advanced - %","STAAR - Science - Unsatisfactory - %","STAAR - Social Studies - Number Tested","STAAR - Social Studies - Average Scale Score","STAAR - Social Studies - Satisfactory - %","STAAR - Social Studies - Advanced - %","STAAR - Social Studies - Unsatisfactory - %"
"BRIDGE CITY ISD","May 2016","8","13","1573","46","0","54","18","1597","44","0","56","","","","","","","","","","","","","","","",
"BRIDGEPORT ISD","Spring 2016","3","126","1444","79","21","21","173","1413","62","11","38","","","","","","","","","","","","","","","",
"BRIDGEPORT ISD","Spring 2016","4","126","1476","67","11","33","146","1487","57","9","43","108","3596","50","10","50","","","","","","","","","","",
"BRIDGEPORT ISD","Spring 2016","5","113","1578","80","27","20","129","1592","80","14","20","","","","","","126","3760","71","6","29","","","","","",
"BRIDGEPORT ISD","Spring 2016","6","140","1571","66","14","34","140","1608","76","9","24","","","","","","","","","","","","","","","",
"BRIDGEPORT ISD","Spring 2016","7","162","1618","68","14","32","162","1623","65","7","35","168","3652","55","8","45","","","","","","","","","","",
"BRIDGEPORT ISD","Spring 2016","8","156","1682","84","16","16","119","1688","89","3","11","","","","","","156","3931","81","16","19","156","3749","63","17","37",
"BRIDGEPORT ISD","May 2016","5","23","1408","35","0","65","26","1440","23","0","77","","","","","","","","","","","","","","","",
"BRIDGEPORT ISD","May 2016","8","29","1580","52","0","48","16","1568","38","0","63","","","","","","","","","","","","","","","",
"BROADDUS ISD","Spring 2016","3","31","1368","55","10","45","31","1330","35","0","65","","","","","","","","","","","","","","","",
"BROADDUS ISD","Spring 2016","4","31","1420","45","0","55","32","1451","34","0","66","31","3428","32","3","68","","","","","","","","","","",
"BROADDUS ISD","Spring 2016","5","26","1547","73","19","27","26","1588","85","4","15","","","","","","27","3674","67","0","33","","","","","",
"BROADDUS ISD","Spring 2016","6","20","1549","60","5","40","20","1579","60","15","40","","","","","","","","","","","","","","","",
"BROADDUS ISD","Spring 2016","7","26","1610","65","12","35","26","1609","58","0","42","26","3692","62","4","38","","","","","","","","","","",
"BROADDUS ISD","Spring 2016","8","26","1672","85","12","15","26","1689","85","12","15","","","","","","24","3724","75","4","25","24","3497","46","4","54",
"BROADDUS ISD","May 2016","5","8","1430","38","0","63","5","1486","60","0","40","","","","","","","","","","","","","","","",
"BROADDUS ISD","May 2016","8","3","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"BROCK ISD","Spring 2016","3","111","1464","80","25","20","111","1457","81","11","19","","","","","","","","","","","","","","","",
"BROCK ISD","Spring 2016","4","96","1540","86","22","14","96","1549","79","14","21","96","3999","80","18","20","","","","","","","","","","",
"BROCK ISD","Spring 2016","5","101","1664","94","48","6","101","1682","93","36","7","","","","","","105","3995","92","11","8","","","","","",
"BROCK ISD","Spring 2016","6","84","1674","93","35","7","83","1744","96","36","4","","","","","","","","","","","","","","","",
"BROCK ISD","Spring 2016","7","113","1662","83","19","17","113","1655","81","12","19","113","3954","78","12","22","","","","","","","","","","",
"BROCK ISD","Spring 2016","8","95","1761","100","36","0","55","1721","93","5","7","","","","","","95","4224","92","38","8","92","4078","92","34","8",
"BROCK ISD","May 2016","5","9","1462","44","0","56","11","1488","45","0","55","","","","","","","","","","","","","","","",
"BROCK ISD","May 2016","8","","","","","","4","-","-","-","-","","","","","","","","","","","","","","","",
"BRONTE ISD (041901)","Spring 2016","3","13","1434","85","15","15","13","1466","92","8","8","","","","","","","","","","","","","","","",
"BRONTE ISD (041901)","Spring 2016","4","12","1531","92","25","8","12","1563","83","33","17","12","4325","100","42","0","","","","","","","","","","",
"BRONTE ISD (041901)","Spring 2016","5","18","1600","83","22","17","18","1632","83","22","17","","","","","","18","4101","100","17","0","","","","","",
"BRONTE ISD (041901)","Spring 2016","6","12","1650","100","33","0","12","1609","83","8","17","","","","","","","","","","","","","","","",
"BRONTE ISD (041901)","Spring 2016","7","18","1666","72","28","28","18","1666","72","22","28","18","3887","72","11","28","","","","","","","","","","",
"BRONTE ISD (041901)","Spring 2016","8","18","1692","89","22","11","19","1678","79","16","21","","","","","","19","3870","79","11","21","19","3488","47","0","53",
"BRONTE ISD (041901)","May 2016","5","4","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"BRONTE ISD (041901)","May 2016","8","2","-","-","-","-","4","-","-","-","-","","","","","","","","","","","","","","","",
"BROOKELAND ISD","Spring 2016","3","22","1519","100","41","0","22","1592","100","50","0","","","","","","","","","","","","","","","",
"BROOKELAND ISD","Spring 2016","4","22","1546","86","23","14","21","1531","86","10","14","24","3714","63","8","38","","","","","","","","","","",
"BROOKELAND ISD","Spring 2016","5","26","1626","85","38","15","26","1589","88","12","12","","","","","","28","3768","79","4","21","","","","","",
"BROOKELAND ISD","Spring 2016","6","27","1623","81","22","19","27","1583","59","4","41","","","","","","","","","","","","","","","",
"BROOKELAND ISD","Spring 2016","7","30","1638","73","10","27","30","1620","73","7","27","30","3799","73","7","27","","","","","","","","","","",
"BROOKELAND ISD","Spring 2016","8","31","1697","84","19","16","16","1620","63","0","38","","","","","","31","4129","87","32","13","31","3847","74","23","26",
"BROOKELAND ISD","May 2016","5","6","1552","83","17","17","5","1512","60","0","40","","","","","","","","","","","","","","","",
"BROOKELAND ISD","May 2016","8","5","1550","20","0","80","7","1599","57","0","43","","","","","","","","","","","","","","","",
"BROOKESMITH ISD","Spring 2016","3","11","1433","91","0","9","11","1485","100","9","0","","","","","","","","","","","","","","","",
"BROOKESMITH ISD","Spring 2016","4","10","1462","70","0","30","9","1491","33","11","67","9","3450","44","0","56","","","","","","","","","","",
"BROOKESMITH ISD","Spring 2016","5","8","1685","88","50","13","8","1671","100","13","0","","","","","","8","3825","75","13","25","","","","","",
"BROOKESMITH ISD","Spring 2016","6","6","1643","100","17","0","7","1668","86","14","14","","","","","","","","","","","","","","","",
"BROOKESMITH ISD","Spring 2016","7","9","1633","78","11","22","9","1654","89","0","11","10","3919","70","10","30","","","","","","","","","","",
"BROOKESMITH ISD","Spring 2016","8","12","1702","92","17","8","11","1763","91","27","9","","","","","","12","3696","67","0","33","12","3531","42","0","58",
"BROOKESMITH ISD","May 2016","5","1","-","-","-","-","","","","","","","","","","","","","","","","","","","","",
"BROOKESMITH ISD","May 2016","8","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"BROOKS ACADEMY OF SCIENCE AND EN","Spring 2016","3","143","1412","69","15","31","143","1419","70","8","30","","","","","","","","","","","","","","","",
"BROOKS ACADEMY OF SCIENCE AND EN","Spring 2016","4","122","1450","57","6","43","122","1466","46","5","54","122","3501","45","3","55","","","","","","","","","","",
"BROOKS ACADEMY OF SCIENCE AND EN","Spring 2016","5","139","1552","75","25","25","138","1539","64","4","36","","","","","","137","3633","62","1","38","","","","","",
"BROOKS ACADEMY OF SCIENCE AND EN","Spring 2016","6","164","1547","58","10","42","166","1560","52","5","48","","","","","","","","","","","","","","","",
"BROOKS ACADEMY OF SCIENCE AND EN","Spring 2016","7","148","1606","64","11","36","146","1625","62","10","38","147","3673","56","5","44","","","","","","","","","","",
"BROOKS ACADEMY OF SCIENCE AND EN","Spring 2016","8","164","1657","80","10","20","72","1548","21","0","79","","","","","","160","3688","61","8","39","160","3661","57","11","43",
"BROOKS ACADEMY OF SCIENCE AND EN","May 2016","5","35","1423","26","0","74","50","1497","56","0","44","","","","","","","","","","","","","","","",
"BROOKS ACADEMY OF SCIENCE AND EN","May 2016","8","33","1559","24","0","76","56","1570","30","0","70","","","","","","","","","","","","","","","",
"BROOKS COUNTY ISD","Spring 2016","3","120","1349","46","10","54","120","1387","54","7","46","","","","","","","","","","","","","","","",
"BROOKS COUNTY ISD","Spring 2016","4","126","1482","66","17","34","125","1472","48","7","52","126","3558","53","4","47","","","","","","","","","","",
"BROOKS COUNTY ISD","Spring 2016","5","100","1507","64","10","36","101","1517","60","2","40","","","","","","101","3538","52","1","48","","","","","",
"BROOKS COUNTY ISD","Spring 2016","6","109","1539","55","8","45","109","1531","44","0","56","","","","","","","","","","","","","","","",
"BROOKS COUNTY ISD","Spring 2016","7","104","1602","61","13","39","100","1636","63","9","37","104","3669","54","6","46","","","","","","","","","","",
"BROOKS COUNTY ISD","Spring 2016","8","101","1652","75","11","25","101","1634","57","3","43","","","","","","101","3673","59","7","41","101","3470","42","5","58",
"BROOKS COUNTY ISD","May 2016","5","36","1425","39","0","61","40","1462","40","0","60","","","","","","","","","","","","","","","",
"BROOKS COUNTY ISD","May 2016","8","25","1553","36","0","64","43","1568","42","0","58","","","","","","","","","","","","","","","",
"BROWNFIELD ISD","Spring 2016","3","136","1357","54","8","46","130","1406","59","12","41","","","","","","","","","","","","","","","",
"BROWNFIELD ISD","Spring 2016","4","126","1459","53","16","47","123","1480","50","13","50","123","3530","47","7","53","","","","","","","","","","",
"BROWNFIELD ISD","Spring 2016","5","115","1481","55","9","45","113","1500","48","2","52","","","","","","111","3653","64","3","36","","","","","",
"BROWNFIELD ISD","Spring 2016","6","121","1518","48","7","52","118","1603","68","11","32","","","","","","","","","","","","","","","",
"BROWNFIELD ISD","Spring 2016","7","131","1584","53","11","47","131","1670","79","16","21","131","3637","56","6","44","","","","","","","","","","",
"BROWNFIELD ISD","Spring 2016","8","101","1618","67","5","33","103","1662","67","7","33","","","","","","101","3658","60","4","40","101","3451","37","3","63",
"BROWNFIELD ISD","May 2016","5","53","1381","17","0","83","59","1444","25","0","75","","","","","","","","","","","","","","","",
"BROWNFIELD ISD","May 2016","8","34","1556","32","0","68","34","1588","56","0","44","","","","","","","","","","","","","","","",
"BROWNSBORO ISD","Spring 2016","3","204","1443","77","25","23","204","1489","84","25","16","","","","","","","","","","","","","","","",
"BROWNSBORO ISD","Spring 2016","4","213","1478","66","12","34","214","1512","66","10","34","215","3549","49","5","51","","","","","","","","","","",
"BROWNSBORO ISD","Spring 2016","5","169","1540","72","21","28","171","1585","74","13","26","","","","","","176","3678","68","6","32","","","","","",
"BROWNSBORO ISD","Spring 2016","6","188","1600","79","19","21","186","1635","81","16","19","","","","","","","","","","","","","","","",
"BROWNSBORO ISD","Spring 2016","7","184","1638","74","16","26","182","1636","72","9","28","185","3857","78","8","22","","","","","","","","","","",
"BROWNSBORO ISD","Spring 2016","8","181","1689","87","17","13","155","1685","88","3","12","","","","","","185","3994","85","18","15","183","3703","64","10","36",
"BROWNSBORO ISD","May 2016","5","53","1429","30","2","70","49","1480","47","2","53","","","","","","","","","","","","","","","",
"BROWNSBORO ISD","May 2016","8","29","1541","31","0","69","25","1551","24","0","76","","","","","","","","","","","","","","","",
"BROWNSVILLE ISD","Spring 2016","3","3025","1434","75","21","25","3064","1476","80","21","20","","","","","","","","","","","","","","","",
"BROWNSVILLE ISD","Spring 2016","4","3006","1524","80","20","20","3037","1569","80","22","20","3021","3895","73","16","27","","","","","","","","","","",
"BROWNSVILLE ISD","Spring 2016","5","3120","1556","76","21","24","3162","1625","85","20","15","","","","","","3129","3892","82","12","18","","","","","",
"BROWNSVILLE ISD","Spring 2016","6","3152","1560","63","12","37","3026","1608","70","11","30","","","","","","","","","","","","","","","",
"BROWNSVILLE ISD","Spring 2016","7","3179","1611","65","15","35","3020","1644","68","14","32","3193","3751","65","10","35","","","","","","","","","","",
"BROWNSVILLE ISD","Spring 2016","8","3261","1664","76","15","24","2294","1643","67","3","33","","","","","","3102","3872","74","17","26","3105","3710","63","14","37",
"BROWNSVILLE ISD","May 2016","5","753","1426","34","0","66","475","1488","51","0","49","","","","","","","","","","","","","","","",
"BROWNSVILLE ISD","May 2016","8","786","1539","30","0","70","747","1587","49","0","51","","","","","","","","","","","","","","","",
"BROWNWOOD ISD","Spring 2016","3","290","1439","74","24","26","290","1448","76","14","24","","","","","","","","","","","","","","","",
"BROWNWOOD ISD","Spring 2016","4","262","1496","75","10","25","262","1523","68","11","32","261","3738","66","8","34","","","","","","","","","","",
"BROWNWOOD ISD","Spring 2016","5","280","1519","65","15","35","281","1562","70","9","30","","","","","","278","3561","49","3","51","","","","","",
"BROWNWOOD ISD","Spring 2016","6","276","1566","66","12","34","277","1572","59","6","41","","","","","","","","","","","","","","","",
"BROWNWOOD ISD","Spring 2016","7","269","1602","61","15","39","269","1651","67","19","33","265","3764","63","11","37","","","","","","","","","","",
"BROWNWOOD ISD","Spring 2016","8","245","1675","84","17","16","211","1675","79","5","21","","","","","","246","3966","80","18","20","245","3746","65","15","35",
"BROWNWOOD ISD","May 2016","5","97","1403","27","1","73","83","1463","30","0","70","","","","","","","","","","","","","","","",
"BROWNWOOD ISD","May 2016","8","40","1556","43","0","58","47","1589","45","0","55","","","","","","","","","","","","","","","",
"BRUCEVILLE-EDDY ISD","Spring 2016","3","61","1359","49","7","51","61","1353","39","2","61","","","","","","","","","","","","","","","",
"BRUCEVILLE-EDDY ISD","Spring 2016","4","60","1499","77","8","23","60","1537","80","12","20","60","3652","63","5","37","","","","","","","","","","",
"BRUCEVILLE-EDDY ISD","Spring 2016","5","47","1579","91","19","9","47","1567","77","0","23","","","","","","49","3704","76","4","24","","","","","",
"BRUCEVILLE-EDDY ISD","Spring 2016","6","53","1608","81","21","19","53","1580","60","8","40","","","","","","","","","","","","","","","",
"BRUCEVILLE-EDDY ISD","Spring 2016","7","53","1653","70","28","30","53","1627","57","17","43","51","4063","84","18","16","","","","","","","","","","",
"BRUCEVILLE-EDDY ISD","Spring 2016","8","64","1697","86","16","14","45","1604","71","0","29","","","","","","64","3958","86","16","14","63","3789","71","11","29",
"BRUCEVILLE-EDDY ISD","May 2016","5","6","1351","50","0","50","13","1474","62","0","38","","","","","","","","","","","","","","","",
"BRUCEVILLE-EDDY ISD","May 2016","8","9","1553","33","0","67","13","1586","46","0","54","","","","","","","","","","","","","","","",
"BRYAN ISD","Spring 2016","3","962","1416","68","19","32","1016","1439","71","13","29","","","","","","","","","","","","","","","",
"BRYAN ISD","Spring 2016","4","922","1497","74","13","26","997","1530","69","16","31","904","3729","64","9","36","","","","","","","","","","",
"BRYAN ISD","Spring 2016","5","1013","1548","73","19","27","1065","1573","71","14","29","","","","","","1130","3765","73","7","27","","","","","",
"BRYAN ISD","Spring 2016","6","985","1562","62","13","38","976","1597","64","11","36","","","","","","","","","","","","","","","",
"BRYAN ISD","Spring 2016","7","1024","1617","65","16","35","1018","1624","59","12","41","1032","3740","62","8","38","","","","","","","","","","",
"BRYAN ISD","Spring 2016","8","992","1659","74","14","26","687","1603","54","1","46","","","","","","882","3757","67","12","33","979","3636","55","11","45",
"BRYAN ISD","May 2016","5","276","1427","39","0","61","319","1478","42","1","58","","","","","","","","","","","","","","","",
"BRYAN ISD","May 2016","8","261","1546","34","0","66","313","1567","36","0","64","","","","","","","","","","","","","","","",
"BRYSON ISD","Spring 2016","3","19","1477","84","21","16","19","1475","95","16","5","","","","","","","","","","","","","","","",
"BRYSON ISD","Spring 2016","4","14","1517","93","7","7","14","1592","100","7","0","14","3955","100","7","0","","","","","","","","","","",
"BRYSON ISD","Spring 2016","5","19","1541","84","11","16","19","1574","84","11","16","","","","","","20","3599","60","0","40","","","","","",
"BRYSON ISD","Spring 2016","6","17","1558","53","18","47","17","1546","53","6","47","","","","","","","","","","","","","","","",
"BRYSON ISD","Spring 2016","7","21","1605","67","14","33","21","1606","62","5","38","21","3596","33","5","67","","","","","","","","","","",
"BRYSON ISD","Spring 2016","8","17","1637","76","6","24","17","1634","65","6","35","","","","","","17","3691","65","6","35","17","3345","35","0","65",
"BRYSON ISD","May 2016","5","3","-","-","-","-","3","-","-","-","-","","","","","","","","","","","","","","","",
"BRYSON ISD","May 2016","8","4","-","-","-","-","6","1617","67","0","33","","","","","","","","","","","","","","","",
"BUCKHOLTS ISD","Spring 2016","3","9","1325","44","0","56","9","1350","44","11","56","","","","","","","","","","","","","","","",
"BUCKHOLTS ISD","Spring 2016","4","10","1350","20","0","80","10","1360","20","0","80","10","3197","40","0","60","","","","","","","","","","",
"BUCKHOLTS ISD","Spring 2016","5","15","1456","47","0","53","15","1482","40","0","60","","","","","","15","3414","40","0","60","","","","","",
"BUCKHOLTS ISD","Spring 2016","6","10","1469","30","0","70","10","1514","40","0","60","","","","","","","","","","","","","","","",
"BUCKHOLTS ISD","Spring 2016","7","9","1512","33","0","67","9","1548","22","0","78","9","3436","33","0","67","","","","","","","","","","",
"BUCKHOLTS ISD","Spring 2016","8","11","1716","100","9","0","11","1599","55","0","45","","","","","","11","3526","55","0","45","11","3624","45","0","55",
"BUCKHOLTS ISD","May 2016","5","8","1440","38","0","63","9","1445","0","0","100","","","","","","","","","","","","","","","",
"BUCKHOLTS ISD","May 2016","8","2","-","-","-","-","7","1563","57","0","43","","","","","","","","","","","","","","","",
"BUENA VISTA ISD","Spring 2016","3","16","1397","69","6","31","16","1478","94","13","6","","","","","","","","","","","","","","","",
"BUENA VISTA ISD","Spring 2016","4","18","1535","83","22","17","18","1554","67","17","33","18","3820","78","11","22","","","","","","","","","","",
"BUENA VISTA ISD","Spring 2016","5","18","1537","67","17","33","18","1540","61","6","39","","","","","","18","3509","61","6","39","","","","","",
"BUENA VISTA ISD","Spring 2016","6","17","1532","53","6","47","17","1550","35","0","65","","","","","","","","","","","","","","","",
"BUENA VISTA ISD","Spring 2016","7","12","1571","58","0","42","12","1604","67","0","33","12","3572","75","0","25","","","","","","","","","","",
"BUENA VISTA ISD","Spring 2016","8","12","1669","92","8","8","12","1777","92","25","8","","","","","","12","3891","75","8","25","12","3698","42","17","58",
"BUENA VISTA ISD","May 2016","5","6","1370","0","0","100","7","1422","14","0","86","","","","","","","","","","","","","","","",
"BUENA VISTA ISD","May 2016","8","1","-","-","-","-","1","-","-","-","-","","","","","","","","","","","","","","","",
"BUFFALO ISD","Spring 2016","3","70","1449","79","23","21","70","1479","86","19","14","","","","","","","","","","","","","","","",
"BUFFALO ISD","Spring 2016","4","63","1523","84","10","16","62","1569","87","21","13","61","3784","82","3","18","","","","","","","","","","",
"BUFFALO ISD","Spring 2016","5","73","1558","79","19","21","73","1643","100","16","0","","","","","","75","3938","91","12","9","","","","","",
"BUFFALO ISD","Spring 2016","6","55","1613","89","16","11","56","1637","84","14","16","","","","","","","","","","","","","","","",
"BUFFALO ISD","Spring 2016","7","45","1613","78","7","22","35","1591","57","0","43","45","4034","96","13","4","","","","","","","","","","",
"BUFFALO ISD","Spring 2016","8","51","1664","86","8","14","48","1645","73","2","27","","","","","","51","3916","82","12","18","51","3807","73","12","27",
"BUFFALO ISD","May 2016","5","16","1461","56","0","44","1","-","-","-","-","","","","","","","","","","","","","","","",
"BUFFALO ISD","May 2016","8","7","1556","29","0","71","11","1608","45","0","55","","","","","","","","","","","","","","",""
